protein, rna
XP_015166538.1, XM_015311052.1
XP_015166539.1, XM_015311053.1
NP_001275007.1, NM_001288078.1
XP_006349019.1, XM_006348957.2
XP_006349020.1, XM_006348958.2
XP_006353740.1, XM_006353678.2
NP_001275458.1, NM_001288529.1
XP_015170541.1, XM_015315055.1
XP_006341474.1, XM_006341412.2
XP_006346630.1, XM_006346568.2
XP_006346631.1, XM_006346569.2
XP_015161685.1, XM_015306199.1
XP_006341821.1, XM_006341759.2
XP_006343800.1, XM_006343738.2
XP_006352010.1, XM_006351948.2
XP_006352342.1, XM_006352280.2
XP_006361752.1, XM_006361690.2
XP_006354193.1, XM_006354131.2
XP_006354194.1, XM_006354132.2
XP_015167170.1, XM_015311684.1
XP_006345060.2, XM_006344998.2
XP_006361768.1, XM_006361706.2
XP_006361123.1, XM_006361061.2
XP_006355879.1, XM_006355817.2
XP_006354918.1, XM_006354856.2
XP_006352273.1, XM_006352211.2
XP_015165908.1, XM_015310422.1
XP_015166345.1, XM_015310859.1
XP_006351242.1, XM_006351180.2
XP_015169220.1, XM_015313734.1
XP_006344038.1, XM_006343976.2
XP_015162656.1, XM_015307170.1
XP_006343943.1, XM_006343881.2
XP_006343944.1, XM_006343882.2
XP_006351988.1, XM_006351926.2
XP_006357889.1, XM_006357827.2
XP_006347970.1, XM_006347908.2
XP_015164507.1, XM_015309021.1
XP_006351260.1, XM_006351198.2
XP_006340982.1, XM_006340920.2
XP_006349489.1, XM_006349427.2
XP_006338060.1, XM_006337998.2
XP_006347599.1, XM_006347537.2
XP_006343812.1, XM_006343750.2
XP_006352234.1, XM_006352172.2
XP_006354053.1, XM_006353991.2
XP_006354054.1, XM_006353992.2
XP_015167104.1, XM_015311618.1
XP_006341894.1, XM_006341832.2
XP_006348560.1, XM_006348498.2
XP_006343978.1, XM_006343916.2
XP_006338968.1, XM_006338906.2
XP_006345359.1, XM_006345297.2
NP_001274873.1, NM_001287944.1
XP_006357783.1, XM_006357721.2
XP_006351029.2, XM_006350967.2
XP_006345042.1, XM_006344980.2
XP_015159830.1, XM_015304344.1
XP_015161428.1, XM_015305942.1
XP_015168085.1, XM_015312599.1
XP_015168086.1, XM_015312600.1
XP_006348702.1, XM_006348640.2
XP_006347220.1, XM_006347158.2
XP_006349067.1, XM_006349005.2
XP_006340657.2, XM_006340595.2
XP_006342223.1, XM_006342161.2
XP_006348159.2, XM_006348097.2
XP_006354095.1, XM_006354033.2
XP_006355930.1, XM_006355868.2
XP_006343221.1, XM_006343159.2
XP_006348830.1, XM_006348768.2
XP_006364308.2, XM_006364246.2
XP_006351158.1, XM_006351096.2
XP_015165855.1, XM_015310369.1
XP_006354923.1, XM_006354861.2
XP_006345075.1, XM_006345013.2
XP_006356537.1, XM_006356475.2
XP_006352967.1, XM_006352905.2
XP_006356875.1, XM_006356813.2
XP_006357445.1, XM_006357383.2
XP_015168909.1, XM_015313423.1
XP_015168910.1, XM_015313424.1
XP_006341752.1, XM_006341690.2
XP_006347406.1, XM_006347344.2
XP_006367432.1, XM_006367370.2
XP_006340043.1, XM_006339981.2
XP_006345782.1, XM_006345720.2
XP_006352179.1, XM_006352117.2
XP_006349301.1, XM_006349239.2
XP_006353599.1, XM_006353537.2
NP_001275115.1, NM_001288186.1
XP_006354008.1, XM_006353946.2
XP_006354009.1, XM_006353947.2
XP_006354073.1, XM_006354011.1
XP_006354074.1, XM_006354012.2
XP_006358893.1, XM_006358831.2
XP_015169708.1, XM_015314222.1
XP_006340006.1, XM_006339944.2
XP_006347796.1, XM_006347734.2
XP_006355685.1, XM_006355623.2
XP_006355686.1, XM_006355624.2
XP_015167956.1, XM_015312470.1
XP_015167957.1, XM_015312471.1
XP_015167958.1, XM_015312472.1
XP_006348179.1, XM_006348117.2
XP_006365023.1, XM_006364961.2
XP_006365024.1, XM_006364962.2
XP_006363390.1, XM_006363328.2
XP_006363392.1, XM_006363330.2
XP_006344646.1, XM_006344584.2
XP_006348009.1, XM_006347947.2
XP_006367588.1, XM_006367526.1
XP_006367590.1, XM_006367528.1
XP_006367591.1, XM_006367529.1
XP_006363610.1, XM_006363548.2
NP_001275058.1, NM_001288129.1
XP_006338945.1, XM_006338883.2
XP_006341172.1, XM_006341110.2
XP_006338295.1, XM_006338233.2
XP_006338296.1, XM_006338234.2
XP_006354633.1, XM_006354571.2
XP_006339069.1, XM_006339007.2
XP_006338779.1, XM_006338717.2
XP_006355109.1, XM_006355047.2
XP_015163671.1, XM_015308185.1
XP_006350461.1, XM_006350399.2
XP_006367690.2, XM_006367628.2
XP_015167306.1, XM_015311820.1
XP_006339960.2, XM_006339898.2
XP_006357244.1, XM_006357182.2
XP_015161171.1, XM_015305685.1
XP_015168828.1, XM_015313342.1
XP_015168829.1, XM_015313343.1
XP_006358524.1, XM_006358462.2
XP_006350502.1, XM_006350440.2
XP_006356856.1, XM_006356794.2
XP_006353547.1, XM_006353485.2
XP_006367084.1, XM_006367022.2
XP_006367085.1, XM_006367023.2
XP_006340511.1, XM_006340449.2
XP_006355906.1, XM_006355844.2
XP_006353677.1, XM_006353615.2
XP_006340760.1, XM_006340698.2
XP_006340761.1, XM_006340699.2
XP_006340762.1, XM_006340700.2
XP_006348260.1, XM_006348198.2
XP_006362961.1, XM_006362899.2
NP_001275303.1, NM_001288374.1
XP_006363278.1, XM_006363216.2
XP_006348691.1, XM_006348629.2
XP_006348692.1, XM_006348630.2
NP_001275193.1, NM_001288264.1
NP_001275300.1, NM_001288371.1
XP_006346228.1, XM_006346166.2
XP_006346229.1, XM_006346167.2
XP_006367536.1, XM_006367474.2
XP_006358095.1, XM_006358033.2
XP_006356071.1, XM_006356009.2
XP_006362458.1, XM_006362396.2
XP_006340182.1, XM_006340120.2
XP_015168959.1, XM_015313473.1
XP_006359008.1, XM_006358946.2
XP_015169698.1, XM_015314212.1
XP_015169699.1, XM_015314213.1
XP_006343023.1, XM_006342961.2
XP_006343024.1, XM_006342962.2
XP_006357366.1, XM_006357304.2
XP_006361248.1, XM_006361186.2
XP_006361249.1, XM_006361187.2
XP_006351581.1, XM_006351519.2
XP_006351582.1, XM_006351520.2
XP_006344074.1, XM_006344012.2
XP_006359171.1, XM_006359109.2
XP_015169766.1, XM_015314280.1
XP_006348882.1, XM_006348820.2
XP_006340916.1, XM_006340854.2
XP_006345441.1, XM_006345379.2
XP_006345442.1, XM_006345380.2
XP_006345443.1, XM_006345381.2
XP_006345500.1, XM_006345438.2
XP_006349276.1, XM_006349214.2
XP_015165010.1, XM_015309524.1
XP_006360511.1, XM_006360449.2
XP_006360512.1, XM_006360450.2
XP_015170346.1, XM_015314860.1
XP_006338725.1, XM_006338663.2
XP_015163325.1, XM_015307839.1
XP_006349095.1, XM_006349033.2
XP_015162575.1, XM_015307089.1
XP_015162592.1, XM_015307106.1
XP_015167901.1, XM_015312415.1
XP_006362218.1, XM_006362156.2
XP_006367764.1, XM_006367702.2
XP_015159305.1, XM_015303819.1
XP_006352364.1, XM_006352302.2
XP_006352365.1, XM_006352303.2
XP_006352366.1, XM_006352304.2
XP_006352367.1, XM_006352305.2
XP_015166400.1, XM_015310914.1
XP_006347837.1, XM_006347775.2
XP_006354754.1, XM_006354692.2
XP_006349060.1, XM_006348998.2
XP_006348819.1, XM_006348757.2
XP_015164850.1, XM_015309364.1
XP_006340476.2, XM_006340414.2
XP_006340477.1, XM_006340415.2
XP_015159112.1, XM_015303626.1
XP_015159113.1, XM_015303627.1
XP_015159118.1, XM_015303632.1
XP_006355513.1, XM_006355451.2
XP_006340789.1, XM_006340727.2
XP_006359115.1, XM_006359053.2
XP_006355153.1, XM_006355091.2
XP_015167678.1, XM_015312192.1
XP_006350788.1, XM_006350726.2
XP_006364880.1, XM_006364818.2
XP_006362193.1, XM_006362131.2
XP_006347778.1, XM_006347716.2
XP_006347779.1, XM_006347717.2
XP_015164408.1, XM_015308922.1
XP_006363716.1, XM_006363654.2
XP_006358773.1, XM_006358711.2
XP_006365462.1, XM_006365400.1
XP_015168771.1, XM_015313285.1
XP_015168774.1, XM_015313288.1
XP_006357592.1, XM_006357530.2
XP_006348150.1, XM_006348088.2
XP_006348151.1, XM_006348089.2
XP_006352130.1, XM_006352068.1
XP_006363886.1, XM_006363824.2
XP_006352262.1, XM_006352200.2
XP_006338926.1, XM_006338864.2
XP_006346181.1, XM_006346119.2
XP_006338928.1, XM_006338866.2
XP_006360868.1, XM_006360806.2
XP_006361804.1, XM_006361742.2
XP_006340270.1, XM_006340208.2
XP_006358505.1, XM_006358443.2
XP_006358506.1, XM_006358444.2
XP_006344689.1, XM_006344627.2
XP_006356621.1, XM_006356559.2
XP_006356624.1, XM_006356562.2
XP_006364427.1, XM_006364365.2
XP_015160553.1, XM_015305067.1
XP_015160554.1, XM_015305068.1
XP_015161544.1, XM_015306058.1
XP_015168848.1, XM_015313362.1
XP_015168849.1, XM_015313363.1
XP_006352033.1, XM_006351971.2
XP_006360596.1, XM_006360534.2
XP_006347918.1, XM_006347856.2
XP_006359585.1, XM_006359523.2
XP_006349138.1, XM_006349076.2
XP_015163553.1, XM_015308067.1
XP_006361389.1, XM_006361327.2
XP_006350748.1, XM_006350686.2
XP_006363367.1, XM_006363305.2
XP_006348058.1, XM_006347996.2
XP_006363717.1, XM_006363655.2
XP_006355833.1, XM_006355771.2
XP_006355856.1, XM_006355794.1
XP_006358215.1, XM_006358153.1
XP_006347320.1, XM_006347258.2
XP_006347544.1, XM_006347482.2
XP_006347545.1, XM_006347483.2
XP_006347546.1, XM_006347484.2
XP_006338624.1, XM_006338562.2
XP_006339403.1, XM_006339341.2
XP_006361866.1, XM_006361804.2
XP_006341015.1, XM_006340953.2
XP_015164756.1, XM_015309270.1
XP_006363168.1, XM_006363106.2
XP_006360954.1, XM_006360892.2
XP_006365474.1, XM_006365412.2
XP_006365475.1, XM_006365413.2
XP_006339229.1, XM_006339167.2
XP_006341103.1, XM_006341041.2
XP_015165658.1, XM_015310172.1
XP_006339798.2, XM_006339736.2
XP_006343904.1, XM_006343842.2
XP_015162623.1, XM_015307137.1
XP_015162624.1, XM_015307138.1
XP_015160193.1, XM_015304707.1
XP_015160217.1, XM_015304731.1
XP_015160239.1, XM_015304753.1
XP_006343280.1, XM_006343218.2
XP_006348206.1, XM_006348144.2
XP_006348207.1, XM_006348145.2
XP_006338153.1, XM_006338091.2
XP_006353480.1, XM_006353418.2
XP_006340732.1, XM_006340670.2
NP_001275266.1, NM_001288337.1
XP_006357758.1, XM_006357696.2
XP_006357759.1, XM_006357697.2
XP_006348232.1, XM_006348170.2
XP_006362948.1, XM_006362886.2
XP_006354851.1, XM_006354789.2
XP_006368022.1, XM_006367960.2
XP_006343102.1, XM_006343040.2
XP_006356174.1, XM_006356112.2
XP_006356175.1, XM_006356113.2
XP_015162274.1, XM_015306788.1
XP_006345242.1, XM_006345180.2
XP_006345243.1, XM_006345181.2
XP_006353761.1, XM_006353699.2
XP_006340208.1, XM_006340146.2
XP_015169781.1, XM_015314295.1
XP_015169784.1, XM_015314298.1
XP_015169786.1, XM_015314300.1
XP_006342371.1, XM_006342309.2
XP_006342372.1, XM_006342310.2
XP_006348235.1, XM_006348173.2
XP_006345468.1, XM_006345406.1
XP_006365818.1, XM_006365756.2
XP_015165147.1, XM_015309661.1
XP_015165148.1, XM_015309662.1
XP_006363070.1, XM_006363008.2
XP_015158770.1, XM_015303284.1
XP_006346502.1, XM_006346440.2
XP_006356593.1, XM_006356531.2
XP_006357352.1, XM_006357290.2
XP_006342515.1, XM_006342453.2
XP_006360543.1, XM_006360481.2
XP_006340398.1, XM_006340336.2
XP_006339127.1, XM_006339065.2
XP_006341115.1, XM_006341053.2
XP_006341774.1, XM_006341712.2
XP_006338358.1, XM_006338296.2
XP_006365662.1, XM_006365600.2
XP_006367341.1, XM_006367279.1
XP_006338680.1, XM_006338618.2
XP_006349718.1, XM_006349656.2
XP_006339235.1, XM_006339173.1
XP_006339236.1, XM_006339174.2
XP_006353425.1, XM_006353363.2
XP_015166820.1, XM_015311334.1
XP_006367287.1, XM_006367225.2
XP_006347306.1, XM_006347244.2
XP_006364841.1, XM_006364779.2
XP_006367380.1, XM_006367318.2
XP_015160878.1, XM_015305392.1
XP_006359149.1, XM_006359087.2
XP_006358580.1, XM_006358518.2
XP_006358581.1, XM_006358519.2
XP_006353214.1, XM_006353152.2
XP_006353215.1, XM_006353153.2
XP_006366234.1, XM_006366172.2
XP_006339814.1, XM_006339752.2
XP_006340150.1, XM_006340088.2
XP_006365737.1, XM_006365675.2
XP_006346151.1, XM_006346089.1
XP_006350008.1, XM_006349946.2
XP_006357898.1, XM_006357836.1
XP_015161335.1, XM_015305849.1
XP_006354634.1, XM_006354572.2
XP_006352929.1, XM_006352867.2
XP_006365967.1, XM_006365905.2
XP_015166608.1, XM_015311122.1
XP_015166609.1, XM_015311123.1
XP_006349741.1, XM_006349679.2
XP_006349742.1, XM_006349680.2
XP_006350828.1, XM_006350766.2
XP_006353594.1, XM_006353532.2
XP_006356527.1, XM_006356465.2
XP_006342805.1, XM_006342743.2
XP_006342806.1, XM_006342744.2
XP_006346017.1, XM_006345955.1
XP_006349817.1, XM_006349755.2
XP_006343217.1, XM_006343155.2
XP_006343218.1, XM_006343156.2
XP_015158845.1, XM_015303359.1
XP_006366768.1, XM_006366706.2
XP_006350412.1, XM_006350350.2
XP_015165550.1, XM_015310064.1
XP_006357517.1, XM_006357455.2
XP_006357519.1, XM_006357457.2
XP_006356015.1, XM_006355953.2
XP_006341417.2, XM_006341355.2
XP_006346616.1, XM_006346554.2
XP_006355480.1, XM_006355418.2
XP_006358355.1, XM_006358293.2
XP_006366745.1, XM_006366683.2
XP_006340139.1, XM_006340077.2
XP_006354885.1, XM_006354823.2
XP_006354886.1, XM_006354824.2
XP_006340242.1, XM_006340180.2
XP_015170862.1, XM_015315376.1
XP_006339919.1, XM_006339857.2
XP_006349353.1, XM_006349291.2
XP_006367399.1, XM_006367337.2
XP_006347374.1, XM_006347312.2
XP_006359493.1, XM_006359431.1
XP_015159674.1, XM_015304188.1
XP_006341557.1, XM_006341495.1
XP_006353816.1, XM_006353754.2
XP_006365404.1, XM_006365342.2
XP_006350293.1, XM_006350231.2
XP_006364549.1, XM_006364487.2
XP_015159473.1, XM_015303987.1
XP_006357652.1, XM_006357590.2
XP_006357662.1, XM_006357600.2
XP_006366051.1, XM_006365989.2
XP_006349462.1, XM_006349400.2
XP_006349463.1, XM_006349401.2
XP_015160325.1, XM_015304839.1
XP_015160326.1, XM_015304840.1
XP_006351689.1, XM_006351627.2
XP_006356164.1, XM_006356102.2
XP_006359250.1, XM_006359188.2
XP_006359594.1, XM_006359532.2
XP_006342967.1, XM_006342905.2
XP_006351583.1, XM_006351521.2
XP_006351584.1, XM_006351522.2
XP_006348023.1, XM_006347961.2
XP_006351368.1, XM_006351306.2
XP_006351369.1, XM_006351307.2
XP_006343643.1, XM_006343581.2
XP_006362265.1, XM_006362203.2
XP_015164365.1, XM_015308879.1
XP_006349538.1, XM_006349476.1
XP_006357577.1, XM_006357515.2
XP_006357578.1, XM_006357516.2
XP_006357579.2, XM_006357517.2
XP_006359345.1, XM_006359283.2
XP_015159740.1, XM_015304254.1
XP_006352244.1, XM_006352182.2
NP_001275463.1, NM_001288534.1
XP_006342471.1, XM_006342409.2
XP_006342472.1, XM_006342410.2
XP_006357035.1, XM_006356973.2
XP_006360186.1, XM_006360124.1
XP_006360187.1, XM_006360125.2
XP_006366644.1, XM_006366582.2
XP_006340439.1, XM_006340377.2
XP_006362298.1, XM_006362236.2
XP_006363295.1, XM_006363233.2
XP_006363296.1, XM_006363234.2
XP_006350120.1, XM_006350058.2
XP_006365208.1, XM_006365146.2
NP_001284559.1, NM_001297630.1
XP_006361188.1, XM_006361126.2
XP_006355676.1, XM_006355614.2
XP_015162817.1, XM_015307331.1
XP_015162818.1, XM_015307332.1
XP_015162819.1, XM_015307333.1
XP_015162820.1, XM_015307334.1
XP_015162821.1, XM_015307335.1
XP_015162822.1, XM_015307336.1
XP_006367488.1, XM_006367426.2
XP_015170456.1, XM_015314970.1
XP_006351756.1, XM_006351694.2
XP_015166736.1, XM_015311250.1
XP_006347073.1, XM_006347011.2
XP_015164153.1, XM_015308667.1
XP_015164154.1, XM_015308668.1
XP_006350691.1, XM_006350629.2
XP_006350692.1, XM_006350630.2
XP_006343303.1, XM_006343241.2
XP_006348186.1, XM_006348124.2
XP_006365782.1, XM_006365720.2
XP_006365783.1, XM_006365721.2
XP_015160072.1, XM_015304586.1
XP_006358753.1, XM_006358691.2
XP_006339821.1, XM_006339759.2
XP_006362064.1, XM_006362002.2
XP_006364420.1, XM_006364358.2
XP_006361386.1, XM_006361324.2
XP_006351508.1, XM_006351446.2
XP_006351509.1, XM_006351447.2
XP_015164288.1, XM_015308802.1
XP_015166000.1, XM_015310514.1
XP_006345125.1, XM_006345063.2
NP_001275197.1, NM_001288268.1
XP_006355451.1, XM_006355389.2
XP_006366081.1, XM_006366019.2
XP_015160202.1, XM_015304716.1
XP_015160203.1, XM_015304717.1
XP_015167865.1, XM_015312379.1
XP_015167866.1, XM_015312380.1
XP_015167867.1, XM_015312381.1
XP_015167868.1, XM_015312382.1
XP_015167870.1, XM_015312384.1
XP_015167871.1, XM_015312385.1
XP_006365596.1, XM_006365534.2
XP_015159986.1, XM_015304500.1
XP_015159987.1, XM_015304501.1
XP_006363611.1, XM_006363549.2
XP_006361859.1, XM_006361797.2
XP_006363412.1, XM_006363350.2
XP_006363413.1, XM_006363351.2
XP_015158905.1, XM_015303419.1
XP_015158906.1, XM_015303420.1
XP_006339256.1, XM_006339194.2
XP_006349919.1, XM_006349857.2
XP_015165275.1, XM_015309789.1
XP_006359660.1, XM_006359598.2
XP_006367331.1, XM_006367269.2
XP_015164402.1, XM_015308916.1
XP_006347122.2, XM_006347060.2
XP_015164169.1, XM_015308683.1
XP_015164170.1, XM_015308684.1
XP_006360583.1, XM_006360521.2
XP_015170366.1, XM_015314880.1
XP_006354770.1, XM_006354708.2
XP_006364578.1, XM_006364516.2
XP_006343958.1, XM_006343896.2
XP_006338180.1, XM_006338118.2
XP_006364639.1, XM_006364577.2
XP_006342929.1, XM_006342867.2
XP_006345261.1, XM_006345199.2
XP_006357408.1, XM_006357346.2
XP_006342026.1, XM_006341964.2
XP_006361858.1, XM_006361796.2
XP_015171003.1, XM_015315517.1
XP_006355503.1, XM_006355441.1
XP_006355523.1, XM_006355461.2
XP_006358358.1, XM_006358296.2
XP_006354140.1, XM_006354078.2
XP_015167149.1, XM_015311663.1
XP_015167150.1, XM_015311664.1
XP_006366799.1, XM_006366737.2
XP_006351121.1, XM_006351059.2
XP_006365541.1, XM_006365479.2
XP_006362843.1, XM_006362781.2
XP_006362844.1, XM_006362782.2
XP_006345933.1, XM_006345871.2
XP_006364983.1, XM_006364921.2
XP_015159718.1, XM_015304232.1
XP_006341649.1, XM_006341587.2
XP_006341650.1, XM_006341588.2
XP_006344147.1, XM_006344085.2
XP_006344148.1, XM_006344086.2
NP_001275131.1, NM_001288202.1
XP_006359676.1, XM_006359614.2
XP_006367793.1, XM_006367731.2
XP_006342278.1, XM_006342216.2
XP_006363000.1, XM_006362938.2
XP_015158750.1, XM_015303264.1
XP_006341563.1, XM_006341501.2
XP_006353826.1, XM_006353764.2
XP_006357262.1, XM_006357200.2
XP_006343096.2, XM_006343034.2
XP_015165885.1, XM_015310399.1
XP_006345802.1, XM_006345740.2
XP_015163540.1, XM_015308054.1
XP_006349165.1, XM_006349103.2
XP_006351069.1, XM_006351007.2
XP_006339040.1, XM_006338978.2
XP_006339041.1, XM_006338979.2
XP_006339042.1, XM_006338980.2
XP_015163475.1, XM_015307989.1
XP_006338574.1, XM_006338512.1
XP_006357153.1, XM_006357091.2
XP_006361108.1, XM_006361046.2
XP_015161002.1, XM_015305516.1
XP_015161003.1, XM_015305517.1
XP_006353176.1, XM_006353114.2
XP_006360483.1, XM_006360421.2
XP_006342049.1, XM_006341987.2
XP_006363319.1, XM_006363257.2
XP_006354275.1, XM_006354213.1
XP_006354276.1, XM_006354214.1
XP_006365812.1, XM_006365750.2
XP_006341153.1, XM_006341091.2
XP_006365274.1, XM_006365212.2
XP_015159845.1, XM_015304359.1
XP_006359052.1, XM_006358990.2
XP_006340791.1, XM_006340729.2
XP_006340792.1, XM_006340730.2
XP_006340793.1, XM_006340731.2
XP_006339874.1, XM_006339812.2
XP_006340931.1, XM_006340869.2
XP_006346995.1, XM_006346933.2
XP_006340200.1, XM_006340138.2
XP_006340560.1, XM_006340498.2
XP_006365759.1, XM_006365697.1
XP_006340408.2, XM_006340346.2
XP_006343442.1, XM_006343380.2
XP_015170691.1, XM_015315205.1
XP_006360102.1, XM_006360040.2
XP_006365876.1, XM_006365814.2
XP_006352869.1, XM_006352807.2
XP_006352870.1, XM_006352808.2
XP_006352871.1, XM_006352809.2
XP_006362333.1, XM_006362271.2
XP_006347872.1, XM_006347810.2
XP_006357926.1, XM_006357864.2
XP_006365242.1, XM_006365180.2
XP_006365243.1, XM_006365181.2
XP_006343857.1, XM_006343795.2
XP_015162615.1, XM_015307129.1
XP_006344525.1, XM_006344463.2
XP_006342325.1, XM_006342263.2
XP_006342326.1, XM_006342264.2
XP_015166861.1, XM_015311375.1
XP_006345222.1, XM_006345160.1
XP_006358298.1, XM_006358236.2
XP_015159157.1, XM_015303671.1
XP_006350831.1, XM_006350769.2
XP_006359664.1, XM_006359602.2
XP_006359665.1, XM_006359603.2
XP_006362716.1, XM_006362654.2
XP_015160794.1, XM_015305308.1
XP_006360362.1, XM_006360300.2
XP_006360363.1, XM_006360301.2
XP_015170268.1, XM_015314782.1
XP_006346672.1, XM_006346610.2
XP_006362353.1, XM_006362291.2
XP_015166822.1, XM_015311336.1
XP_015166826.1, XM_015311340.1
XP_006365712.1, XM_006365650.2
XP_015170767.1, XM_015315281.1
XP_006352973.1, XM_006352911.2
XP_006352974.1, XM_006352912.2
XP_015166630.1, XM_015311144.1
XP_006340383.1, XM_006340321.2
XP_006365740.1, XM_006365678.2
XP_006365753.1, XM_006365691.1
XP_006365754.1, XM_006365692.2
XP_015160057.1, XM_015304571.1
XP_015160063.1, XM_015304577.1
XP_015162336.1, XM_015306850.1
XP_006353414.1, XM_006353352.2
XP_006362528.1, XM_006362466.2
XP_006366064.1, XM_006366002.2
XP_006363561.2, XM_006363499.2
XP_006363562.2, XM_006363500.2
XP_006363563.2, XM_006363501.2
XP_006363564.2, XM_006363502.2
XP_006351147.1, XM_006351085.2
XP_006351148.1, XM_006351086.2
XP_006339251.1, XM_006339189.2
XP_006339335.2, XM_006339273.2
XP_006364778.1, XM_006364716.2
XP_006345265.1, XM_006345203.1
XP_006357405.1, XM_006357343.2
XP_015162284.1, XM_015306798.1
XP_006339524.1, XM_006339462.2
XP_006339525.1, XM_006339463.2
XP_006339526.1, XM_006339464.2
XP_006341724.1, XM_006341662.2
XP_006348867.1, XM_006348805.2
XP_006366764.1, XM_006366702.2
XP_015160551.1, XM_015305065.1
XP_015164869.1, XM_015309383.1
XP_015164870.1, XM_015309384.1
XP_006343500.1, XM_006343438.2
XP_015162479.1, XM_015306993.1
XP_006349219.1, XM_006349157.2
XP_006361851.1, XM_006361789.2
NP_001275440.1, NM_001288511.1
XP_006349473.1, XM_006349411.2
XP_015165076.1, XM_015309590.1
XP_015165077.1, XM_015309591.1
XP_015165078.1, XM_015309592.1
XP_015165079.1, XM_015309593.1
XP_006364421.1, XM_006364359.2
XP_006364422.1, XM_006364360.2
XP_006347972.1, XM_006347910.2
XP_006366401.1, XM_006366339.2
XP_006364547.1, XM_006364485.2
XP_006343859.1, XM_006343797.2
XP_006364524.1, XM_006364462.2
XP_006364525.1, XM_006364463.2
XP_006365304.1, XM_006365242.2
XP_006357768.1, XM_006357706.2
XP_006342295.1, XM_006342233.2
XP_006342296.1, XM_006342234.2
XP_006342297.1, XM_006342235.2
XP_006342298.1, XM_006342236.2
XP_015161988.1, XM_015306502.1
XP_015161989.1, XM_015306503.1
XP_006358490.1, XM_006358428.2
XP_006358491.1, XM_006358429.2
XP_015169435.1, XM_015313949.1
XP_015169436.1, XM_015313950.1
XP_015169438.1, XM_015313952.1
XP_006347459.1, XM_006347397.2
XP_006366183.1, XM_006366121.2
XP_015160264.1, XM_015304778.1
XP_006351634.1, XM_006351572.2
XP_006351635.1, XM_006351573.2
XP_006364566.1, XM_006364504.2
XP_015166060.1, XM_015310574.1
XP_006342311.1, XM_006342249.2
XP_006355100.1, XM_006355038.2
XP_015165638.1, XM_015310152.1
XP_015165639.1, XM_015310153.1
XP_006347303.1, XM_006347241.2
XP_006347304.1, XM_006347242.2
XP_015164250.1, XM_015308764.1
XP_006348324.1, XM_006348262.2
XP_006353593.1, XM_006353531.2
XP_006348107.1, XM_006348045.2
XP_006348741.1, XM_006348679.2
XP_006346753.1, XM_006346691.2
XP_006353160.1, XM_006353098.2
XP_006349990.1, XM_006349928.2
XP_006365546.1, XM_006365484.2
XP_006366094.1, XM_006366032.2
XP_015160211.1, XM_015304725.1
XP_015160212.1, XM_015304726.1
XP_006339405.1, XM_006339343.2
XP_006339534.1, XM_006339472.2
XP_006343765.1, XM_006343703.2
XP_006343767.1, XM_006343705.2
XP_006359819.1, XM_006359757.2
XP_006364134.1, XM_006364072.2
XP_015170052.1, XM_015314566.1
XP_006347312.1, XM_006347250.2
XP_006344213.1, XM_006344151.2
XP_006360418.1, XM_006360356.2
XP_006351484.1, XM_006351422.2
XP_006340754.1, XM_006340692.2
XP_006340755.1, XM_006340693.2
XP_006342986.1, XM_006342924.2
XP_006346569.1, XM_006346507.2
XP_006346570.1, XM_006346508.2
XP_006344928.1, XM_006344866.1
XP_006339172.1, XM_006339110.2
XP_006348450.1, XM_006348388.2
XP_006350174.2, XM_006350112.2
XP_006351307.1, XM_006351245.2
XP_006345466.1, XM_006345404.2
XP_006347332.1, XM_006347270.2
XP_015164341.1, XM_015308855.1
XP_006353403.1, XM_006353341.2
XP_006365324.1, XM_006365262.2
XP_006355677.1, XM_006355615.2
XP_006363093.1, XM_006363031.2
XP_006358712.1, XM_006358650.2
XP_015158779.1, XM_015303293.1
XP_015169561.1, XM_015314075.1
XP_006363949.1, XM_006363887.2
XP_006359844.1, XM_006359782.2
XP_006338843.1, XM_006338781.2
XP_006355747.1, XM_006355685.2
XP_015163904.1, XM_015308418.1
XP_006349277.1, XM_006349215.2
XP_006351262.1, XM_006351200.2
XP_006351282.1, XM_006351220.2
XP_006364431.1, XM_006364369.2
XP_006345065.1, XM_006345003.2
XP_006367528.1, XM_006367466.2
XP_015160192.1, XM_015304706.1
XP_006349178.1, XM_006349116.2
XP_006356979.1, XM_006356917.2
XP_015169888.1, XM_015314402.1
XP_006345403.1, XM_006345341.2
XP_006367709.1, XM_006367647.2
XP_006367710.1, XM_006367648.2
XP_006367711.1, XM_006367649.2
XP_006367712.1, XM_006367650.2
XP_006367713.1, XM_006367651.2
XP_015161093.1, XM_015305607.1
XP_006363724.1, XM_006363662.2
XP_006344720.1, XM_006344658.2
XP_006351702.1, XM_006351640.2
XP_015158259.1, XM_015302773.1
XP_006338204.1, XM_006338142.2
XP_006344422.1, XM_006344360.2
XP_015162854.1, XM_015307368.1
XP_006362604.1, XM_006362542.2
XP_006338679.1, XM_006338617.2
XP_006355432.1, XM_006355370.2
XP_015170788.1, XM_015315302.1
XP_006354903.1, XM_006354841.2
XP_006362295.1, XM_006362233.1
XP_006353035.1, XM_006352973.2
XP_006363641.1, XM_006363579.2
XP_006348669.1, XM_006348607.2
XP_006344543.2, XM_006344481.2
XP_006344544.2, XM_006344482.2
XP_006346433.1, XM_006346371.2
XP_006354889.1, XM_006354827.2
XP_006343641.1, XM_006343579.1
XP_006350108.1, XM_006350046.2
