protein, rna
XP_012082898.1, XM_012227508.3
XP_037495837.1, XM_037639909.1
XP_012064751.1, XM_012209361.3
XP_012082795.1, XM_012227405.3
XP_012088262.1, XM_012232872.3
XP_012079944.1, XM_012224554.3
XP_012092237.1, XM_012236847.3
XP_012090869.1, XM_012235479.3
XP_012084522.1, XM_012229132.3
XP_012065029.1, XM_012209639.3
NP_001295609.1, NM_001308680.1
XP_012077824.1, XM_012222434.2
XP_012077825.1, XM_012222435.3
XP_012077826.1, XM_012222436.3
XP_012082345.1, XM_012226955.2
XP_012082346.1, XM_012226956.3
XP_012074296.1, XM_012218906.3
XP_012072514.1, XM_012217124.3
XP_012086460.1, XM_012231070.3
XP_012076684.1, XM_012221294.3
XP_012069379.1, XM_012213989.3
XP_012070227.1, XM_012214837.3
XP_012070228.1, XM_012214838.3
XP_012077454.1, XM_012222064.3
XP_012077455.1, XM_012222065.3
XP_012072979.1, XM_012217589.3
XP_020535180.1, XM_020679521.2
XP_012087854.1, XM_012232464.3
XP_012066936.1, XM_012211546.3
XP_012083280.1, XM_012227890.3
XP_037491614.1, XM_037635686.1
XP_037491615.1, XM_037635687.1
XP_012081743.1, XM_012226353.3
XP_012087815.1, XM_012232425.3
XP_012086937.2, XM_012231547.3
XP_012081526.1, XM_012226136.3
XP_012069867.1, XM_012214477.3
XP_012069975.2, XM_012214585.3
XP_012071978.1, XM_012216588.3
XP_012076318.1, XM_012220928.3
XP_012079411.1, XM_012224021.3
XP_012084095.1, XM_012228705.2
XP_012072128.1, XM_012216738.3
XP_012072129.1, XM_012216739.3
XP_012072133.1, XM_012216743.3
XP_037493748.1, XM_037637820.1
XP_037493753.1, XM_037637825.1
XP_012077230.1, XM_012221840.3
XP_012082078.1, XM_012226688.3
XP_037496577.1, XM_037640649.1
XP_012071476.1, XM_012216086.3
XP_012092893.1, XM_012237503.3
XP_012084140.1, XM_012228750.3
XP_012065603.1, XM_012210213.2
XP_012090387.2, XM_012234997.2
XP_012074807.1, XM_012219417.3
XP_012085211.1, XM_012229821.3
XP_012066945.1, XM_012211555.3
XP_012084247.1, XM_012228857.3
XP_012084000.1, XM_012228610.3
XP_012082099.1, XM_012226709.3
XP_012071451.1, XM_012216061.3
XP_037493095.1, XM_037637167.1
XP_012074159.1, XM_012218769.3
XP_012074160.1, XM_012218770.3
XP_012073098.1, XM_012217708.3
XP_037497201.1, XM_037641273.1
XP_012083898.1, XM_012228508.3
XP_020538609.1, XM_020682950.2
XP_012085594.1, XM_012230204.3
XP_012080575.1, XM_012225185.3
XP_012071885.1, XM_012216495.3
XP_037495842.1, XM_037639914.1
XP_012077819.1, XM_012222429.3
XP_012086275.1, XM_012230885.3
XP_037496670.1, XM_037640742.1
XP_037496671.1, XM_037640743.1
XP_037496672.1, XM_037640744.1
XP_037496673.1, XM_037640745.1
XP_037496674.1, XM_037640746.1
XP_037496675.1, XM_037640747.1
XP_012089662.2, XM_012234272.3
XP_037491146.1, XM_037635218.1
XP_012066447.1, XM_012211057.3
XP_037495879.1, XM_037639951.1
XP_012085271.1, XM_012229881.3
XP_012091004.1, XM_012235614.3
XP_037497437.1, XM_037641509.1
XP_037491337.1, XM_037635409.1
XP_012073360.1, XM_012217970.3
NP_001295634.1, NM_001308705.1
XP_012093100.1, XM_012237710.3
XP_012089155.1, XM_012233765.3
XP_012066976.1, XM_012211586.3
XP_020533367.1, XM_020677708.2
XP_012077212.1, XM_012221822.3
XP_012077213.1, XM_012221823.3
XP_012071975.1, XM_012216585.3
XP_020534836.1, XM_020679177.2
XP_020534837.1, XM_020679178.2
XP_037494693.1, XM_037638765.1
XP_037494696.1, XM_037638768.1
XP_012078540.1, XM_012223150.3
XP_012074671.1, XM_012219281.2
XP_037494148.1, XM_037638220.1
XP_037494149.1, XM_037638221.1
XP_037494190.1, XM_037638262.1
XP_037494191.1, XM_037638263.1
XP_012079308.1, XM_012223918.3
XP_012080172.1, XM_012224782.3
XP_012072290.1, XM_012216900.3
XP_020534951.1, XM_020679292.2
XP_012066458.1, XM_012211068.3
XP_012083097.1, XM_012227707.3
XP_012066297.1, XM_012210907.3
XP_012074128.2, XM_012218738.3
XP_037493421.1, XM_037637493.1
XP_037493643.1, XM_037637715.1
XP_012091345.1, XM_012235955.3
XP_012091346.1, XM_012235956.3
XP_037496523.1, XM_037640595.1
XP_012078702.1, XM_012223312.3
NP_001295702.1, NM_001308773.1
XP_012078659.1, XM_012223269.3
XP_012087099.1, XM_012231709.3
XP_012092310.1, XM_012236920.3
XP_012092311.1, XM_012236921.3
XP_020541003.1, XM_020685344.2
XP_012069903.1, XM_012214513.3
XP_012083969.1, XM_012228579.3
XP_012075189.1, XM_012219799.2
XP_012071508.1, XM_012216118.3
XP_012071509.1, XM_012216119.3
XP_020534743.1, XM_020679084.2
XP_012076783.1, XM_012221393.3
XP_012076784.1, XM_012221394.3
XP_012087075.1, XM_012231685.3
XP_020537279.1, XM_020681620.2
XP_037495202.1, XM_037639274.1
XP_012081705.1, XM_012226315.3
XP_012088204.1, XM_012232814.3
XP_012065323.1, XM_012209933.3
XP_012085204.1, XM_012229814.2
XP_020534065.1, XM_020678406.2
XP_012090367.1, XM_012234977.3
XP_037494340.1, XM_037638412.1
XP_012065567.1, XM_012210177.3
XP_012065568.1, XM_012210178.3
XP_012080295.1, XM_012224905.3
XP_012088665.1, XM_012233275.3
XP_012088866.1, XM_012233476.3
XP_012070209.1, XM_012214819.3
XP_012073608.1, XM_012218218.3
XP_037495074.1, XM_037639146.1
XP_012086993.1, XM_012231603.3
XP_012090049.1, XM_012234659.3
XP_012065800.1, XM_012210410.3
XP_012093181.1, XM_012237791.3
XP_012078957.1, XM_012223567.3
XP_012067764.1, XM_012212374.3
XP_012067765.1, XM_012212375.3
XP_020539696.1, XM_020684037.2
XP_012088445.1, XM_012233055.3
XP_012067860.1, XM_012212470.3
XP_012071948.1, XM_012216558.3
XP_012087063.1, XM_012231673.3
XP_012088256.1, XM_012232866.2
XP_012071761.1, XM_012216371.2
XP_012082537.1, XM_012227147.3
XP_012082545.1, XM_012227155.3
XP_037495400.1, XM_037639472.1
XP_012071901.2, XM_012216511.3
XP_012071903.2, XM_012216513.3
XP_020534761.1, XM_020679102.2
XP_020534763.1, XM_020679104.2
XP_020534764.1, XM_020679105.2
XP_012075481.1, XM_012220091.3
XP_020534574.1, XM_020678915.2
XP_012085342.1, XM_012229952.3
XP_012085343.1, XM_012229953.3
XP_012086966.1, XM_012231576.3
XP_012083979.2, XM_012228589.3
XP_012083980.2, XM_012228590.3
XP_037497011.1, XM_037641083.1
XP_037494776.1, XM_037638848.1
XP_012088365.1, XM_012232975.2
XP_012066375.1, XM_012210985.3
XP_012069628.1, XM_012214238.3
XP_020536300.1, XM_020680641.2
XP_012078832.1, XM_012223442.3
XP_012078833.1, XM_012223443.3
XP_012086489.1, XM_012231099.3
XP_012066535.1, XM_012211145.3
XP_012089659.1, XM_012234269.2
XP_012088736.1, XM_012233346.3
XP_020540288.1, XM_020684629.2
XP_012090015.1, XM_012234625.3
XP_012075226.1, XM_012219836.3
XP_012075227.1, XM_012219837.2
XP_012072665.1, XM_012217275.3
XP_012079611.1, XM_012224221.3
XP_012082592.1, XM_012227202.3
XP_012082597.1, XM_012227207.3
XP_012074873.1, XM_012219483.2
XP_012079521.2, XM_012224131.3
XP_012065916.1, XM_012210526.3
XP_012084740.1, XM_012229350.3
XP_012084742.1, XM_012229352.3
XP_012084743.1, XM_012229353.3
XP_012078695.1, XM_012223305.3
XP_012078696.1, XM_012223306.3
XP_037491025.1, XM_037635097.1
XP_012083272.1, XM_012227882.3
XP_012077178.1, XM_012221788.3
XP_012070267.1, XM_012214877.3
XP_012073647.1, XM_012218257.3
XP_012076640.1, XM_012221250.3
XP_020536445.1, XM_020680786.2
XP_037496244.1, XM_037640316.1
XP_012083346.1, XM_012227956.3
XP_037496077.1, XM_037640149.1
XP_037496078.1, XM_037640150.1
XP_037496079.1, XM_037640151.1
XP_012076210.1, XM_012220820.3
XP_012076211.1, XM_012220821.3
XP_012084397.1, XM_012229007.3
XP_012090902.1, XM_012235512.3
XP_012070329.1, XM_012214939.3
XP_037492678.1, XM_037636750.1
XP_012080049.1, XM_012224659.2
XP_012078523.1, XM_012223133.3
XP_037492422.1, XM_037636494.1
XP_020533186.1, XM_020677527.2
XP_037492855.1, XM_037636927.1
XP_020534226.1, XM_020678567.2
XP_012086179.1, XM_012230789.3
XP_012086180.1, XM_012230790.3
XP_012081672.1, XM_012226282.3
XP_012088032.1, XM_012232642.3
XP_012079380.1, XM_012223990.3
XP_012090144.1, XM_012234754.2
XP_012069744.1, XM_012214354.3
XP_012090166.1, XM_012234776.3
XP_012087805.1, XM_012232415.3
XP_012070970.1, XM_012215580.3
XP_012068508.1, XM_012213118.3
XP_012073532.1, XM_012218142.3
XP_037491644.1, XM_037635716.1
XP_012079393.1, XM_012224003.3
XP_037495824.1, XM_037639896.1
XP_012076072.1, XM_012220682.3
XP_012089377.1, XM_012233987.3
XP_012089378.1, XM_012233988.2
XP_012069047.1, XM_012213657.3
XP_012091098.1, XM_012235708.3
XP_012091099.1, XM_012235709.3
XP_012074636.1, XM_012219246.3
XP_037496756.1, XM_037640828.1
XP_012081320.1, XM_012225930.3
XP_012072472.1, XM_012217082.3
XP_012072473.1, XM_012217083.2
XP_012069902.1, XM_012214512.3
XP_020534920.1, XM_020679261.2
XP_020534921.1, XM_020679262.2
XP_037497635.1, XM_037641707.1
XP_012070990.2, XM_012215600.3
XP_012067205.1, XM_012211815.3
XP_020533534.1, XM_020677875.2
XP_012087892.1, XM_012232502.3
XP_012078954.1, XM_012223564.3
XP_020537262.1, XM_020681603.2
XP_012087943.1, XM_012232553.3
NP_001292963.1, NM_001306034.1
XP_012067263.1, XM_012211873.3
XP_012087521.1, XM_012232131.3
XP_012088106.1, XM_012232716.3
XP_012088107.1, XM_012232717.3
XP_012085516.1, XM_012230126.3
XP_012085517.1, XM_012230127.3
XP_012076471.1, XM_012221081.3
XP_020536362.1, XM_020680703.2
XP_012077799.1, XM_012222409.2
XP_012087649.1, XM_012232259.3
XP_037497276.1, XM_037641348.1
XP_037497277.1, XM_037641349.1
XP_012079796.1, XM_012224406.3
XP_012079797.1, XM_012224407.3
XP_012079798.1, XM_012224408.3
XP_037491489.1, XM_037635561.1
XP_037491492.1, XM_037635564.1
XP_012078484.1, XM_012223094.3
XP_037492818.1, XM_037636890.1
XP_012070370.1, XM_012214980.3
XP_012067077.1, XM_012211687.2
XP_012078987.1, XM_012223597.3
XP_037495356.1, XM_037639428.1
XP_012071095.1, XM_012215705.3
XP_012072188.1, XM_012216798.3
XP_012081866.1, XM_012226476.3
XP_012070789.1, XM_012215399.3
XP_012086799.1, XM_012231409.3
XP_037497342.1, XM_037641414.1
XP_012084421.1, XM_012229031.3
XP_012080779.1, XM_012225389.3
XP_012066647.1, XM_012211257.2
XP_012080201.2, XM_012224811.3
XP_020537620.1, XM_020681961.2
XP_012084062.1, XM_012228672.3
XP_012084070.1, XM_012228680.3
XP_012083938.1, XM_012228548.3
XP_012083940.1, XM_012228550.3
XP_012067332.1, XM_012211942.3
XP_012092306.1, XM_012236916.3
XP_012064844.1, XM_012209454.2
XP_012064845.1, XM_012209455.2
XP_012064846.1, XM_012209456.2
XP_012079833.1, XM_012224443.2
XP_020537533.1, XM_020681874.2
XP_037496386.1, XM_037640458.1
XP_037497419.1, XM_037641491.1
XP_037493904.1, XM_037637976.1
XP_037493905.1, XM_037637977.1
XP_037493906.1, XM_037637978.1
XP_037493907.1, XM_037637979.1
XP_037493908.1, XM_037637980.1
XP_012070698.1, XM_012215308.3
XP_012092547.1, XM_012237157.3
XP_037493468.1, XM_037637540.1
XP_037493469.1, XM_037637541.1
XP_037493470.1, XM_037637542.1
XP_012081917.1, XM_012226527.3
XP_012081021.1, XM_012225631.3
XP_012081022.1, XM_012225632.3
XP_012081023.1, XM_012225633.3
XP_020537764.1, XM_020682105.2
XP_037493993.1, XM_037638065.1
XP_012067974.1, XM_012212584.3
XP_012084212.1, XM_012228822.3
XP_020538668.1, XM_020683009.2
XP_037494850.1, XM_037638922.1
XP_037494851.1, XM_037638923.1
XP_037494854.1, XM_037638926.1
XP_012085433.1, XM_012230043.3
XP_012080192.1, XM_012224802.3
XP_012080194.1, XM_012224804.2
XP_020537468.1, XM_020681809.1
XP_012080318.1, XM_012224928.3
XP_012086950.1, XM_012231560.3
XP_012089008.1, XM_012233618.3
XP_012088374.1, XM_012232984.3
XP_012071874.1, XM_012216484.3
XP_012080290.1, XM_012224900.3
XP_012087095.1, XM_012231705.3
XP_012078197.1, XM_012222807.3
XP_012073675.1, XM_012218285.3
XP_012085371.1, XM_012229981.3
XP_020535313.1, XM_020679654.2
XP_012067723.1, XM_012212333.3
XP_012087714.1, XM_012232324.3
XP_012073168.1, XM_012217778.3
XP_012085981.1, XM_012230591.3
XP_012085979.1, XM_012230589.3
XP_012087952.1, XM_012232562.3
XP_012085064.1, XM_012229674.3
XP_012085132.1, XM_012229742.3
XP_012081752.1, XM_012226362.3
XP_012076906.1, XM_012221516.3
XP_012069714.1, XM_012214324.2
XP_012089992.1, XM_012234602.2
XP_012089196.1, XM_012233806.3
XP_012092077.1, XM_012236687.3
XP_012078747.1, XM_012223357.3
XP_012065746.1, XM_012210356.3
XP_012082863.1, XM_012227473.3
XP_012088920.1, XM_012233530.3
XP_012091177.1, XM_012235787.2
XP_012091178.1, XM_012235788.3
XP_012070038.1, XM_012214648.3
XP_012070039.1, XM_012214649.3
XP_012091836.1, XM_012236446.3
XP_012071282.1, XM_012215892.3
XP_012074674.1, XM_012219284.3
XP_012090641.1, XM_012235251.3
XP_012072408.1, XM_012217018.3
XP_012080902.1, XM_012225512.2
XP_012068568.1, XM_012213178.2
XP_012085778.1, XM_012230388.3
NP_001295669.1, NM_001308740.1
XP_012070437.1, XM_012215047.3
XP_012091217.2, XM_012235827.3
XP_012085023.1, XM_012229633.3
XP_037492275.1, XM_037636347.1
XP_012070665.1, XM_012215275.3
XP_012091487.1, XM_012236097.3
XP_012085183.1, XM_012229793.3
XP_012082834.1, XM_012227444.3
XP_012077931.1, XM_012222541.3
XP_012078641.1, XM_012223251.3
XP_012078648.1, XM_012223258.3
XP_012086682.1, XM_012231292.3
XP_012067253.1, XM_012211863.3
XP_012084432.1, XM_012229042.2
XP_012078147.1, XM_012222757.3
NP_001295716.1, NM_001308787.1
XP_012071066.1, XM_012215676.3
XP_012070932.1, XM_012215542.3
XP_012080996.1, XM_012225606.3
XP_012078863.1, XM_012223473.3
XP_037492327.1, XM_037636399.1
XP_037493291.1, XM_037637363.1
XP_012084842.1, XM_012229452.3
XP_012084848.1, XM_012229458.3
XP_020539358.1, XM_020683699.2
XP_012084245.1, XM_012228855.3
XP_012075548.1, XM_012220158.3
XP_012090404.1, XM_012235014.3
XP_012076345.1, XM_012220955.3
XP_012082117.1, XM_012226727.3
XP_037496858.1, XM_037640930.1
XP_012075495.1, XM_012220105.3
XP_012071942.1, XM_012216552.3
XP_020534804.1, XM_020679145.2
XP_012068291.1, XM_012212901.3
XP_012073230.1, XM_012217840.3
XP_012078423.1, XM_012223033.3
XP_012082822.1, XM_012227432.3
XP_037497446.1, XM_037641518.1
XP_012084940.1, XM_012229550.3
XP_020533719.2, XM_020678060.2
XP_037492928.1, XM_037637000.1
XP_012079135.1, XM_012223745.3
XP_012091169.1, XM_012235779.3
XP_012077861.1, XM_012222471.3
XP_012065950.1, XM_012210560.3
XP_012065951.1, XM_012210561.3
XP_020532983.1, XM_020677324.2
XP_012065078.1, XM_012209688.3
XP_020532590.1, XM_020676931.2
XP_012067769.1, XM_012212379.3
XP_012067770.1, XM_012212380.3
XP_020533750.1, XM_020678091.2
XP_012086605.1, XM_012231215.3
XP_020539554.1, XM_020683895.2
XP_012083619.1, XM_012228229.3
XP_012067003.1, XM_012211613.3
XP_012083886.1, XM_012228496.3
XP_012083887.1, XM_012228497.3
XP_012091870.1, XM_012236480.3
XP_012069132.1, XM_012213742.3
XP_012066333.1, XM_012210943.3
XP_012065601.1, XM_012210211.3
XP_012083235.1, XM_012227845.3
XP_012082839.1, XM_012227449.3
XP_020538396.1, XM_020682737.2
XP_012078239.1, XM_012222849.3
XP_012076279.1, XM_012220889.3
XP_012076280.1, XM_012220890.3
XP_012077290.1, XM_012221900.3
XP_037496913.1, XM_037640985.1
XP_037496914.1, XM_037640986.1
XP_037496915.1, XM_037640987.1
XP_012069872.1, XM_012214482.3
XP_037496141.1, XM_037640213.1
XP_037496142.1, XM_037640214.1
XP_037496143.1, XM_037640215.1
XP_012085815.2, XM_012230425.3
XP_012072180.1, XM_012216790.3
XP_012091605.1, XM_012236215.3
XP_037495568.1, XM_037639640.1
XP_037495569.1, XM_037639641.1
XP_012086805.1, XM_012231415.3
XP_012079952.1, XM_012224562.3
XP_012079953.1, XM_012224563.3
XP_037493150.1, XM_037637222.1
XP_012083942.1, XM_012228552.3
XP_012069557.1, XM_012214167.3
XP_012080225.1, XM_012224835.3
XP_012080226.1, XM_012224836.3
XP_012082100.1, XM_012226710.3
XP_012082101.1, XM_012226711.3
XP_020538119.1, XM_020682460.2
XP_037493323.1, XM_037637395.1
XP_012073197.1, XM_012217807.3
XP_012073754.1, XM_012218364.3
XP_012073755.1, XM_012218365.3
XP_012086272.1, XM_012230882.3
XP_012089199.1, XM_012233809.3
XP_012083406.1, XM_012228016.3
XP_037496813.1, XM_037640885.1
XP_012066994.1, XM_012211604.3
XP_012091924.1, XM_012236534.3
XP_020541113.1, XM_020685454.2
XP_020541114.1, XM_020685455.2
XP_020541115.1, XM_020685456.2
XP_012072919.1, XM_012217529.3
XP_012085075.1, XM_012229685.3
XP_012089321.1, XM_012233931.3
XP_012068337.1, XM_012212947.3
XP_012075686.1, XM_012220296.3
XP_012085135.1, XM_012229745.3
XP_012085136.1, XM_012229746.3
XP_012089307.1, XM_012233917.3
XP_037495933.1, XM_037640005.1
XP_012069001.1, XM_012213611.3
XP_012090048.1, XM_012234658.3
XP_012069654.1, XM_012214264.3
XP_012092299.1, XM_012236909.3
XP_037494141.1, XM_037638213.1
XP_012066035.3, XM_012210645.3
XP_012073514.1, XM_012218124.3
XP_012070235.1, XM_012214845.3
XP_037495985.1, XM_037640057.1
XP_012073672.1, XM_012218282.3
XP_020535405.1, XM_020679746.2
XP_012073810.1, XM_012218420.3
XP_012068454.2, XM_012213064.3
XP_012078785.1, XM_012223395.3
XP_012068621.1, XM_012213231.3
XP_012072457.1, XM_012217067.3
XP_012070708.1, XM_012215318.3
XP_012068575.1, XM_012213185.3
XP_012076233.1, XM_012220843.3
XP_012076239.1, XM_012220849.3
XP_012085078.1, XM_012229688.3
NP_001295708.1, NM_001308779.1
XP_012071089.1, XM_012215699.3
XP_012093110.1, XM_012237720.3
XP_012086498.1, XM_012231108.3
XP_012083637.1, XM_012228247.3
XP_037497590.1, XM_037641662.1
XP_012085015.1, XM_012229625.3
XP_012084999.1, XM_012229609.3
XP_020534909.1, XM_020679250.2
XP_012093259.1, XM_012237869.3
XP_012075534.1, XM_012220144.3
XP_012074904.1, XM_012219514.3
XP_012082316.1, XM_012226926.2
XP_012072089.1, XM_012216699.3
XP_012091598.1, XM_012236208.3
XP_012076123.1, XM_012220733.3
XP_037497694.1, XM_037641766.1
XP_012082868.1, XM_012227478.3
XP_012078828.1, XM_012223438.2
XP_020533551.2, XM_020677892.2
XP_012087124.1, XM_012231734.3
XP_012085612.1, XM_012230222.3
XP_037496520.1, XM_037640592.1
XP_020532575.1, XM_020676916.2
XP_012077947.1, XM_012222557.3
XP_012077313.1, XM_012221923.3
XP_012087788.1, XM_012232398.3
XP_012069475.1, XM_012214085.3
XP_012069392.1, XM_012214002.3
NP_001295666.1, NM_001308737.1
XP_037496525.1, XM_037640597.1
XP_012076991.2, XM_012221601.3
XP_012077828.1, XM_012222438.3
XP_012090492.1, XM_012235102.3
XP_012070923.1, XM_012215533.3
XP_012071679.1, XM_012216289.3
XP_012079484.1, XM_012224094.2
XP_012084303.2, XM_012228913.3
XP_012070919.1, XM_012215529.2
XP_012090574.1, XM_012235184.3
XP_012070705.1, XM_012215315.3
XP_012069668.1, XM_012214278.3
XP_037492847.1, XM_037636919.1
XP_012073772.1, XM_012218382.3
XP_012068893.1, XM_012213503.3
XP_012082079.1, XM_012226689.2
XP_020536119.1, XM_020680460.2
XP_012068954.1, XM_012213564.3
XP_012068956.1, XM_012213566.3
XP_012081356.2, XM_012225966.3
XP_012081665.1, XM_012226275.2
XP_037495960.1, XM_037640032.1
XP_037495961.1, XM_037640033.1
XP_012088086.1, XM_012232696.3
XP_012076394.1, XM_012221004.2
XP_037493151.1, XM_037637223.1
XP_012067208.1, XM_012211818.3
XP_020533459.1, XM_020677800.2
XP_012086152.1, XM_012230762.3
XP_012065505.1, XM_012210115.3
XP_012092291.1, XM_012236901.3
XP_037492540.1, XM_037636612.1
XP_012083362.1, XM_012227972.3
XP_012066758.1, XM_012211368.3
XP_012066759.1, XM_012211369.3
XP_020533250.1, XM_020677591.2
XP_037491173.1, XM_037635245.1
XP_012075371.1, XM_012219981.3
XP_012083615.1, XM_012228225.3
XP_012073314.1, XM_012217924.3
XP_037497494.1, XM_037641566.1
XP_012079932.1, XM_012224542.3
XP_037493175.1, XM_037637247.1
XP_037495373.1, XM_037639445.1
XP_037495374.1, XM_037639446.1
XP_012072352.1, XM_012216962.3
XP_012087933.1, XM_012232543.3
XP_012087934.1, XM_012232544.3
XP_037496750.1, XM_037640822.1
XP_037496751.1, XM_037640823.1
XP_037496752.1, XM_037640824.1
XP_037491061.1, XM_037635133.1
XP_037491062.1, XM_037635134.1
XP_037497298.1, XM_037641370.1
XP_012069420.1, XM_012214030.3
XP_012069421.1, XM_012214031.3
XP_012083236.1, XM_012227846.3
XP_012083237.1, XM_012227847.3
XP_012067930.1, XM_012212540.2
XP_012065510.2, XM_012210120.3
XP_020532838.2, XM_020677179.2
XP_037496877.1, XM_037640949.1
XP_037492430.1, XM_037636502.1
XP_037492423.1, XM_037636495.1
XP_012066565.1, XM_012211175.3
XP_012076849.1, XM_012221459.3
XP_012085798.1, XM_012230408.2
XP_012085799.1, XM_012230409.3
XP_012076928.1, XM_012221538.3
XP_012081361.1, XM_012225971.3
XP_012079838.1, XM_012224448.3
XP_012077246.1, XM_012221856.3
XP_037491806.1, XM_037635878.1
XP_037491807.1, XM_037635879.1
XP_037491808.1, XM_037635880.1
XP_012073837.1, XM_012218447.3
XP_012073839.1, XM_012218449.3
XP_012073840.1, XM_012218450.3
XP_012073841.1, XM_012218451.3
XP_012073842.1, XM_012218452.3
XP_012074572.2, XM_012219182.3
XP_020535706.1, XM_020680047.2
XP_012090736.1, XM_012235346.3
XP_037496418.1, XM_037640490.1
XP_012075961.1, XM_012220571.3
XP_012078202.1, XM_012222812.3
XP_012070298.1, XM_012214908.3
XP_012073737.1, XM_012218347.3
XP_012069077.1, XM_012213687.3
XP_012074804.1, XM_012219414.3
XP_012088712.1, XM_012233322.3
XP_012090575.1, XM_012235185.3
XP_012085292.1, XM_012229902.3
XP_012093031.1, XM_012237641.3
XP_012093309.1, XM_012237919.3
XP_012080406.1, XM_012225016.3
XP_012090528.1, XM_012235138.2
XP_012070513.1, XM_012215123.3
XP_012072280.1, XM_012216890.3
XP_012071816.1, XM_012216426.2
XP_012078272.1, XM_012222882.3
XP_012074260.1, XM_012218870.3
XP_012072865.1, XM_012217475.3
XP_012072866.1, XM_012217476.3
XP_037493232.1, XM_037637304.1
XP_012065905.1, XM_012210515.3
XP_012078600.1, XM_012223210.3
XP_012079545.1, XM_012224155.3
XP_012090005.1, XM_012234615.3
XP_012073599.3, XM_012218209.3
XP_012089508.1, XM_012234118.3
XP_012085877.2, XM_012230487.3
XP_012083713.1, XM_012228323.3
XP_012085661.1, XM_012230271.3
XP_037495052.1, XM_037639124.1
XP_012091483.1, XM_012236093.3
XP_012085455.1, XM_012230065.3
XP_012093080.1, XM_012237690.3
XP_012077631.1, XM_012222241.3
XP_012077632.1, XM_012222242.3
XP_012069486.1, XM_012214096.3
XP_020534169.1, XM_020678510.2
XP_012085833.1, XM_012230443.3
XP_012093011.1, XM_012237621.3
XP_012093012.1, XM_012237622.3
XP_012087406.1, XM_012232016.2
XP_012085083.1, XM_012229693.3
XP_012089100.1, XM_012233710.3
XP_037496110.1, XM_037640182.1
XP_037496114.1, XM_037640186.1
XP_037491912.1, XM_037635984.1
XP_037491913.1, XM_037635985.1
XP_012082319.1, XM_012226929.3
XP_012080377.1, XM_012224987.2
XP_012086291.1, XM_012230901.3
XP_012078276.1, XM_012222886.3
XP_012083605.1, XM_012228215.2
XP_037497607.1, XM_037641679.1
XP_012077726.1, XM_012222336.3
XP_012083206.1, XM_012227816.3
XP_012079037.1, XM_012223647.3
XP_012086226.1, XM_012230836.3
XP_012092110.1, XM_012236720.3
XP_012079451.1, XM_012224061.3
XP_012066969.1, XM_012211579.3
XP_020533751.1, XM_020678092.2
XP_020533768.1, XM_020678109.2
XP_037493896.1, XM_037637968.1
XP_037494269.1, XM_037638341.1
XP_037494270.1, XM_037638342.1
XP_012065041.1, XM_012209651.3
XP_012065042.1, XM_012209652.3
XP_012092093.1, XM_012236703.3
XP_012090673.1, XM_012235283.2
XP_012079921.1, XM_012224531.3
XP_012087669.1, XM_012232279.3
XP_012078457.1, XM_012223067.3
XP_012083323.1, XM_012227933.3
XP_037494688.1, XM_037638760.1
XP_012069585.1, XM_012214195.3
XP_012091132.2, XM_012235742.3
XP_012083447.1, XM_012228057.3
XP_012089141.1, XM_012233751.3
XP_012076638.1, XM_012221248.3
XP_012076639.1, XM_012221249.3
XP_020536448.1, XM_020680789.2
XP_012076399.1, XM_012221009.3
XP_012074323.1, XM_012218933.3
XP_037495017.1, XM_037639089.1
XP_037495491.1, XM_037639563.1
XP_012065999.1, XM_012210609.3
XP_012080932.1, XM_012225542.3
XP_012091374.1, XM_012235984.3
XP_012070790.1, XM_012215400.3
XP_012068331.1, XM_012212941.3
XP_012066567.1, XM_012211177.2
XP_012084895.1, XM_012229505.3
XP_012090979.1, XM_012235589.3
XP_012079233.1, XM_012223843.3
XP_012079534.2, XM_012224144.3
XP_012076814.1, XM_012221424.2
XP_012078477.1, XM_012223087.3
XP_012085150.2, XM_012229760.3
XP_012085226.1, XM_012229836.2
XP_012073394.1, XM_012218004.3
XP_012067481.1, XM_012212091.2
XP_012066979.1, XM_012211589.3
XP_012066980.1, XM_012211590.3
XP_012085114.1, XM_012229724.3
XP_020539275.1, XM_020683616.2
XP_037492322.1, XM_037636394.1
XP_012082344.1, XM_012226954.3
XP_012074165.1, XM_012218775.3
XP_012092785.1, XM_012237395.3
XP_012092786.1, XM_012237396.3
XP_012092787.1, XM_012237397.3
XP_012066271.1, XM_012210881.3
XP_012066272.1, XM_012210882.3
XP_012068438.1, XM_012213048.3
XP_012065595.1, XM_012210205.3
XP_012068848.2, XM_012213458.3
XP_012088725.1, XM_012233335.3
XP_012087878.1, XM_012232488.3
XP_012082426.1, XM_012227036.3
XP_020538247.1, XM_020682588.2
XP_012067212.1, XM_012211822.3
XP_012078686.1, XM_012223296.2
XP_037491448.1, XM_037635520.1
XP_012083020.1, XM_012227630.3
XP_012070468.1, XM_012215078.3
XP_012090878.1, XM_012235488.3
XP_012075879.1, XM_012220489.3
XP_012075880.1, XM_012220490.2
XP_012075881.1, XM_012220491.3
XP_012083563.1, XM_012228173.3
XP_012078446.1, XM_012223056.3
XP_012091409.1, XM_012236019.3
XP_012067238.1, XM_012211848.3
XP_012076010.1, XM_012220620.3
XP_012065851.1, XM_012210461.3
XP_037492120.1, XM_037636192.1
XP_012072323.1, XM_012216933.3
XP_020534614.1, XM_020678955.2
