protein, rna
NP_001078789.1, NM_001085320.1
NP_568972.2, NM_125739.4
NP_001328639.1, NM_001341982.1
NP_194721.1, NM_119138.2
NP_568849.2, NM_125095.4
NP_566054.1, NM_130136.4
NP_001319329.1, NM_001334230.1
NP_176772.1, NM_105269.4
NP_176773.1, NM_105270.3
NP_564763.1, NM_104757.4
NP_568712.1, NM_124333.3
NP_001323149.1, NM_001334365.1
NP_001323150.1, NM_001334366.1
NP_177015.3, NM_105519.4
NP_001077902.1, NM_001084433.2
NP_001189536.1, NM_001202607.1
NP_179262.1, NM_127223.5
NP_181168.1, NM_129184.3
NP_001325854.1, NM_001337418.1
NP_186907.1, NM_111126.4
NP_186908.1, NM_111127.2
NP_001189845.1, NM_001202916.1
NP_001327225.1, NM_001337810.1
NP_566347.1, NM_111759.4
NP_001325424.1, NM_001337344.1
NP_001325425.1, NM_001337343.1
NP_566139.1, NM_111017.3
NP_180555.2, NM_128548.4
NP_201191.1, NM_125781.4
NP_181097.2, NM_129106.3
NP_001190573.1, NM_001203644.1
NP_200812.2, NM_125397.3
NP_565912.1, NM_129530.3
NP_973640.1, NM_201911.2
NP_180380.3, NM_128373.4
NP_001189708.1, NM_001202779.1
NP_177372.1, NM_105887.4
NP_181430.2, NM_129454.4
NP_973637.1, NM_201908.1
NP_001325233.1, NM_001336593.1
NP_850262.2, NM_179931.4
NP_568784.1, NM_124687.1
NP_001323492.1, NM_001336083.1
NP_850086.2, NM_179755.3
NP_190047.2, NM_114329.3
NP_001327312.1, NM_001339486.1
NP_190655.2, NM_114946.2
NP_567036.1, NM_115475.5
NP_973649.1, NM_201920.3
NP_001189752.1, NM_001202823.2
NP_001318429.1, NM_001337139.1
NP_001325311.1, NM_001337140.1
NP_001325312.1, NM_001337142.1
NP_001325313.1, NM_001337141.1
NP_182078.1, NM_130116.4
NP_197125.2, NM_121626.4
NP_001329285.1, NM_001340337.1
NP_001329286.1, NM_001340336.1
NP_567217.1, NM_116411.4
NP_001078604.1, NM_001085135.2
NP_197436.1, NM_121940.5
NP_195833.1, NM_120291.4
NP_567180.1, NM_116283.4
NP_001328822.1, NM_001340686.1
NP_192818.1, NM_117148.5
NP_001077942.1, NM_001084473.2
NP_565535.1, NM_127807.4
NP_195609.1, NM_120058.5
NP_001318713.1, NM_001344328.1
NP_001332249.1, NM_001344331.1
NP_001332250.1, NM_001344332.1
NP_001332251.1, NM_001344329.1
NP_001332252.1, NM_001344330.1
NP_198860.1, NM_123408.3
NP_001329402.1, NM_001341639.1
NP_176640.1, NM_105134.2
NP_194136.1, NM_118537.4
NP_001031773.1, NM_001036696.1
NP_194991.1, NM_119417.4
NP_974665.1, NM_202936.1
NP_001327080.1, NM_001338068.1
NP_566462.1, NM_112223.3
NP_001325491.1, NM_001337404.1
NP_186889.1, NM_111107.2
NP_193185.1, NM_117529.3
NP_564394.1, NM_102964.5
NP_001322355.1, NM_001332970.1
NP_174442.2, NM_102896.3
NP_973945.1, NM_202216.1
NP_973946.1, NM_202217.1
NP_001322780.1, NM_001332530.1
NP_173602.1, NM_102032.4
NP_001031144.1, NM_001036067.2
NP_564470.1, NM_103320.3
NP_173707.2, NM_102141.3
NP_001185094.1, NM_001198165.1
NP_173906.2, NM_102345.4
NP_175906.1, NM_104383.4
NP_001185244.1, NM_001198315.2
NP_001322454.1, NM_001333738.1
NP_175979.2, NM_104460.3
NP_174690.1, NM_103152.4
NP_175839.2, NM_104315.5
NP_178079.2, NM_106609.4
NP_001324447.1, NM_001336534.1
NP_174371.2, NM_102823.4
NP_181038.2, NM_129045.2
NP_001184955.1, NM_001198026.1
NP_001184956.1, NM_001198027.1
NP_001323005.1, NM_001332598.1
NP_172544.1, NM_100950.5
NP_173747.1, NM_102182.3
NP_973806.1, NM_202077.3
NP_001184906.1, NM_001197977.1
NP_001322077.1, NM_001331463.1
NP_171908.1, NM_100293.3
NP_001321116.1, NM_001333783.1
NP_001321117.1, NM_001333784.1
NP_564718.2, NM_104525.3
NP_001031199.1, NM_001036122.2
NP_172392.1, NM_100791.4
NP_176030.1, NM_104513.5
NP_564630.1, NM_104219.5
NP_001326561.1, NM_001338439.1
NP_175457.1, NM_103923.3
NP_188634.1, NM_112890.5
NP_001321670.1, NM_001332391.1
NP_564082.1, NM_101793.4
NP_565102.1, NM_106167.3
NP_001154464.1, NM_001160992.1
NP_001154465.1, NM_001160993.2
NP_173732.1, NM_102167.4
NP_177230.1, NM_105741.4
NP_173916.1, NM_102356.4
NP_177020.1, NM_105524.3
NP_001319347.1, NM_001334359.1
NP_564457.1, NM_103226.3
NP_564926.1, NM_105497.5
NP_001117517.1, NM_001124045.1
NP_564744.1, NM_104648.4
NP_172573.2, NM_100979.4
NP_176298.1, NM_104783.3
NP_001319358.1, NM_001334422.1
NP_001320588.1, NM_001334423.1
NP_001320589.1, NM_001334424.1
NP_001320590.1, NM_001334425.1
NP_177133.1, NM_105643.4
NP_564879.1, NM_105330.2
NP_849852.1, NM_179521.2
NP_564650.1, NM_104289.3
NP_566474.1, NM_112262.2
NP_566765.1, NM_113443.4
NP_001319565.1, NM_001338210.1
NP_191800.1, NM_116106.3
NP_566100.2, NM_130308.3
NP_001318358.1, NM_001336559.1
NP_001320444.1, NM_001332997.1
NP_174500.1, NM_102954.4
NP_565807.1, NM_129104.4
NP_850247.1, NM_179916.1
NP_850072.1, NM_179741.2
NP_194966.1, NM_119392.4
NP_179808.1, NM_127786.3
NP_680775.1, NM_148409.2
NP_001326832.1, NM_001339016.1
NP_189574.2, NM_113853.4
NP_566781.1, NM_113488.2
NP_173022.1, NM_101438.2
NP_567265.1, NM_116702.2
NP_187058.1, NM_111279.5
NP_197329.5, NM_121833.7
NP_001030627.1, NM_001035550.1
NP_001326403.1, NM_001337454.1
NP_001326404.1, NM_001337455.1
NP_001326405.1, NM_001337456.1
NP_186951.1, NM_111171.3
NP_568340.1, NM_121693.2
NP_001318561.1, NM_001343356.1
NP_001319442.1, NM_001337345.1
NP_196973.1, NM_121473.4
NP_683522.1, NM_148680.4
NP_001077453.1, NM_001083984.1
NP_001329489.1, NM_001340444.1
NP_171851.1, NM_100234.4
NP_192243.1, NM_116572.3
NP_196751.2, NM_121228.5
NP_001330292.1, NM_001343122.1
NP_001330293.1, NM_001343121.1
NP_196620.1, NM_121096.3
NP_567872.1, NM_119282.3
NP_196214.1, NM_120677.2
NP_195845.2, NM_120303.5
NP_001331107.1, NM_001342579.1
NP_568085.2, NM_120200.4
NP_001331083.1, NM_001344402.1
NP_568591.1, NM_123501.3
NP_568592.1, NM_123502.3
NP_001032019.1, NM_001036942.1
NP_001119385.1, NM_001125913.1
NP_193531.1, NM_117907.4
NP_199473.1, NM_124031.2
NP_567918.1, NM_119495.3
NP_001324329.1, NM_001335548.1
NP_179334.5, NM_127297.5
NP_195271.2, NM_119711.4
NP_001329682.1, NM_001342303.1
NP_001329683.1, NM_001342306.1
NP_001329684.1, NM_001342304.1
NP_001329685.1, NM_001342305.1
NP_195210.2, NM_119650.4
NP_195591.1, NM_120040.4
NP_001329637.1, NM_001340964.1
NP_680687.2, NM_148321.3
NP_001331065.1, NM_001344772.1
NP_199655.3, NM_124219.5
NP_974906.2, NM_203177.2
NP_174541.1, NM_102998.4
NP_199488.1, NM_124046.2
NP_001330081.1, NM_001345499.1
NP_199916.1, NM_124482.3
NP_200991.1, NM_125577.5
NP_001331536.1, NM_001344826.1
NP_568707.1, NM_124298.3
NP_851158.1, NM_180827.3
NP_001330721.1, NM_001344594.1
NP_199330.2, NM_123885.5
NP_001190480.1, NM_001203551.1
NP_193550.1, NM_117926.3
NP_199448.1, NM_124006.3
NP_199449.1, NM_124007.3
NP_001323160.1, NM_001333375.1
NP_001323161.1, NM_001333376.1
NP_175359.2, NM_103824.4
NP_850960.1, NM_180629.2
NP_001077813.1, NM_001084344.1
NP_001185383.1, NM_001198454.2
NP_001321946.1, NM_001334539.1
NP_001321947.1, NM_001334541.1
NP_001321948.1, NM_001334542.1
NP_001321949.1, NM_001334540.1
NP_177400.2, NM_105915.4
NP_001320544.1, NM_001334912.1
NP_565218.1, NM_106618.5
NP_001185366.1, NM_001198437.1
NP_177231.2, NM_105742.5
NP_001031234.1, NM_001036157.2
NP_176661.1, NM_105155.4
NP_001030635.1, NM_001035558.1
NP_001189808.1, NM_001202879.1
NP_187122.1, NM_111343.3
NP_001326636.1, NM_001337529.1
NP_001326637.1, NM_001337531.1
NP_001326638.1, NM_001337530.1
NP_187099.6, NM_111320.6
NP_001327030.1, NM_001337398.1
NP_186879.2, NM_111097.6
NP_179440.1, NM_127406.3
NP_001324668.1, NM_001337180.1
NP_001324669.1, NM_001337179.1
NP_850448.1, NM_180117.2
NP_973696.1, NM_201967.2
NP_001324961.1, NM_001336916.1
NP_178635.1, NM_126590.1
NP_181681.1, NM_129713.3
NP_001077960.1, NM_001084491.1
NP_001118384.1, NM_001124912.1
NP_565600.1, NM_128115.3
NP_001189589.1, NM_001202660.1
NP_001189590.1, NM_001202661.1
NP_001318281.1, NM_001335927.1
NP_180004.1, NM_127989.4
NP_001118816.1, NM_001125344.1
NP_190679.1, NM_114970.5
NP_974409.1, NM_202680.3
NP_566889.1, NM_114573.3
NP_568892.1, NM_125277.4
NP_001154704.2, NM_001161232.2
NP_001154705.1, NM_001161233.1
NP_001332040.1, NM_001343151.1
NP_001332041.1, NM_001343152.1
NP_001332042.1, NM_001343150.1
NP_001332043.1, NM_001343149.1
NP_001332044.1, NM_001343154.1
NP_001332045.1, NM_001343153.1
NP_196664.4, NM_121141.5
NP_001332554.1, NM_001343703.1
NP_680186.1, NM_147881.4
NP_001318545.1, NM_001343211.1
NP_001331892.1, NM_001343212.1
NP_196732.2, NM_121209.6
NP_197667.1, NM_122181.3
NP_567123.1, NM_116063.3
NP_567214.1, NM_116388.2
NP_567156.1, NM_116241.4
NP_001190285.1, NM_001203356.1
NP_001318533.1, NM_001343133.1
NP_568235.1, NM_121109.3
NP_568145.1, NM_120572.3
NP_001318460.1, NM_001342668.1
NP_001331476.1, NM_001342669.1
NP_190917.1, NM_115209.4
NP_680759.1, NM_148393.3
NP_001190784.2, NM_001203855.2
NP_001190785.1, NM_001203856.1
NP_193847.2, NM_118234.4
NP_001190802.1, NM_001203873.2
NP_001328093.1, NM_001341559.1
NP_001119052.1, NM_001125580.1
NP_001190832.1, NM_001203903.1
NP_001328344.1, NM_001341721.1
NP_194238.1, NM_118640.3
NP_849438.1, NM_179107.2
NP_849439.1, NM_179108.3
NP_001077958.1, NM_001084489.1
NP_565592.1, NM_128093.3
NP_680755.2, NM_148389.3
NP_001031646.1, NM_001036569.3
NP_001328785.1, NM_001341050.1
NP_001328786.1, NM_001341049.1
NP_567468.1, NM_117641.3
NP_974555.1, NM_202826.2
NP_001331886.1, NM_001344487.1
NP_001331887.1, NM_001344488.1
NP_199163.1, NM_123716.3
NP_974876.1, NM_203147.2
NP_001190486.1, NM_001203557.1
NP_199585.2, NM_124148.3
NP_001077486.1, NM_001084017.2
NP_172300.2, NM_100696.4
NP_001077440.1, NM_001083971.1
NP_001184883.1, NM_001197954.2
NP_171634.1, NM_100009.3
NP_566078.1, NM_130216.3
NP_001321397.1, NM_001332975.1
NP_001321398.1, NM_001332977.1
NP_001321399.1, NM_001332976.1
NP_001321400.1, NM_001332972.1
NP_001321401.1, NM_001332974.1
NP_001321402.1, NM_001332973.1
NP_174453.2, NM_102907.2
NP_193672.1, NM_118057.3
NP_173521.2, NM_101950.3
NP_001321418.1, NM_001333123.1
NP_001321419.1, NM_001333122.1
NP_001321420.1, NM_001333124.1
NP_001321421.1, NM_001333121.1
NP_001321422.1, NM_001333120.1
NP_849747.2, NM_179416.4
NP_201263.2, NM_125854.4
NP_001031110.1, NM_001036033.1
NP_174273.3, NM_102720.4
NP_001322066.1, NM_001334350.1
NP_001322067.1, NM_001334351.1
NP_564924.1, NM_105489.3
NP_001030698.1, NM_001035621.1
NP_001322694.1, NM_001333585.1
NP_188117.1, NM_112361.5
NP_564626.1, NM_104206.3
NP_850588.1, NM_180257.1
NP_172664.1, NM_101072.4
NP_192313.3, NM_116642.4
NP_001320481.1, NM_001331921.1
NP_172538.1, NM_100944.2
NP_194326.2, NM_118729.4
NP_001322522.1, NM_001331680.1
NP_001322523.1, NM_001331679.1
NP_001322524.1, NM_001331678.1
NP_172187.1, NM_100580.2
NP_175481.1, NM_103948.3
NP_188670.1, NM_112926.5
NP_175380.2, NM_103845.3
NP_001184965.1, NM_001198036.2
NP_172637.2, NM_101044.3
NP_177040.2, NM_105545.3
NP_001321203.1, NM_001334835.1
NP_177980.2, NM_106506.3
NP_001322712.1, NM_001334617.1
NP_001322713.1, NM_001334618.1
NP_001322714.1, NM_001334619.1
NP_177537.2, NM_106056.5
NP_175811.1, NM_104286.3
NP_177391.1, NM_105906.4
NP_566477.2, NM_112265.5
NP_001322349.1, NM_001334199.1
NP_564846.1, NM_105199.3
NP_175736.2, NM_104207.3
NP_188114.1, NM_112358.4
NP_175998.1, NM_104480.4
NP_178027.1, NM_106557.4
NP_187903.1, NM_112134.3
NP_001326289.1, NM_001338013.1
NP_001326290.1, NM_001338014.1
NP_187900.2, NM_112130.3
NP_565443.1, NM_127447.4
NP_001189957.1, NM_001203028.2
NP_001326261.1, NM_001338327.1
NP_001326262.1, NM_001338328.1
NP_188437.2, NM_112691.4
NP_189020.2, NM_113282.3
NP_188110.1, NM_112354.3
NP_001326485.1, NM_001338039.1
NP_566450.1, NM_112167.3
NP_974279.1, NM_202550.2
NP_187624.1, NM_111848.5
NP_001318453.1, NM_001342600.1
NP_195781.1, NM_120239.3
NP_198523.1, NM_123066.4
NP_566336.1, NM_111723.4
NP_850544.1, NM_180213.2
NP_001319448.1, NM_001337385.1
NP_186869.2, NM_111087.5
NP_197065.1, NM_121565.4
NP_850826.1, NM_180495.2
NP_181626.1, NM_129658.4
NP_001031527.1, NM_001036450.2
NP_001031528.1, NM_001036451.2
NP_001031529.1, NM_001036452.1
NP_001324189.1, NM_001336959.1
NP_565968.1, NM_129783.4
NP_001118488.1, NM_001125016.2
NP_181610.1, NM_129641.4
NP_174355.1, NM_102804.2
NP_181028.2, NM_129035.4
NP_001318340.1, NM_001336442.1
NP_001320939.1, NM_001331491.1
NP_001325055.1, NM_001336443.1
NP_171951.2, NM_100336.3
NP_180886.2, NM_128888.2
NP_001324878.1, NM_001335869.1
NP_001324879.1, NM_001335868.1
NP_179967.3, NM_127950.4
NP_001190171.1, NM_001203242.1
NP_191905.3, NM_116211.3
NP_851024.1, NM_180693.2
NP_190365.3, NM_114649.4
NP_974399.2, NM_202670.3
NP_974400.1, NM_202671.3
NP_190235.1, NM_114518.4
NP_563942.1, NM_101289.5
NP_565293.1, NM_126349.3
NP_001327529.1, NM_001338965.1
NP_001327530.1, NM_001338964.1
NP_566839.1, NM_113787.3
NP_189427.1, NM_113705.4
NP_001325274.1, NM_001335203.1
NP_178474.2, NM_126426.5
NP_001321427.1, NM_001332139.1
NP_172944.1, NM_101360.4
NP_565267.1, NM_126221.4
NP_001190654.1, NM_001203725.1
NP_192112.2, NM_116434.4
NP_567225.1, NM_116455.6
NP_001318588.1, NM_001343522.1
NP_568356.1, NM_121777.3
NP_850840.1, NM_180509.4
NP_001318578.1, NM_001343477.1
NP_186959.2, NM_111179.4
NP_197203.1, NM_121707.3
NP_850835.2, NM_180504.3
NP_850836.2, NM_180505.3
NP_001031887.1, NM_001036810.2
NP_186887.1, NM_111105.3
NP_197088.1, NM_121589.2
NP_197089.1, NM_121590.2
NP_001331631.1, NM_001343267.1
NP_196835.1, NM_121334.3
NP_196901.1, NM_121400.4
NP_001331759.1, NM_001344009.1
NP_001331760.1, NM_001344008.1
NP_001331761.1, NM_001344010.1
NP_198091.2, NM_122621.4
NP_001331598.1, NM_001343454.1
NP_197157.4, NM_121659.5
NP_196820.1, NM_121319.5
NP_001322156.1, NM_001332643.1
NP_001332090.1, NM_001343213.1
NP_192900.1, NM_117232.5
NP_196736.1, NM_121213.3
NP_564213.1, NM_102270.5
NP_001190269.1, NM_001203340.2
NP_568219.1, NM_121023.4
NP_196444.1, NM_120910.3
NP_197711.2, NM_122226.4
NP_191724.1, NM_116030.2
NP_196181.1, NM_120644.3
NP_198963.2, NM_123512.3
NP_173912.1, NM_102352.1
NP_177013.1, NM_105517.2
NP_188547.1, NM_112803.1
NP_194196.1, NM_118598.1
NP_001190723.1, NM_001203794.2
NP_001327897.1, NM_001338655.1
NP_189022.1, NM_113284.3
NP_193139.1, NM_117478.6
NP_193140.1, NM_117479.4
NP_001119047.1, NM_001125575.1
NP_194214.2, NM_118616.5
NP_001119074.1, NM_001125602.1
NP_567811.1, NM_118995.3
NP_001324569.1, NM_001335931.1
NP_180009.2, NM_127994.3
NP_194831.3, NM_119252.4
NP_974646.1, NM_202917.1
NP_001190897.1, NM_001203968.1
NP_001190898.1, NM_001203969.1
NP_001328260.1, NM_001342203.1
NP_195046.3, NM_119474.5
NP_001190924.1, NM_001203995.1
NP_567985.1, NM_119709.1
NP_001190965.1, NM_001204036.1
NP_001320167.1, NM_001342538.1
NP_568058.1, NM_120097.3
NP_200887.1, NM_125472.3
NP_001190521.1, NM_001203592.2
NP_190458.1, NM_114748.3
NP_200037.1, NM_124603.4
NP_568748.1, NM_124475.5
NP_001321512.1, NM_001332121.1
NP_172901.1, NM_101316.3
NP_199781.1, NM_124348.2
NP_188929.1, NM_113189.5
NP_193204.1, NM_117550.5
NP_199191.1, NM_123745.6
NP_001329971.1, NM_001344652.1
NP_187927.1, NM_112161.3
NP_198992.2, NM_123542.3
NP_199411.1, NM_123967.1
NP_001189875.1, NM_001202946.1
NP_001325784.1, NM_001338033.1
NP_187919.1, NM_112151.4
NP_001319312.1, NM_001334139.1
NP_176574.2, NM_105064.4
NP_199050.1, NM_123600.3
NP_199051.1, NM_123601.4
NP_001185401.1, NM_001198472.1
NP_001322472.1, NM_001334683.1
NP_565108.2, NM_106188.3
NP_001321198.1, NM_001333874.1
NP_176207.1, NM_104691.4
NP_566495.1, NM_112355.3
NP_850587.1, NM_180256.2
NP_974316.1, NM_202587.1
NP_001325640.1, NM_001338690.1
NP_001325641.1, NM_001338691.1
NP_566752.1, NM_113364.5
NP_566643.1, NM_112844.4
NP_001030725.1, NM_001035648.1
NP_188549.2, NM_112805.5
NP_566329.1, NM_111694.4
NP_001326989.1, NM_001338677.1
NP_189075.2, NM_113339.4
NP_001119478.1, NM_001126006.1
NP_201035.1, NM_125623.3
NP_001189670.2, NM_001202741.2
NP_001323467.1, NM_001336485.1
NP_001323468.1, NM_001336484.1
NP_180956.2, NM_128960.3
NP_973595.1, NM_201866.2
NP_181812.1, NM_129845.4
NP_001324818.1, NM_001335774.1
NP_179764.4, NM_127742.5
NP_001323636.1, NM_001336582.1
NP_001323637.1, NM_001336581.1
NP_850255.1, NM_179924.2
NP_850407.1, NM_180076.2
NP_190240.1, NM_114523.5
NP_201104.1, NM_125693.3
NP_001326867.1, NM_001339838.1
NP_001326868.1, NM_001339839.1
NP_191264.1, NM_115564.4
NP_850712.1, NM_180381.3
NP_850713.1, NM_180382.1
NP_001326988.1, NM_001340062.1
NP_191650.2, NM_115955.6
NP_190714.2, NM_115005.5
NP_201403.2, NM_125999.3
NP_196519.1, NM_120994.3
NP_201245.1, NM_125836.4
NP_001319234.1, NM_001333674.1
NP_175875.1, NM_104352.4
NP_680266.2, NM_147961.4
NP_851091.1, NM_180760.2
NP_186963.1, NM_111183.4
NP_197218.2, NM_121722.4
NP_001318637.1, NM_001343878.1
NP_197840.1, NM_122360.2
NP_851069.1, NM_180738.3
NP_851070.1, NM_180739.2
NP_001190354.1, NM_001203425.1
NP_001190355.1, NM_001203426.1
NP_568409.1, NM_122123.3
NP_001332299.1, NM_001344034.1
NP_001332300.1, NM_001344033.1
NP_001332301.1, NM_001344036.1
NP_001332302.1, NM_001344035.1
NP_568500.1, NM_122655.4
NP_001331575.1, NM_001342805.1
NP_196143.2, NM_120606.4
NP_195819.1, NM_120277.3
NP_001328935.1, NM_001342417.1
NP_001328936.1, NM_001342416.1
NP_195394.4, NM_119840.7
NP_001031882.1, NM_001036805.2
NP_001078686.1, NM_001085217.1
NP_196948.2, NM_121448.4
NP_198873.2, NM_123421.4
NP_195556.1, NM_120005.4
NP_001329145.1, NM_001341756.1
NP_001329146.1, NM_001341754.1
NP_001329147.1, NM_001341755.1
NP_194290.2, NM_118692.3
NP_001078431.1, NM_001084962.1
NP_001078432.1, NM_001084963.1
NP_001190702.1, NM_001203773.1
NP_001320036.1, NM_001341564.1
NP_192933.2, NM_117266.4
NP_567672.1, NM_118418.4
NP_849423.1, NM_179092.1
NP_001031691.1, NM_001036614.1
NP_001078419.1, NM_001084950.1
NP_193889.1, NM_118278.3
NP_001327796.1, NM_001338621.1
NP_001328258.1, NM_001340935.1
NP_188962.2, NM_113222.5
NP_567431.1, NM_117520.4
NP_849383.1, NM_179052.2
NP_179247.1, NM_127208.2
NP_195200.1, NM_119640.3
NP_568066.1, NM_120130.3
NP_001154796.1, NM_001161324.1
NP_201273.1, NM_125864.3
NP_851270.1, NM_180939.2
NP_001331624.1, NM_001344443.1
NP_199054.1, NM_123604.3
NP_001320813.1, NM_001332171.1
NP_001320814.1, NM_001332170.1
NP_001320815.1, NM_001332172.1
NP_173002.1, NM_101418.3
NP_178144.1, NM_106677.3
NP_172709.2, NM_101119.7
NP_001189738.1, NM_001202809.2
NP_001318410.1, NM_001337017.1
NP_563749.1, NM_100461.6
NP_001185246.1, NM_001198317.1
NP_175986.2, NM_104467.5
NP_175547.1, NM_104014.4
NP_180725.1, NM_128724.4
NP_177947.3, NM_106473.6
NP_001117499.2, NM_001124027.2
NP_564694.2, NM_104429.4
NP_001322998.1, NM_001333239.1
NP_001322999.1, NM_001333240.1
NP_001323000.1, NM_001333241.1
NP_001323316.1, NM_001333132.1
NP_001323317.1, NM_001333131.1
NP_001323318.1, NM_001333133.1
NP_174750.4, NM_103214.5
NP_174751.2, NM_103215.5
NP_175121.2, NM_103581.5
NP_001077515.1, NM_001084046.1
NP_563891.1, NM_101021.4
NP_176239.1, NM_104723.2
NP_001324223.1, NM_001336530.1
NP_181029.1, NM_129036.2
NP_564359.1, NM_102802.2
NP_001185417.1, NM_001198488.2
NP_177845.1, NM_106370.5
NP_174610.2, NM_103069.4
NP_176183.1, NM_104667.3
NP_176363.1, NM_104852.4
NP_849640.1, NM_179309.3
NP_001322147.1, NM_001334979.1
NP_001322148.1, NM_001334980.1
NP_001322149.1, NM_001334981.1
NP_178152.1, NM_106685.5
NP_001319351.1, NM_001334391.1
NP_001320691.1, NM_001334392.1
NP_176963.2, NM_105466.3
NP_001184957.1, NM_001198028.1
NP_172575.2, NM_100981.4
NP_176308.2, NM_104794.3
NP_193246.2, NM_117599.3
NP_195171.2, NM_119610.4
NP_001319609.1, NM_001338535.1
NP_001328576.1, NM_001341067.1
NP_188783.2, NM_113041.4
NP_193299.3, NM_117655.4
NP_001077721.1, NM_001084252.1
NP_001319543.1, NM_001338069.1
NP_001325426.1, NM_001338070.1
NP_001325427.1, NM_001338072.1
NP_001325428.1, NM_001338071.1
NP_001325429.1, NM_001338073.1
NP_175910.2, NM_104387.4
NP_566463.1, NM_112224.4
NP_001031546.1, NM_001036469.2
NP_001031547.1, NM_001036470.1
NP_566060.1, NM_130162.4
NP_850443.1, NM_180112.3
NP_181360.1, NM_129382.3
NP_195758.1, NM_120216.4
NP_565719.1, NM_128676.5
NP_565656.1, NM_128327.5
NP_001078531.1, NM_001085062.1
NP_180343.1, NM_128334.1
NP_196140.1, NM_120603.3
NP_001326078.1, NM_001340219.1
NP_191909.1, NM_116215.4
NP_850743.1, NM_180412.2
NP_001326922.1, NM_001339941.1
NP_001326923.1, NM_001339940.1
NP_191442.2, NM_115745.4
NP_191432.1, NM_115735.5
NP_001190086.1, NM_001203157.1
NP_001319745.1, NM_001339664.1
NP_851016.1, NM_180685.3
NP_565300.1, NM_126386.3
NP_001190158.1, NM_001203229.1
NP_191760.2, NM_116066.4
NP_191427.1, NM_115730.4
NP_565981.1, NM_129829.4
NP_567012.1, NM_115357.4
NP_567013.1, NM_115358.5
NP_190839.1, NM_115131.4
NP_565838.1, NM_129180.2
NP_001331205.1, NM_001343332.1
NP_189224.1, NM_113499.2
NP_001190345.1, NM_001203416.1
NP_197514.2, NM_122021.3
NP_001078597.1, NM_001085128.2
NP_566194.1, NM_111185.4
NP_001189871.1, NM_001202942.1
NP_001327651.1, NM_001337994.1
NP_187858.1, NM_112087.3
NP_196859.1, NM_121358.3
NP_196397.1, NM_120862.4
NP_200937.1, NM_125522.4
NP_001318602.1, NM_001343618.1
NP_001190610.1, NM_001203681.1
NP_196488.1, NM_120962.3
NP_568980.1, NM_125783.4
NP_001332181.1, NM_001343015.1
NP_196467.1, NM_120935.4
NP_680213.1, NM_147908.4
NP_001332170.1, NM_001342782.1
NP_196082.2, NM_120544.3
NP_974731.1, NM_203002.4
NP_001154281.1, NM_001160809.2
NP_194988.2, NM_119414.4
NP_001329354.1, NM_001342508.1
NP_195572.2, NM_120021.2
NP_849567.2, NM_179236.3
NP_001118375.1, NM_001124903.1
NP_001189587.1, NM_001202658.1
NP_001328632.1, NM_001342046.1
NP_179997.1, NM_127981.4
NP_194820.1, NM_119238.5
NP_194821.1, NM_119239.3
NP_001190941.1, NM_001204012.2
NP_568013.1, NM_119865.4
NP_001318870.1, NM_001345599.1
NP_196478.2, NM_120948.4
NP_196479.1, NM_120949.4
NP_201168.3, NM_125758.3
NP_198410.1, NM_122951.1
NP_201116.1, NM_125705.4
NP_001119462.1, NM_001125990.2
NP_200807.1, NM_125392.3
NP_001332179.1, NM_001344463.1
NP_001332180.1, NM_001344462.1
NP_199088.1, NM_123638.5
NP_001332016.1, NM_001344472.1
NP_190572.1, NM_114863.2
NP_199126.1, NM_123678.1
NP_196568.2, NM_121044.3
NP_569007.1, NM_125916.3
NP_974996.1, NM_203267.2
NP_200057.1, NM_124623.4
NP_001119396.1, NM_001125924.2
NP_001154769.1, NM_001161297.1
NP_199635.2, NM_124199.5
NP_001328530.1, NM_001341194.1
NP_193452.1, NM_117823.4
NP_199588.1, NM_124151.3
NP_180858.1, NM_128859.3
NP_001190744.1, NM_001203815.1
NP_181112.1, NM_129124.4
NP_567513.4, NM_117778.8
NP_001117518.1, NM_001124046.2
NP_176259.2, NM_104743.3
NP_001322081.1, NM_001334471.1
NP_001322082.1, NM_001334472.1
NP_001322083.1, NM_001334473.1
NP_001322084.1, NM_001334474.1
NP_001322085.1, NM_001334475.1
NP_001322086.1, NM_001334470.1
NP_177220.2, NM_105731.4
NP_001321648.1, NM_001334526.1
NP_177383.5, NM_105898.7
NP_001320881.1, NM_001334829.1
NP_177974.1, NM_106500.3
NP_001030714.1, NM_001035637.1
NP_566566.1, NM_112585.3
NP_001189833.1, NM_001202904.2
NP_001326096.1, NM_001337680.1
NP_001326097.1, NM_001337681.1
NP_001326098.1, NM_001337679.1
NP_187344.5, NM_111568.5
NP_001078134.1, NM_001084665.1
NP_566385.1, NM_111934.4
NP_974277.1, NM_202548.1
NP_179503.1, NM_127470.4
NP_001326641.1, NM_001337771.1
NP_001326642.1, NM_001337772.1
NP_187492.2, NM_111714.4
NP_001030630.1, NM_001035553.2
NP_566222.1, NM_111284.3
NP_181441.3, NM_129465.5
NP_180594.2, NM_128588.5
NP_850142.2, NM_179811.3
NP_001318769.1, NM_001344850.1
NP_001332620.1, NM_001344851.1
NP_199769.1, NM_124336.2
NP_001323845.1, NM_001336368.1
NP_565734.1, NM_128764.4
NP_001189634.1, NM_001202705.1
NP_001325132.1, NM_001336219.1
NP_180524.1, NM_128517.4
NP_850135.1, NM_179804.3
NP_565663.1, NM_128351.3
