protein, rna
XP_019076778.1, XM_019221233.1
XP_002285444.1, XM_002285408.3
XP_002270438.1, XM_002270402.3
XP_002276566.1, XM_002276530.4
XP_002278804.1, XM_002278768.3
XP_002279837.2, XM_002279801.4
XP_002274870.2, XM_002274834.4
XP_003635085.1, XM_003635037.3
XP_010664258.1, XM_010665956.1
XP_019079682.1, XM_019224137.1
XP_002266518.2, XM_002266482.4
XP_010657010.1, XM_010658708.2
XP_010657011.1, XM_010658709.2
XP_019073819.1, XM_019218274.1
XP_019073820.1, XM_019218275.1
XP_019073821.1, XM_019218276.1
XP_010652435.1, XM_010654133.2
XP_002284022.1, XM_002283986.3
XP_010653681.1, XM_010655379.2
XP_002269952.1, XM_002269916.4
XP_010664564.1, XM_010666262.1
XP_010659345.1, XM_010661043.2
XP_002281830.3, XM_002281794.4
XP_002275396.1, XM_002275360.3
XP_002281646.1, XM_002281610.4
XP_002283758.2, XM_002283722.4
XP_002273754.1, XM_002273718.4
XP_002273433.1, XM_002273397.4
XP_003635574.2, XM_003635526.2
XP_002276880.1, XM_002276844.3
XP_019072644.1, XM_019217099.1
XP_010654769.1, XM_010656467.2
XP_010654770.1, XM_010656468.2
XP_019077547.1, XM_019222002.1
XP_002277341.1, XM_002277305.4
XP_010662077.1, XM_010663775.2
XP_002275810.1, XM_002275774.3
XP_002285552.1, XM_002285516.3
XP_010648016.1, XM_010649714.2
XP_002285110.1, XM_002285074.4
XP_002274321.2, XM_002274285.4
XP_002281623.1, XM_002281587.3
XP_002273037.1, XM_002273001.3
XP_010650925.1, XM_010652623.2
XP_002280558.1, XM_002280522.4
XP_002275029.3, XM_002274993.3
XP_010647590.1, XM_010649288.1
XP_010656983.1, XM_010658681.2
XP_002283650.1, XM_002283614.4
XP_010650046.1, XM_010651744.2
XP_002278075.3, XM_002278039.4
XP_002281680.1, XM_002281644.4
XP_010665090.1, XM_010666788.2
XP_002264133.2, XM_002264097.4
XP_010653300.1, XM_010654998.2
XP_019075918.1, XM_019220373.1
XP_019075919.1, XM_019220374.1
XP_019072767.1, XM_019217222.1
XP_002270818.1, XM_002270782.4
XP_002273762.2, XM_002273726.4
XP_002274904.1, XM_002274868.4
XP_002275686.2, XM_002275650.4
XP_002282888.1, XM_002282852.4
XP_002278494.1, XM_002278458.3
XP_002282614.1, XM_002282578.3
XP_010647894.1, XM_010649592.2
XP_002266000.2, XM_002265964.3
XP_002275709.1, XM_002275673.3
XP_002279952.1, XM_002279916.3
XP_002269090.1, XM_002269054.4
XP_002278252.1, XM_002278216.4
XP_010656786.1, XM_010658484.2
XP_010656789.1, XM_010658487.2
XP_002268926.1, XM_002268890.4
XP_010658711.1, XM_010660409.2
XP_010658712.1, XM_010660410.2
XP_010658713.1, XM_010660411.2
XP_010658714.1, XM_010660412.2
XP_019080091.1, XM_019224546.1
XP_019080092.1, XM_019224547.1
XP_019080093.1, XM_019224548.1
XP_019080094.1, XM_019224549.1
XP_019080095.1, XM_019224550.1
XP_019080096.1, XM_019224551.1
XP_010652856.1, XM_010654554.2
XP_010652857.1, XM_010654555.2
XP_010652858.1, XM_010654556.2
XP_002278350.1, XM_002278314.3
XP_002283874.2, XM_002283838.3
XP_002281501.1, XM_002281465.3
XP_010660985.1, XM_010662683.2
XP_002278566.1, XM_002278530.4
XP_010663609.1, XM_010665307.2
NP_001268034.1, NM_001281105.1
XP_002275563.1, XM_002275527.3
XP_010649034.1, XM_010650732.2
XP_002283941.1, XM_002283905.4
XP_010656386.1, XM_010658084.2
XP_002284469.1, XM_002284433.4
XP_002276525.1, XM_002276489.3
XP_002277672.1, XM_002277636.4
XP_010645885.1, XM_010647583.2
XP_002267090.1, XM_002267054.4
XP_002281209.1, XM_002281173.4
XP_002282242.2, XM_002282206.3
XP_002277006.1, XM_002276970.3
XP_002278521.1, XM_002278485.4
XP_002268541.2, XM_002268505.4
XP_010652998.1, XM_010654696.2
XP_010652999.1, XM_010654697.2
XP_010660166.1, XM_010661864.2
XP_010660167.1, XM_010661865.2
XP_010660168.1, XM_010661866.2
XP_010660169.1, XM_010661867.2
XP_002268144.1, XM_002268108.3
XP_002282375.1, XM_002282339.4
XP_002285599.1, XM_002285563.4
XP_010644086.1, XM_010645784.2
XP_002269951.1, XM_002269915.4
XP_002262987.1, XM_002262951.3
XP_010654305.1, XM_010656003.2
XP_010654306.1, XM_010656004.2
XP_019077316.1, XM_019221771.1
XP_002282424.1, XM_002282388.3
XP_002268156.2, XM_002268120.4
XP_002282694.1, XM_002282658.3
XP_010650049.1, XM_010651747.2
XP_010653773.1, XM_010655471.2
XP_019077332.1, XM_019221787.1
XP_019074079.1, XM_019218534.1
XP_010646634.1, XM_010648332.1
XP_010647428.1, XM_010649126.2
XP_002279517.3, XM_002279481.4
XP_010662621.1, XM_010664319.2
XP_002280003.2, XM_002279967.4
XP_002274346.1, XM_002274310.3
XP_019081784.1, XM_019226239.1
XP_002279347.1, XM_002279311.4
XP_002274080.2, XM_002274044.3
XP_019072419.1, XM_019216874.1
XP_002283657.2, XM_002283621.4
XP_010664047.1, XM_010665745.2
XP_019072017.1, XM_019216472.1
XP_002273771.2, XM_002273735.3
XP_010649910.1, XM_010651608.2
XP_010649921.1, XM_010651619.2
XP_010649924.1, XM_010651622.2
XP_002281319.1, XM_002281283.3
XP_002271912.1, XM_002271876.3
XP_010654423.1, XM_010656121.2
XP_019076987.1, XM_019221442.1
XP_002274609.1, XM_002274573.3
XP_002282496.1, XM_002282460.4
XP_002267035.1, XM_002266999.4
XP_002264164.1, XM_002264128.3
XP_002280154.1, XM_002280118.3
XP_002272955.2, XM_002272919.4
XP_002284886.1, XM_002284850.3
XP_002285437.1, XM_002285401.3
XP_010647789.1, XM_010649487.2
XP_002264297.1, XM_002264261.3
XP_002274240.1, XM_002274204.3
XP_002279091.1, XM_002279055.4
XP_002275653.1, XM_002275617.3
XP_019076020.1, XM_019220475.1
XP_002277232.1, XM_002277196.4
XP_010654215.1, XM_010655913.2
XP_002284099.1, XM_002284063.4
XP_002275292.1, XM_002275256.3
XP_002281879.1, XM_002281843.4
XP_010660563.1, XM_010662261.2
XP_010660564.1, XM_010662262.2
XP_019080884.1, XM_019225339.1
XP_019080885.1, XM_019225340.1
XP_019080886.1, XM_019225341.1
XP_002285492.1, XM_002285456.4
XP_010648709.1, XM_010650407.2
XP_010648710.1, XM_010650408.2
XP_002266106.1, XM_002266070.4
XP_019080862.1, XM_019225317.1
XP_002267996.1, XM_002267960.3
XP_002281629.1, XM_002281593.4
XP_002272359.1, XM_002272323.3
XP_002268591.1, XM_002268555.3
XP_010662728.1, XM_010664426.2
XP_002267181.1, XM_002267145.4
XP_019081897.1, XM_019226352.1
XP_002276082.1, XM_002276046.3
XP_002281600.1, XM_002281564.4
XP_002285722.1, XM_002285686.3
XP_002281574.1, XM_002281538.4
XP_002268036.2, XM_002268000.3
XP_010662981.1, XM_010664679.1
XP_002264154.1, XM_002264118.4
XP_002268426.2, XM_002268390.4
XP_002273835.2, XM_002273799.4
XP_002267156.1, XM_002267120.3
XP_002280983.1, XM_002280947.4
XP_002272270.1, XM_002272234.4
XP_010658560.1, XM_010660258.2
XP_019071900.1, XM_019216355.1
XP_019081606.1, XM_019226061.1
XP_010647545.1, XM_010649243.2
XP_002276645.1, XM_002276609.4
XP_002264418.1, XM_002264382.4
XP_002267093.1, XM_002267057.4
XP_003634317.1, XM_003634269.2
XP_002266143.1, XM_002266107.3
XP_010657514.1, XM_010659212.2
XP_010649747.1, XM_010651445.2
XP_010649748.1, XM_010651446.2
XP_002275510.1, XM_002275474.4
XP_002284444.1, XM_002284408.4
XP_002271258.1, XM_002271222.3
XP_010651147.1, XM_010652845.2
XP_010651150.1, XM_010652848.2
XP_010651151.1, XM_010652849.2
XP_002283797.1, XM_002283761.3
XP_019079328.1, XM_019223783.1
XP_019079405.1, XM_019223860.1
XP_002265708.1, XM_002265672.4
XP_010648961.1, XM_010650659.2
XP_002283211.1, XM_002283175.4
XP_010644312.1, XM_010646010.2
XP_002277634.1, XM_002277598.3
XP_002280271.1, XM_002280235.3
XP_002276796.2, XM_002276760.4
XP_019076147.1, XM_019220602.1
XP_019076024.1, XM_019220479.1
XP_002281957.1, XM_002281921.3
NP_001268195.1, NM_001281266.1
XP_002266733.1, XM_002266697.4
XP_003634305.1, XM_003634257.3
XP_002276931.1, XM_002276895.3
XP_002279451.1, XM_002279415.3
XP_010659640.1, XM_010661338.2
XP_002271369.1, XM_002271333.4
XP_002271479.1, XM_002271443.4
XP_002281331.1, XM_002281295.3
XP_003635591.1, XM_003635543.3
XP_003635595.1, XM_003635547.3
XP_002266562.2, XM_002266526.4
XP_010664229.1, XM_010665927.2
XP_002285930.1, XM_002285894.4
XP_002264073.1, XM_002264037.3
XP_019077955.1, XM_019222410.1
XP_002265574.1, XM_002265538.4
XP_002278852.2, XM_002278816.4
XP_002270763.1, XM_002270727.4
XP_002266165.1, XM_002266129.4
XP_002266207.1, XM_002266171.4
XP_002275769.1, XM_002275733.3
XP_002275793.1, XM_002275757.4
XP_002276763.1, XM_002276727.4
XP_019076968.1, XM_019221423.1
XP_019076969.1, XM_019221424.1
XP_010646432.1, XM_010648130.2
XP_010646433.1, XM_010648131.2
XP_019074024.1, XM_019218479.1
XP_002267566.1, XM_002267530.4
XP_002277796.1, XM_002277760.4
XP_002282397.1, XM_002282361.4
XP_002283483.1, XM_002283447.3
XP_019080376.1, XM_019224831.1
XP_010651244.1, XM_010652942.2
XP_019076316.1, XM_019220771.1
XP_002274268.1, XM_002274232.4
XP_010652358.1, XM_010654056.2
XP_002271864.1, XM_002271828.3
XP_002269817.1, XM_002269781.3
XP_010658868.1, XM_010660566.2
XP_010658869.1, XM_010660567.2
XP_010658870.1, XM_010660568.2
XP_002282603.1, XM_002282567.4
XP_002274385.2, XM_002274349.4
NP_001268014.1, NM_001281085.1
XP_002271873.1, XM_002271837.4
XP_019078249.1, XM_019222704.1
XP_002265195.1, XM_002265159.4
XP_002266399.1, XM_002266363.3
XP_002284200.1, XM_002284164.4
XP_002285291.1, XM_002285255.3
XP_002267697.3, XM_002267661.4
XP_002277021.2, XM_002276985.3
XP_002281571.1, XM_002281535.4
XP_002280158.1, XM_002280122.4
XP_002277989.1, XM_002277953.4
XP_003635017.1, XM_003634969.3
XP_002281713.1, XM_002281677.4
XP_010652442.1, XM_010654140.2
XP_010652443.1, XM_010654141.2
XP_002282373.1, XM_002282337.3
XP_002283197.1, XM_002283161.4
XP_002283156.1, XM_002283120.4
XP_002264149.1, XM_002264113.3
XP_019074513.1, XM_019218968.1
XP_002269030.1, XM_002268994.4
XP_002285829.1, XM_002285793.3
XP_002279622.1, XM_002279586.3
XP_002271498.1, XM_002271462.4
XP_002276623.1, XM_002276587.4
XP_002277330.1, XM_002277294.3
XP_002266723.2, XM_002266687.4
XP_010657892.1, XM_010659590.2
XP_002269725.2, XM_002269689.4
XP_019073080.1, XM_019217535.1
XP_002270564.1, XM_002270528.3
XP_002276662.1, XM_002276626.4
XP_002266655.1, XM_002266619.3
XP_010662382.1, XM_010664080.2
XP_002273888.1, XM_002273852.3
XP_010650673.1, XM_010652371.2
XP_002262923.1, XM_002262887.3
XP_010665471.1, XM_010667169.2
XP_002280797.1, XM_002280761.3
XP_002285006.1, XM_002284970.4
XP_002285369.1, XM_002285333.4
XP_002264430.1, XM_002264394.3
XP_003632376.2, XM_003632328.3
XP_003632775.1, XM_003632727.3
XP_002284857.1, XM_002284821.3
XP_019075979.1, XM_019220434.1
XP_010657251.1, XM_010658949.2
XP_019079081.1, XM_019223536.1
XP_019080210.1, XM_019224665.1
XP_019080211.1, XM_019224666.1
XP_002274437.1, XM_002274401.4
XP_002264896.1, XM_002264860.2
XP_002276440.3, XM_002276404.4
XP_002273627.2, XM_002273591.4
XP_010650687.1, XM_010652385.2
XP_002267076.1, XM_002267040.3
XP_002280182.1, XM_002280146.4
XP_010661655.1, XM_010663353.1
XP_002283328.2, XM_002283292.4
XP_010651005.1, XM_010652703.2
XP_002283996.1, XM_002283960.4
XP_010653679.1, XM_010655377.2
XP_010653680.1, XM_010655378.2
XP_002267245.1, XM_002267209.3
XP_002270977.1, XM_002270941.3
XP_019079301.1, XM_019223756.1
XP_002272729.1, XM_002272693.4
XP_010651628.1, XM_010653326.2
XP_010659441.1, XM_010661139.2
XP_010661901.1, XM_010663599.2
XP_002264980.2, XM_002264944.4
XP_002281987.1, XM_002281951.4
XP_010658764.1, XM_010660462.2
XP_002285856.1, XM_002285820.3
XP_010648467.1, XM_010650165.2
XP_002282271.1, XM_002282235.3
XP_010648358.1, XM_010650056.2
XP_010652827.1, XM_010654525.2
XP_010650116.1, XM_010651814.2
XP_010664345.1, XM_010666043.2
XP_019073668.1, XM_019218123.1
XP_019074270.1, XM_019218725.1
XP_002272405.1, XM_002272369.3
XP_010647554.1, XM_010649252.2
XP_010664169.1, XM_010665867.2
XP_002272347.2, XM_002272311.3
XP_002276349.2, XM_002276313.4
XP_010649222.1, XM_010650920.2
XP_002276527.1, XM_002276491.4
XP_010663078.1, XM_010664776.2
XP_010649722.1, XM_010651420.2
XP_002281045.1, XM_002281009.4
XP_019075787.1, XM_019220242.1
XP_019075788.1, XM_019220243.1
XP_002273979.2, XM_002273943.2
XP_010647036.1, XM_010648734.2
XP_002268544.1, XM_002268508.3
XP_002271105.1, XM_002271069.3
XP_010663694.1, XM_010665392.2
XP_010663695.1, XM_010665393.2
XP_019082045.1, XM_019226500.1
XP_019082046.1, XM_019226501.1
XP_010659952.1, XM_010661650.2
XP_002274480.2, XM_002274444.4
XP_002280733.1, XM_002280697.3
XP_010652350.1, XM_010654048.2
XP_002285098.1, XM_002285062.3
XP_002266257.2, XM_002266221.4
XP_010660227.1, XM_010661925.2
XP_002278425.1, XM_002278389.3
XP_002283981.1, XM_002283945.3
XP_002266330.2, XM_002266294.4
XP_002271187.2, XM_002271151.3
XP_019080215.1, XM_019224670.1
XP_002276169.2, XM_002276133.3
XP_002274681.2, XM_002274645.4
XP_002278782.2, XM_002278746.3
XP_010652106.1, XM_010653804.2
XP_002265128.1, XM_002265092.3
XP_010664778.1, XM_010666476.2
XP_010665015.2, XM_010666713.2
XP_002282036.1, XM_002282000.4
XP_002272266.1, XM_002272230.3
XP_002279382.2, XM_002279346.4
XP_002285928.2, XM_002285892.3
XP_010664088.1, XM_010665786.1
XP_002276294.1, XM_002276258.3
XP_002281955.1, XM_002281919.3
XP_002285192.1, XM_002285156.3
XP_002265279.1, XM_002265243.4
XP_010645678.1, XM_010647376.2
XP_010645679.1, XM_010647377.2
XP_010645680.1, XM_010647378.2
XP_002281969.1, XM_002281933.3
XP_019074619.1, XM_019219074.1
XP_019074621.1, XM_019219076.1
XP_019074622.1, XM_019219077.1
XP_002280309.1, XM_002280273.4
XP_010644315.1, XM_010646013.2
XP_002267930.1, XM_002267894.3
XP_002282834.1, XM_002282798.4
XP_002268712.1, XM_002268676.4
XP_019076785.1, XM_019221240.1
XP_002264879.2, XM_002264843.4
XP_019078348.1, XM_019222803.1
XP_002265088.1, XM_002265052.3
XP_002264472.1, XM_002264436.3
XP_002274723.1, XM_002274687.4
XP_002277999.1, XM_002277963.3
XP_002279141.2, XM_002279105.4
XP_002271345.3, XM_002271309.4
XP_002274148.2, XM_002274112.3
XP_002280055.3, XM_002280019.4
XP_002273746.1, XM_002273710.4
XP_002265964.3, XM_002265928.4
XP_002282636.1, XM_002282600.3
XP_002279879.1, XM_002279843.3
XP_002276135.1, XM_002276099.4
XP_010653969.1, XM_010655667.2
XP_002275521.1, XM_002275485.4
XP_010646328.1, XM_010648026.2
XP_010646329.1, XM_010648027.2
XP_019073648.1, XM_019218103.1
XP_002275221.1, XM_002275185.3
XP_002270073.1, XM_002270037.4
XP_002275489.2, XM_002275453.3
XP_003631363.1, XM_003631315.3
XP_002270666.1, XM_002270630.4
XP_002270903.1, XM_002270867.4
XP_002265831.2, XM_002265795.4
XP_010655359.1, XM_010657057.2
XP_010651763.1, XM_010653461.2
XP_002283479.1, XM_002283443.3
XP_002277483.1, XM_002277447.3
XP_002275794.1, XM_002275758.4
XP_019076983.1, XM_019221438.1
XP_002279174.2, XM_002279138.4
XP_010649844.1, XM_010651542.2
XP_002275431.1, XM_002275395.4
XP_002277919.1, XM_002277883.4
XP_002268248.1, XM_002268212.4
XP_002280723.1, XM_002280687.3
XP_002272414.3, XM_002272378.3
XP_010662272.1, XM_010663970.2
XP_002277142.1, XM_002277106.4
XP_010644504.1, XM_010646202.2
XP_002284636.1, XM_002284600.4
XP_002264013.3, XM_002263977.4
XP_010652596.1, XM_010654294.2
XP_010652597.1, XM_010654295.2
XP_010652598.1, XM_010654296.2
XP_019076654.1, XM_019221109.1
XP_002277167.1, XM_002277131.3
XP_002284664.1, XM_002284628.3
XP_002263021.1, XM_002262985.3
XP_002283144.1, XM_002283108.4
XP_019072918.1, XM_019217373.1
XP_010645147.1, XM_010646845.2
XP_010645148.1, XM_010646846.2
XP_010645149.1, XM_010646847.2
XP_010645150.1, XM_010646848.2
XP_002278325.1, XM_002278289.3
XP_010658390.1, XM_010660088.2
XP_002279563.1, XM_002279527.3
XP_002274144.1, XM_002274108.4
XP_010654449.1, XM_010656147.2
XP_010647749.1, XM_010649447.2
XP_002285480.1, XM_002285444.3
XP_003634662.1, XM_003634614.3
XP_002276959.1, XM_002276923.3
XP_002269091.1, XM_002269055.3
XP_002278668.2, XM_002278632.4
XP_010660541.1, XM_010662239.2
XP_002285577.1, XM_002285541.3
XP_002282229.1, XM_002282193.4
XP_010647688.1, XM_010649386.2
XP_010647689.1, XM_010649387.2
XP_002278051.2, XM_002278015.3
XP_002266606.1, XM_002266570.3
XP_002271766.2, XM_002271730.4
XP_010652128.1, XM_010653826.2
XP_002275895.1, XM_002275859.3
XP_002269253.1, XM_002269217.4
XP_002282944.1, XM_002282908.4
XP_010664205.1, XM_010665903.2
XP_002280288.1, XM_002280252.4
XP_003631604.1, XM_003631556.3
XP_003635131.1, XM_003635083.3
XP_010662296.1, XM_010663994.2
XP_010654225.1, XM_010655923.2
XP_010654226.1, XM_010655924.2
XP_010663058.1, XM_010664756.2
XP_019082236.1, XM_019226691.1
XP_002273021.2, XM_002272985.4
XP_019080854.1, XM_019225309.1
XP_010649544.1, XM_010651242.2
XP_002273666.1, XM_002273630.3
XP_010654211.1, XM_010655909.2
XP_002275839.1, XM_002275803.3
XP_002268799.1, XM_002268763.4
XP_002282991.1, XM_002282955.4
XP_002276882.1, XM_002276846.3
XP_010661902.1, XM_010663600.2
XP_010661903.1, XM_010663601.2
XP_002285735.1, XM_002285699.4
XP_010664354.1, XM_010666052.2
XP_010664355.1, XM_010666053.2
XP_010659321.1, XM_010661019.2
XP_002270444.1, XM_002270408.3
XP_010644751.1, XM_010646449.2
XP_010654285.1, XM_010655983.2
XP_002265211.1, XM_002265175.3
XP_019075523.1, XM_019219978.1
XP_002280615.1, XM_002280579.3
XP_010656252.1, XM_010657950.2
XP_010656253.1, XM_010657951.2
XP_002276037.1, XM_002276001.4
XP_010656196.1, XM_010657894.2
XP_002268351.1, XM_002268315.3
XP_010648143.1, XM_010649841.2
XP_010648144.1, XM_010649842.2
XP_002283742.1, XM_002283706.4
XP_010663742.1, XM_010665440.2
XP_003631808.1, XM_003631760.3
XP_003632762.1, XM_003632714.3
XP_002277775.1, XM_002277739.4
XP_010664784.1, XM_010666482.2
XP_010664785.1, XM_010666483.2
XP_010664786.1, XM_010666484.2
XP_010648046.1, XM_010649744.2
XP_010662770.1, XM_010664468.2
XP_019081721.1, XM_019226176.1
XP_019081722.1, XM_019226177.1
XP_019081723.1, XM_019226178.1
XP_002281058.2, XM_002281022.3
XP_002284446.2, XM_002284410.4
XP_019072317.1, XM_019216772.1
XP_019072318.1, XM_019216773.1
XP_002265726.2, XM_002265690.4
XP_002279229.1, XM_002279193.3
XP_002283628.2, XM_002283592.4
XP_010654618.1, XM_010656316.2
XP_002269909.1, XM_002269873.4
XP_002267943.1, XM_002267907.3
XP_010663810.1, XM_010665508.2
XP_002276998.1, XM_002276962.4
XP_002278544.1, XM_002278508.4
XP_019080047.1, XM_019224502.1
XP_019080050.1, XM_019224505.1
XP_002285654.1, XM_002285618.4
XP_002265768.1, XM_002265732.3
XP_002265080.1, XM_002265044.4
XP_010656483.2, XM_010658181.2
XP_002284827.1, XM_002284791.3
XP_002282908.1, XM_002282872.4
XP_002284567.1, XM_002284531.3
XP_019071835.1, XM_019216290.1
XP_019072151.1, XM_019216606.1
XP_002269554.1, XM_002269518.3
XP_002265884.2, XM_002265848.3
XP_002275968.1, XM_002275932.3
XP_002276422.1, XM_002276386.3
XP_002285381.1, XM_002285345.3
XP_002282785.1, XM_002282749.4
XP_002274365.1, XM_002274329.4
XP_003634785.2, XM_003634737.3
XP_010645038.1, XM_010646736.2
XP_019075459.1, XM_019219914.1
XP_019075462.1, XM_019219917.1
XP_019075466.1, XM_019219921.1
XP_002281294.1, XM_002281258.3
XP_003634021.1, XM_003633973.3
XP_002279434.1, XM_002279398.4
XP_010647125.2, XM_010648823.2
XP_002270292.2, XM_002270256.4
XP_002267979.1, XM_002267943.4
XP_019073981.1, XM_019218436.1
XP_002272147.1, XM_002272111.4
XP_003632010.1, XM_003631962.3
XP_002277396.2, XM_002277360.4
XP_003632451.1, XM_003632403.3
XP_003632452.1, XM_003632404.3
XP_010652621.1, XM_010654319.2
XP_010663603.1, XM_010665301.2
XP_010663604.1, XM_010665302.2
XP_002267512.1, XM_002267476.4
XP_010644988.1, XM_010646686.2
XP_002273696.1, XM_002273660.3
XP_002281063.2, XM_002281027.4
XP_019080770.1, XM_019225225.1
XP_019080771.1, XM_019225226.1
XP_019080772.1, XM_019225227.1
XP_002266567.1, XM_002266531.3
XP_002283428.1, XM_002283392.3
XP_002275288.1, XM_002275252.3
XP_002284053.1, XM_002284017.4
XP_002278608.2, XM_002278572.4
XP_010650825.2, XM_010652523.2
XP_002274528.1, XM_002274492.3
XP_002278026.1, XM_002277990.4
XP_002263610.1, XM_002263574.3
XP_010661941.1, XM_010663639.2
XP_010661943.1, XM_010663641.2
XP_019081236.1, XM_019225691.1
XP_002279275.1, XM_002279239.3
XP_019078802.1, XM_019223257.1
XP_002284533.1, XM_002284497.4
XP_002275262.1, XM_002275226.3
XP_002265055.1, XM_002265019.4
XP_002280661.1, XM_002280625.2
XP_002283006.1, XM_002282970.3
XP_002283051.2, XM_002283015.4
XP_002276483.1, XM_002276447.3
XP_002282269.1, XM_002282233.3
XP_002283913.1, XM_002283877.4
XP_010663055.1, XM_010664753.2
XP_002273260.1, XM_002273224.4
XP_002282538.1, XM_002282502.3
XP_002277525.1, XM_002277489.3
XP_002263200.2, XM_002263164.4
XP_002277898.2, XM_002277862.3
XP_002276362.1, XM_002276326.3
XP_002266457.1, XM_002266421.4
XP_010661725.1, XM_010663423.2
XP_002266105.1, XM_002266069.4
XP_019080234.1, XM_019224689.1
XP_002284766.1, XM_002284730.4
XP_002285573.1, XM_002285537.4
XP_002266163.1, XM_002266127.2
XP_002283440.1, XM_002283404.4
XP_019077870.1, XM_019222325.1
XP_002265595.2, XM_002265559.3
XP_019075087.1, XM_019219542.1
XP_010644049.1, XM_010645747.2
XP_010644050.1, XM_010645748.2
XP_002271379.3, XM_002271343.4
XP_002281130.1, XM_002281094.4
XP_019072690.1, XM_019217145.1
XP_002282668.1, XM_002282632.2
XP_003631913.1, XM_003631865.3
XP_002263475.3, XM_002263439.3
XP_010653101.1, XM_010654799.2
NP_001268202.1, NM_001281273.1
XP_002270219.3, XM_002270183.4
XP_003633115.1, XM_003633067.3
XP_002267870.2, XM_002267834.4
XP_002285668.1, XM_002285632.2
XP_002279072.1, XM_002279036.4
XP_002263153.1, XM_002263117.3
XP_010646896.1, XM_010648594.2
XP_010646908.1, XM_010648606.2
XP_019073950.1, XM_019218405.1
XP_003632369.1, XM_003632321.3
XP_010652502.1, XM_010654200.2
XP_002280727.1, XM_002280691.4
XP_010644644.1, XM_010646342.2
XP_002285606.1, XM_002285570.4
XP_010651283.1, XM_010652981.2
XP_019075842.1, XM_019220297.1
XP_019075843.1, XM_019220298.1
XP_019075844.1, XM_019220299.1
XP_002275626.1, XM_002275590.3
XP_019079285.1, XM_019223740.1
XP_002279705.1, XM_002279669.3
XP_010653540.1, XM_010655238.2
XP_002269631.1, XM_002269595.3
XP_010654407.1, XM_010656105.2
XP_010654408.1, XM_010656106.2
XP_002282933.1, XM_002282897.4
XP_010658473.1, XM_010660171.2
XP_002270394.1, XM_002270358.4
XP_010653979.1, XM_010655677.2
XP_002283529.1, XM_002283493.4
XP_002281842.1, XM_002281806.3
XP_002284885.1, XM_002284849.3
XP_010653308.1, XM_010655006.2
XP_002282568.1, XM_002282532.4
XP_003633767.1, XM_003633719.2
XP_010646730.1, XM_010648428.2
XP_010653229.1, XM_010654927.2
XP_010651713.1, XM_010653411.2
XP_002273654.2, XM_002273618.4
XP_010661646.1, XM_010663344.2
XP_010661647.1, XM_010663345.2
XP_002270458.2, XM_002270422.4
XP_010655352.1, XM_010657050.2
XP_019078223.1, XM_019222678.1
XP_002283712.1, XM_002283676.3
XP_010655046.1, XM_010656744.2
XP_010655048.1, XM_010656746.2
XP_002266884.2, XM_002266848.4
XP_010644842.1, XM_010646540.2
XP_010647282.1, XM_010648980.1
XP_002265360.1, XM_002265324.4
XP_002274778.1, XM_002274742.4
XP_010660864.1, XM_010662562.2
XP_010660865.1, XM_010662563.2
XP_019080827.1, XM_019225282.1
XP_010664348.1, XM_010666046.2
XP_002273883.1, XM_002273847.4
XP_010660705.1, XM_010662403.2
XP_010651659.1, XM_010653357.2
XP_002273093.1, XM_002273057.4
XP_002280677.1, XM_002280641.4
XP_002278549.1, XM_002278513.4
XP_010652768.1, XM_010654466.2
XP_019076602.1, XM_019221057.1
XP_002285257.1, XM_002285221.4
XP_019076334.1, XM_019220789.1
XP_003631609.1, XM_003631561.3
XP_019073600.1, XM_019218055.1
XP_002267488.1, XM_002267452.3
XP_010655613.1, XM_010657311.2
NP_001267998.1, NM_001281069.1
XP_010656505.1, XM_010658203.2
XP_010648652.1, XM_010650350.2
XP_003635508.2, XM_003635460.2
XP_019074131.1, XM_019218586.1
XP_002276386.1, XM_002276350.3
XP_002279105.1, XM_002279069.4
XP_002280681.2, XM_002280645.4
XP_003631941.2, XM_003631893.3
XP_010647230.1, XM_010648928.2
XP_010647231.1, XM_010648929.2
XP_010647232.1, XM_010648930.2
XP_002280205.1, XM_002280169.3
XP_002274060.1, XM_002274024.4
XP_002277472.1, XM_002277436.3
XP_019078285.1, XM_019222740.1
XP_019078286.1, XM_019222741.1
XP_019078287.1, XM_019222742.1
XP_003631636.1, XM_003631588.3
XP_010647862.1, XM_010649560.2
XP_010659082.1, XM_010660780.2
XP_010659083.1, XM_010660781.2
XP_010659084.1, XM_010660782.2
XP_002263201.1, XM_002263165.4
XP_002282328.1, XM_002282292.3
XP_002267123.1, XM_002267087.3
XP_003634851.2, XM_003634803.3
XP_002268455.2, XM_002268419.4
XP_019081933.1, XM_019226388.1
XP_002285013.1, XM_002284977.4
XP_019074640.1, XM_019219095.1
XP_019074641.1, XM_019219096.1
XP_010660211.1, XM_010661909.2
XP_003631230.1, XM_003631182.3
XP_003634665.1, XM_003634617.3
XP_002263358.2, XM_002263322.3
XP_003634524.1, XM_003634476.3
XP_002270662.1, XM_002270626.4
XP_002272922.1, XM_002272886.3
XP_010664780.1, XM_010666478.2
XP_002266909.1, XM_002266873.3
XP_002282630.2, XM_002282594.3
XP_002284804.1, XM_002284768.3
XP_010664567.1, XM_010666265.2
XP_002271522.1, XM_002271486.3
XP_010663412.1, XM_010665110.2
XP_019080142.1, XM_019224597.1
XP_002281978.2, XM_002281942.4
