protein, rna
XP_008375769.2, XM_008377547.3
XP_008380995.1, XM_008382773.3
XP_008382023.2, XM_008383801.3
XP_008360886.2, XM_008362664.3
XP_008374685.2, XM_008376463.3
XP_008340178.2, XM_008341956.3
XP_008380741.1, XM_008382519.2
XP_017179268.2, XM_017323779.2
XP_008339993.2, XM_008341771.3
XP_008389592.1, XM_008391370.3
XP_008339726.2, XM_008341504.3
XP_028947074.1, XM_029091241.1
XP_028960457.1, XM_029104624.1
XP_008337430.2, XM_008339208.3
XP_008380930.2, XM_008382708.3
XP_008386505.1, XM_008388283.3
NP_001315759.1, NM_001328830.1
XP_008365658.1, XM_008367436.3
XP_008365665.1, XM_008367443.3
XP_028956024.1, XM_029100191.1
XP_008360893.1, XM_008362671.3
XP_028959892.1, XM_029104059.1
XP_008391971.1, XM_008393749.3
XP_028965364.1, XM_029109531.1
XP_008340567.1, XM_008342345.3
XP_008360220.1, XM_008361998.2
XP_017179128.1, XM_017323639.2
XP_028951452.1, XM_029095619.1
NP_001287809.1, NM_001300880.1
NP_001315660.1, NM_001328731.1
XP_008340779.2, XM_008342557.3
XP_008390617.1, XM_008392395.2
XP_028951794.1, XM_029095961.1
XP_028944873.1, XM_029089040.1
XP_028956083.1, XM_029100250.1
XP_008370057.1, XM_008371835.3
XP_008388129.2, XM_008389907.3
XP_028948926.1, XM_029093093.1
XP_028961466.1, XM_029105633.1
XP_008343935.2, XM_008345713.3
XP_008343989.2, XM_008345767.3
XP_008343996.2, XM_008345774.3
XP_028946872.1, XM_029091039.1
XP_028961343.1, XM_029105510.1
XP_008350559.2, XM_008352337.3
XP_008370210.1, XM_008371988.3
XP_008342388.1, XM_008344166.3
XP_008373508.1, XM_008375286.3
XP_028951615.1, XM_029095782.1
XP_008376190.2, XM_008377968.3
XP_028955537.1, XM_029099704.1
XP_028955539.1, XM_029099706.1
XP_008394250.2, XM_008396028.3
XP_008351641.2, XM_008353419.3
XP_028946495.1, XM_029090662.1
XP_008363930.2, XM_008365708.3
XP_028945542.1, XM_029089709.1
XP_008346044.2, XM_008347822.3
XP_008358568.2, XM_008360346.3
XP_008370582.2, XM_008372360.3
XP_028961724.1, XM_029105891.1
XP_008338319.2, XM_008340097.3
XP_008340129.2, XM_008341907.3
XP_008357209.2, XM_008358987.3
XP_008377332.1, XM_008379110.3
XP_008377419.2, XM_008379197.3
XP_008347780.2, XM_008349558.3
XP_008378565.2, XM_008380343.3
XP_008374247.1, XM_008376025.3
XP_008392776.2, XM_008394554.3
XP_008337901.2, XM_008339679.3
XP_008351032.2, XM_008352810.2
XP_008368227.2, XM_008370005.3
XP_008371207.1, XM_008372985.3
XP_028966269.1, XM_029110436.1
XP_008370322.2, XM_008372100.3
XP_028945597.1, XM_029089764.1
XP_008357422.1, XM_008359200.3
XP_008378810.1, XM_008380588.3
XP_008389718.1, XM_008391496.3
XP_008344646.1, XM_008346424.3
XP_008361535.2, XM_008363313.3
XP_008345518.2, XM_008347296.3
XP_008359414.3, XM_008361192.3
XP_008369029.2, XM_008370807.3
XP_008343512.1, XM_008345290.3
XP_008384313.1, XM_008386091.3
XP_028954528.1, XM_029098695.1
XP_028954529.1, XM_029098696.1
XP_028956489.1, XM_029100656.1
XP_008381901.2, XM_008383679.3
XP_028965215.1, XM_029109382.1
XP_008380997.1, XM_008382775.3
XP_008382013.2, XM_008383791.3
XP_008388599.1, XM_008390377.3
XP_008390841.1, XM_008392619.3
XP_028952067.1, XM_029096234.1
XP_017179822.2, XM_017324333.2
XP_028953141.1, XM_029097308.1
XP_028953142.1, XM_029097309.1
XP_008379176.2, XM_008380954.3
XP_028963502.1, XM_029107669.1
XP_008344155.2, XM_008345933.3
XP_008368147.2, XM_008369925.3
XP_028954889.1, XM_029099056.1
XP_008355459.2, XM_008357237.3
XP_008381941.1, XM_008383719.3
XP_028954192.1, XM_029098359.1
XP_008381933.2, XM_008383711.3
XP_028954254.1, XM_029098421.1
XP_008370192.2, XM_008371970.3
XP_008370989.1, XM_008372767.3
XP_028954760.1, XM_029098927.1
XP_008337628.2, XM_008339406.3
XP_008387497.1, XM_008389275.3
XP_017178791.2, XM_017323302.2
XP_008338332.2, XM_008340110.3
XP_008340289.2, XM_008342067.3
XP_028949411.1, XM_029093578.1
XP_028962309.1, XM_029106476.1
XP_008363971.2, XM_008365749.3
XP_028944831.1, XM_029088998.1
XP_008343041.2, XM_008344819.3
XP_008373579.2, XM_008375357.3
XP_008349082.1, XM_008350860.3
XP_008350300.1, XM_008352078.3
XP_017181482.1, XM_017325993.2
XP_017184971.2, XM_017329482.2
XP_008384377.2, XM_008386155.3
XP_028955078.1, XM_029099245.1
XP_008343783.2, XM_008345561.3
XP_008343784.2, XM_008345562.3
XP_008376687.1, XM_008378465.3
XP_017188998.1, XM_017333509.2
XP_008377374.2, XM_008379152.3
XP_008378435.1, XM_008380213.3
XP_008393479.2, XM_008395257.3
XP_008373346.2, XM_008375124.3
XP_008367981.1, XM_008369759.3
XP_028956105.1, XM_029100272.1
XP_008339356.2, XM_008341134.3
XP_008364319.2, XM_008366097.3
XP_028950376.1, XM_029094543.1
XP_028956567.1, XM_029100734.1
XP_008384458.2, XM_008386236.3
XP_028958247.1, XM_029102414.1
XP_028965694.1, XM_029109861.1
XP_028965696.1, XM_029109863.1
XP_008341329.1, XM_008343107.3
XP_017179731.1, XM_017324242.2
XP_008380949.1, XM_008382727.3
XP_008380950.1, XM_008382728.3
XP_017190193.1, XM_017334704.2
XP_028953274.1, XM_029097441.1
XP_028953275.1, XM_029097442.1
XP_008363927.2, XM_008365705.3
XP_017187154.2, XM_017331665.2
XP_028957137.1, XM_029101304.1
XP_008391691.2, XM_008393469.3
XP_028946343.1, XM_029090510.1
XP_008338631.1, XM_008340409.3
XP_008364826.2, XM_008366604.2
XP_028959950.1, XM_029104117.1
XP_008385246.2, XM_008387024.3
XP_008389004.2, XM_008390782.3
XP_008392504.1, XM_008394282.3
XP_008376182.2, XM_008377960.3
XP_008360044.3, XM_008361822.3
XP_008339635.1, XM_008341413.3
XP_008369316.1, XM_008371094.3
XP_008374489.1, XM_008376267.3
XP_028961790.1, XM_029105957.1
XP_008348293.2, XM_008350071.3
XP_008364734.1, XM_008366512.3
XP_008364735.1, XM_008366513.3
XP_028958459.1, XM_029102626.1
XP_028965818.1, XM_029109985.1
XP_008369281.1, XM_008371059.3
XP_008337267.2, XM_008339045.3
XP_008385389.2, XM_008387167.3
XP_008385392.2, XM_008387170.3
XP_008374498.2, XM_008376276.3
XP_008393083.2, XM_008394861.3
XP_028959832.1, XM_029103999.1
XP_028955810.1, XM_029099977.1
XP_008341606.1, XM_008343384.3
XP_008374059.2, XM_008375837.3
XP_028958388.1, XM_029102555.1
XP_028965770.1, XM_029109937.1
XP_028965771.1, XM_029109938.1
XP_028965772.1, XM_029109939.1
XP_028965774.1, XM_029109941.1
XP_028948261.1, XM_029092428.1
XP_008370207.1, XM_008371985.3
XP_028946806.1, XM_029090973.1
XP_028952261.1, XM_029096428.1
NP_001280972.1, NM_001294043.1
XP_028961311.1, XM_029105478.1
XP_008360965.2, XM_008362743.3
XP_028962528.1, XM_029106695.1
XP_008380097.2, XM_008381875.3
XP_008393691.2, XM_008395469.3
XP_008379981.2, XM_008381759.3
XP_028954763.1, XM_029098930.1
XP_008346931.2, XM_008348709.3
XP_008338589.1, XM_008340367.3
XP_008380467.1, XM_008382245.3
XP_008380468.1, XM_008382246.3
XP_008364236.2, XM_008366014.3
XP_008383246.1, XM_008385024.3
XP_028948316.1, XM_029092483.1
XP_028960509.1, XM_029104676.1
XP_028958161.1, XM_029102328.1
XP_028958162.1, XM_029102329.1
XP_028958163.1, XM_029102330.1
XP_028965679.1, XM_029109846.1
XP_008350908.1, XM_008352686.3
XP_008361775.2, XM_008363553.3
XP_008361776.2, XM_008363554.3
XP_017185095.2, XM_017329606.2
XP_008374164.1, XM_008375942.3
XP_008392704.1, XM_008394482.3
XP_028953397.1, XM_029097564.1
XP_008372043.1, XM_008373821.3
XP_008368079.2, XM_008369857.3
XP_008378476.2, XM_008380254.3
XP_008344848.3, XM_008346626.3
XP_008385559.2, XM_008387337.3
XP_008385560.2, XM_008387338.3
XP_008385561.2, XM_008387339.3
XP_008385563.2, XM_008387341.3
XP_028955877.1, XM_029100044.1
XP_028955878.1, XM_029100045.1
XP_008369614.1, XM_008371392.2
XP_008390216.1, XM_008391994.3
XP_008340141.2, XM_008341919.3
XP_008367045.2, XM_008368823.3
XP_028949818.1, XM_029093985.1
XP_028962965.1, XM_029107132.1
XP_008344563.1, XM_008346341.3
XP_008344570.1, XM_008346348.3
XP_008344579.1, XM_008346357.3
XP_008344586.1, XM_008346364.3
XP_008383687.1, XM_008385465.3
XP_008370363.2, XM_008372141.3
XP_008375452.1, XM_008377230.3
XP_008338462.1, XM_008340240.3
XP_008338463.1, XM_008340241.3
XP_008385669.1, XM_008387447.3
NP_001280803.1, NM_001293874.1
XP_008371278.1, XM_008373056.3
XP_008385986.1, XM_008387764.3
XP_008385987.1, XM_008387765.3
XP_017191348.1, XM_017335859.2
XP_008340293.3, XM_008342071.3
XP_028947785.1, XM_029091952.1
XP_028951367.1, XM_029095534.1
XP_008339702.2, XM_008341480.3
XP_008339703.2, XM_008341481.3
XP_028947586.1, XM_029091753.1
XP_028947587.1, XM_029091754.1
XP_008382890.2, XM_008384668.3
XP_028949881.1, XM_029094048.1
XP_028949882.1, XM_029094049.1
XP_017181390.2, XM_017325901.2
XP_017187834.2, XM_017332345.2
XP_028964895.1, XM_029109062.1
XP_008381314.2, XM_008383092.3
XP_028957939.1, XM_029102106.1
XP_028949356.1, XM_029093523.1
XP_028951625.1, XM_029095792.1
XP_008342664.1, XM_008344442.3
XP_008348506.1, XM_008350284.3
XP_008341854.2, XM_008343632.3
XP_008379510.2, XM_008381288.3
XP_008367672.2, XM_008369450.3
XP_017188027.2, XM_017332538.2
XP_008368597.3, XM_008370375.3
XP_008380404.2, XM_008382182.3
XP_008369284.2, XM_008371062.3
XP_008374255.2, XM_008376033.3
XP_008368987.1, XM_008370765.3
XP_008386649.2, XM_008388427.3
XP_008343759.1, XM_008345537.3
XP_008377669.1, XM_008379447.3
XP_008382006.1, XM_008383784.3
XP_008360364.2, XM_008362142.3
XP_008346671.2, XM_008348449.3
XP_008374216.2, XM_008375994.2
XP_017188558.2, XM_017333069.2
XP_008354032.2, XM_008355810.3
XP_008376144.1, XM_008377922.3
XP_028948523.1, XM_029092690.1
XP_008346055.2, XM_008347833.3
XP_008383288.1, XM_008385066.3
XP_028958753.1, XM_029102920.1
XP_008345513.1, XM_008347291.3
XP_008388121.2, XM_008389899.3
XP_008367413.2, XM_008369191.3
XP_008373011.2, XM_008374789.3
XP_008343570.1, XM_008345348.3
XP_008370451.1, XM_008372229.3
XP_008362670.1, XM_008364448.3
XP_008364896.1, XM_008366674.3
XP_017185326.1, XM_017329837.2
XP_008355763.2, XM_008357541.3
XP_008388524.1, XM_008390302.3
XP_017191597.1, XM_017336108.2
XP_028945788.1, XM_029089955.1
NP_001280842.1, NM_001293913.1
XP_028952922.1, XM_029097089.1
NP_001280752.1, NM_001293823.1
XP_008377675.2, XM_008379453.3
XP_008378697.1, XM_008380475.3
XP_008387441.1, XM_008389219.3
XP_028946534.1, XM_029090701.1
XP_008372209.2, XM_008373987.3
XP_008383431.2, XM_008385209.3
XP_008369516.1, XM_008371294.3
XP_028950165.1, XM_029094332.1
XP_028950166.1, XM_029094333.1
XP_028950167.1, XM_029094334.1
XP_028954335.1, XM_029098502.1
XP_008378881.2, XM_008380659.3
XP_028949984.1, XM_029094151.1
XP_008356474.2, XM_008358252.2
XP_008385072.2, XM_008386850.2
XP_008362099.2, XM_008363877.3
XP_008379097.2, XM_008380875.3
XP_008351649.2, XM_008353427.3
XP_028948075.1, XM_029092242.1
XP_008371309.3, XM_008373087.3
XP_008383802.1, XM_008385580.3
XP_008376635.1, XM_008378413.3
XP_008380101.1, XM_008381879.3
XP_008341008.2, XM_008342786.3
XP_008390946.2, XM_008392724.3
XP_008383740.2, XM_008385518.3
XP_028959009.1, XM_029103176.1
XP_008376559.2, XM_008378337.3
XP_008376561.2, XM_008378339.3
XP_028950969.1, XM_029095136.1
XP_028950970.1, XM_029095137.1
XP_028950971.1, XM_029095138.1
XP_028950972.1, XM_029095139.1
XP_028963208.1, XM_029107375.1
XP_008375991.2, XM_008377769.3
XP_028950456.1, XM_029094623.1
XP_008356995.1, XM_008358773.3
XP_028957899.1, XM_029102066.1
XP_008367342.2, XM_008369120.3
XP_008348939.2, XM_008350717.3
XP_008382450.2, XM_008384228.3
XP_008364874.2, XM_008366652.3
XP_008376504.1, XM_008378282.3
XP_008355158.1, XM_008356936.3
XP_028944349.1, XM_029088516.1
XP_008366305.1, XM_008368083.3
XP_008386092.2, XM_008387870.3
XP_008359071.2, XM_008360849.3
XP_028955486.1, XM_029099653.1
XP_028949189.1, XM_029093356.1
XP_028964116.1, XM_029108283.1
XP_028964118.1, XM_029108285.1
XP_008359297.2, XM_008361075.3
XP_008365896.2, XM_008367674.3
XP_008360216.1, XM_008361994.3
XP_008390471.2, XM_008392249.3
XP_028951329.1, XM_029095496.1
XP_008371911.2, XM_008373689.3
XP_008383286.2, XM_008385064.3
XP_028965947.1, XM_029110114.1
XP_028965948.1, XM_029110115.1
XP_008342394.2, XM_008344172.3
XP_008380246.2, XM_008382024.3
XP_028952847.1, XM_029097014.1
XP_028964409.1, XM_029108576.1
XP_008361601.2, XM_008363379.3
XP_008338808.2, XM_008340586.3
XP_008338809.2, XM_008340587.3
XP_017189530.1, XM_017334041.2
XP_028954072.1, XM_029098239.1
XP_028954073.1, XM_029098240.1
XP_028949303.1, XM_029093470.1
XP_008372028.2, XM_008373806.3
XP_008383084.1, XM_008384862.3
XP_028958620.1, XM_029102787.1
XP_008393476.2, XM_008395254.3
XP_008357189.2, XM_008358967.3
XP_028945635.1, XM_029089802.1
XP_028948848.1, XM_029093015.1
XP_028948849.1, XM_029093016.1
XP_028948850.1, XM_029093017.1
XP_008388227.1, XM_008390005.3
XP_008340473.1, XM_008342251.3
XP_008340474.1, XM_008342252.3
XP_008340475.1, XM_008342253.3
XP_028956392.1, XM_029100559.1
XP_008371280.2, XM_008373058.3
XP_028944758.1, XM_029088925.1
XP_008359184.2, XM_008360962.3
XP_008366385.2, XM_008368163.3
XP_008344358.3, XM_008346136.3
XP_008378014.2, XM_008379792.3
XP_008393775.1, XM_008395553.3
XP_008340359.2, XM_008342137.3
XP_028947877.1, XM_029092044.1
XP_008355625.2, XM_008357403.3
XP_008386991.1, XM_008388769.3
XP_008356459.2, XM_008358237.3
XP_008381423.1, XM_008383201.3
XP_008381424.1, XM_008383202.3
XP_028945526.1, XM_029089693.1
XP_028945666.1, XM_029089833.1
XP_028964504.1, XM_029108671.1
XP_028964505.1, XM_029108672.1
XP_008370105.2, XM_008371883.3
XP_028945487.1, XM_029089654.1
XP_008345284.2, XM_008347062.3
XP_008340451.1, XM_008342229.3
XP_017192383.2, XM_017336894.2
XP_017192384.2, XM_017336895.2
XP_028947761.1, XM_029091928.1
XP_008355491.2, XM_008357269.3
XP_008386676.1, XM_008388454.3
XP_008386677.1, XM_008388455.3
XP_008363979.1, XM_008365757.3
XP_017186462.2, XM_017330973.2
XP_008345739.2, XM_008347517.3
XP_008388785.1, XM_008390563.3
XP_008355984.2, XM_008357762.3
XP_008358697.2, XM_008360475.3
XP_008338565.2, XM_008340343.3
XP_008376496.2, XM_008378274.3
XP_008373458.1, XM_008375236.3
XP_028953831.1, XM_029097998.1
XP_028960218.1, XM_029104385.1
XP_008383736.1, XM_008385514.3
XP_028959114.1, XM_029103281.1
XP_008392239.2, XM_008394017.3
XP_028946362.1, XM_029090529.1
XP_008368864.2, XM_008370642.3
XP_008386532.1, XM_008388310.3
XP_008346008.1, XM_008347786.3
XP_028950653.1, XM_029094820.1
XP_008388234.2, XM_008390012.3
XP_008388235.2, XM_008390013.3
XP_028949593.1, XM_029093760.1
XP_028944473.1, XM_029088640.1
XP_028955728.1, XM_029099895.1
XP_008356886.2, XM_008358664.3
XP_008376358.2, XM_008378136.3
XP_028958646.1, XM_029102813.1
XP_028961867.1, XM_029106034.1
XP_028961873.1, XM_029106040.1
XP_028961874.1, XM_029106041.1
XP_008392514.1, XM_008394292.3
XP_017178015.1, XM_017322526.2
XP_017178016.1, XM_017322527.2
XP_028946622.1, XM_029090789.1
XP_028953157.1, XM_029097324.1
XP_028953158.1, XM_029097325.1
XP_028953159.1, XM_029097326.1
XP_008340668.1, XM_008342446.3
XP_028946841.1, XM_029091008.1
XP_017178911.2, XM_017323422.2
XP_008339730.2, XM_008341508.3
XP_028951904.1, XM_029096071.1
XP_008371994.2, XM_008373772.3
XP_008383156.1, XM_008384934.2
XP_008346149.1, XM_008347927.3
XP_008383404.1, XM_008385182.3
XP_017186822.2, XM_017331333.2
XP_028947671.1, XM_029091838.1
XP_028950354.1, XM_029094521.1
XP_028944430.1, XM_029088597.1
XP_008363953.2, XM_008365731.3
XP_028945604.1, XM_029089771.1
XP_008385140.2, XM_008386918.3
XP_028950010.1, XM_029094177.1
XP_008374661.1, XM_008376439.3
XP_008393254.2, XM_008395032.3
XP_008368243.2, XM_008370021.3
XP_008389479.1, XM_008391257.3
XP_017192527.1, XM_017337038.2
XP_008385480.1, XM_008387258.3
XP_008385481.1, XM_008387259.3
XP_028955690.1, XM_029099857.1
XP_008351174.1, XM_008352952.3
XP_008377305.1, XM_008379083.3
XP_008348711.2, XM_008350489.3
XP_028957631.1, XM_029101798.1
XP_028957632.1, XM_029101799.1
XP_028964815.1, XM_029108982.1
XP_028952181.1, XM_029096348.1
XP_028952182.1, XM_029096349.1
XP_028952183.1, XM_029096350.1
XP_028952184.1, XM_029096351.1
XP_028952185.1, XM_029096352.1
XP_028952186.1, XM_029096353.1
XP_008378913.2, XM_008380691.3
XP_028949547.1, XM_029093714.1
XP_028963268.1, XM_029107435.1
XP_008339849.1, XM_008341627.3
XP_008389435.1, XM_008391213.3
XP_008349904.2, XM_008351682.3
XP_008365068.2, XM_008366846.3
XP_008385885.1, XM_008387663.3
XP_008367621.2, XM_008369399.2
XP_008374861.1, XM_008376639.3
XP_017188148.1, XM_017332659.2
XP_017188149.1, XM_017332660.2
XP_008360455.1, XM_008362233.3
XP_008362380.1, XM_008364158.2
XP_008358443.2, XM_008360221.3
XP_028958119.1, XM_029102286.1
XP_008383542.2, XM_008385320.3
XP_008337904.2, XM_008339682.3
XP_008338234.1, XM_008340012.3
XP_008338235.1, XM_008340013.3
XP_008374826.1, XM_008376604.3
XP_008393411.1, XM_008395189.3
XP_008369570.1, XM_008371348.3
XP_008390246.2, XM_008392024.2
XP_008390354.1, XM_008392132.3
XP_017192169.1, XM_017336680.2
XP_017192390.1, XM_017336901.2
XP_008350607.2, XM_008352385.3
XP_008370428.1, XM_008372206.3
XP_028945820.1, XM_029089987.1
XP_008370368.2, XM_008372146.3
XP_008370370.2, XM_008372148.3
XP_028957234.1, XM_029101401.1
XP_028957235.1, XM_029101402.1
XP_008369317.2, XM_008371095.3
XP_008374501.2, XM_008376279.3
XP_017180477.2, XM_017324988.2
XP_017180478.2, XM_017324989.2
XP_028945406.1, XM_029089573.1
XP_028945407.1, XM_029089574.1
XP_028956994.1, XM_029101161.1
XP_028960276.1, XM_029104443.1
XP_008369562.2, XM_008371340.3
XP_008373512.1, XM_008375290.3
XP_008379373.1, XM_008381151.3
XP_008354759.1, XM_008356537.3
XP_008362617.1, XM_008364395.3
XP_008373117.2, XM_008374895.3
XP_008382383.1, XM_008384161.3
XP_008390511.2, XM_008392289.3
XP_008338390.2, XM_008340168.3
XP_008357702.2, XM_008359480.3
XP_028953537.1, XM_029097704.1
XP_028953538.1, XM_029097705.1
XP_008376095.2, XM_008377873.3
XP_008387450.1, XM_008389228.3
XP_028948534.1, XM_029092701.1
XP_008372025.2, XM_008373803.3
XP_017192784.2, XM_017337295.2
XP_028965884.1, XM_029110051.1
XP_008365457.1, XM_008367235.3
XP_008365458.1, XM_008367236.3
XP_008392165.1, XM_008393943.3
XP_008392171.1, XM_008393949.3
NP_001280843.1, NM_001293914.1
XP_028953936.1, XM_029098103.1
XP_008339909.2, XM_008341687.3
XP_008389488.1, XM_008391266.3
XP_008348370.1, XM_008350148.3
XP_008348440.1, XM_008350218.3
XP_008356955.2, XM_008358733.3
XP_028964503.1, XM_029108670.1
XP_008370401.1, XM_008372179.3
XP_008370402.1, XM_008372180.3
XP_008388504.1, XM_008390282.3
XP_008388506.1, XM_008390284.3
XP_008374712.2, XM_008376490.3
XP_028948312.1, XM_029092479.1
XP_008352332.2, XM_008354110.3
XP_008361873.2, XM_008363651.2
XP_008374696.1, XM_008376474.3
XP_028948538.1, XM_029092705.1
XP_008348078.1, XM_008349856.3
XP_008375374.1, XM_008377152.3
XP_008370084.1, XM_008371862.3
XP_008388208.2, XM_008389986.3
XP_008378254.2, XM_008380032.3
XP_008377825.1, XM_008379603.3
XP_028950629.1, XM_029094796.1
XP_008362345.1, XM_008364123.3
XP_008388265.2, XM_008390043.3
XP_008385566.2, XM_008387344.3
XP_028962961.1, XM_029107128.1
XP_008373900.2, XM_008375678.3
XP_008381153.1, XM_008382931.3
XP_008382672.2, XM_008384450.3
XP_028958384.1, XM_029102551.1
XP_028958385.1, XM_029102552.1
XP_028953964.1, XM_029098131.1
XP_028954789.1, XM_029098956.1
XP_028954791.1, XM_029098958.1
XP_028954792.1, XM_029098959.1
XP_028954793.1, XM_029098960.1
XP_008340760.2, XM_008342538.3
XP_008373652.1, XM_008375430.3
XP_008352366.2, XM_008354144.3
XP_008387851.2, XM_008389629.3
NP_001280943.1, NM_001294014.1
XP_028949718.1, XM_029093885.1
XP_008389179.1, XM_008390957.3
XP_008374248.1, XM_008376026.3
XP_008392775.1, XM_008394553.2
XP_008388807.2, XM_008390585.3
XP_017178749.2, XM_017323260.2
XP_028963294.1, XM_029107461.1
XP_008373543.1, XM_008375321.3
XP_028961308.1, XM_029105475.1
XP_008343586.2, XM_008345364.3
XP_028949127.1, XM_029093294.1
XP_028950375.1, XM_029094542.1
XP_008363477.2, XM_008365255.3
XP_028944316.1, XM_029088483.1
XP_028944317.1, XM_029088484.1
XP_008356406.2, XM_008358184.3
XP_008363420.2, XM_008365198.3
XP_028943807.1, XM_029087974.1
XP_008361007.2, XM_008362785.3
XP_008378048.1, XM_008379826.3
XP_008358557.1, XM_008360335.3
XP_028958728.1, XM_029102895.1
XP_028958729.1, XM_029102896.1
XP_008342248.2, XM_008344026.3
XP_008380022.2, XM_008381800.3
XP_008380023.2, XM_008381801.3
XP_028946201.1, XM_029090368.1
XP_028948166.1, XM_029092333.1
XP_008341024.1, XM_008342802.2
XP_028946929.1, XM_029091096.1
XP_008370838.2, XM_008372616.3
XP_008388817.2, XM_008390595.3
XP_008374544.2, XM_008376322.3
XP_008393157.2, XM_008394935.3
XP_008348970.1, XM_008350748.3
XP_008372547.1, XM_008374325.3
XP_017188088.1, XM_017332599.2
XP_028965714.1, XM_029109881.1
XP_008337375.2, XM_008339153.3
XP_008354399.1, XM_008356177.3
XP_028950695.1, XM_029094862.1
XP_008365145.3, XM_008366923.3
XP_008365152.3, XM_008366930.3
XP_028963841.1, XM_029108008.1
XP_008352521.1, XM_008354299.3
XP_028943746.1, XM_029087913.1
XP_008371420.2, XM_008373198.3
XP_028966188.1, XM_029110355.1
XP_008360580.2, XM_008362358.3
XP_008372773.1, XM_008374551.3
XP_028946518.1, XM_029090685.1
XP_028949216.1, XM_029093383.1
XP_008350577.1, XM_008352355.3
XP_028957175.1, XM_029101342.1
XP_028958397.1, XM_029102564.1
XP_028965787.1, XM_029109954.1
XP_028965789.1, XM_029109956.1
XP_008346184.2, XM_008347962.3
XP_008358475.2, XM_008360253.3
XP_008341825.2, XM_008343603.3
XP_008379476.2, XM_008381254.3
XP_008364296.2, XM_008366074.3
XP_008385806.2, XM_008387584.3
XP_028944693.1, XM_029088860.1
XP_008360367.1, XM_008362145.3
XP_008368385.2, XM_008370163.3
XP_028946694.1, XM_029090861.1
XP_028946704.1, XM_029090871.1
XP_028961494.1, XM_029105661.1
XP_028946195.1, XM_029090362.1
XP_028948578.1, XM_029092745.1
XP_028960043.1, XM_029104210.1
XP_028960046.1, XM_029104213.1
XP_008381979.1, XM_008383757.3
XP_008392915.2, XM_008394693.3
XP_008379092.1, XM_008380870.3
XP_017189929.1, XM_017334440.2
XP_017189930.1, XM_017334441.2
XP_028953516.1, XM_029097683.1
XP_028953517.1, XM_029097684.1
XP_008387070.2, XM_008388848.3
XP_008391959.3, XM_008393737.3
XP_008393844.1, XM_008395622.2
XP_028958518.1, XM_029102685.1
XP_008339053.2, XM_008340831.3
XP_008348984.1, XM_008350762.3
XP_028958403.1, XM_029102570.1
XP_028943568.1, XM_029087735.1
XP_028943569.1, XM_029087736.1
XP_008392087.2, XM_008393865.3
XP_008363714.2, XM_008365492.3
XP_008386695.2, XM_008388473.3
XP_028945098.1, XM_029089265.1
XP_028945099.1, XM_029089266.1
XP_028956247.1, XM_029100414.1
XP_028956248.1, XM_029100415.1
XP_008376221.2, XM_008377999.3
XP_028957420.1, XM_029101587.1
XP_008366679.2, XM_008368457.3
XP_008366680.2, XM_008368458.3
NP_001280953.1, NM_001294024.1
XP_008382352.1, XM_008384130.3
XP_008382357.1, XM_008384135.2
XP_008370316.2, XM_008372094.3
XP_008361029.2, XM_008362807.3
XP_028949680.1, XM_029093847.1
XP_028944560.1, XM_029088727.1
XP_028944561.1, XM_029088728.1
XP_028944562.1, XM_029088729.1
XP_008366856.2, XM_008368634.3
XP_008370533.2, XM_008372311.3
XP_008351858.2, XM_008353636.3
XP_008356638.1, XM_008358416.3
XP_028948855.1, XM_029093022.1
XP_008391389.2, XM_008393167.3
XP_017179113.2, XM_017323624.2
XP_017179117.2, XM_017323628.2
XP_028950734.1, XM_029094901.1
XP_028950735.1, XM_029094902.1
XP_028950736.1, XM_029094903.1
XP_028950737.1, XM_029094904.1
XP_008387886.1, XM_008389664.3
XP_028962368.1, XM_029106535.1
XP_008342410.2, XM_008344188.3
XP_017179407.2, XM_017323918.2
XP_008345238.1, XM_008347016.3
XP_017178835.2, XM_017323346.2
XP_008384804.2, XM_008386582.3
XP_008376566.1, XM_008378344.3
XP_008377399.1, XM_008379177.3
XP_008371454.2, XM_008373232.3
XP_028966169.1, XM_029110336.1
XP_008348948.2, XM_008350726.3
XP_008357319.2, XM_008359097.3
XP_028958128.1, XM_029102295.1
XP_008393455.1, XM_008395233.3
XP_028949434.1, XM_029093601.1
XP_028949436.1, XM_029093603.1
XP_028949437.1, XM_029093604.1
XP_028953926.1, XM_029098093.1
XP_008338246.1, XM_008340024.3
XP_008339624.1, XM_008341402.3
XP_008361381.1, XM_008363159.3
XP_008383364.1, XM_008385142.3
XP_008392273.2, XM_008394051.3
XP_028966021.1, XM_029110188.1
XP_028949270.1, XM_029093437.1
XP_028954181.1, XM_029098348.1
XP_008349886.2, XM_008351664.3
XP_008363905.2, XM_008365683.3
XP_028954392.1, XM_029098559.1
XP_008385283.2, XM_008387061.3
XP_028955583.1, XM_029099750.1
XP_008374866.1, XM_008376644.3
XP_017188378.1, XM_017332889.2
XP_008349059.1, XM_008350837.3
XP_008373623.2, XM_008375401.3
XP_008373599.1, XM_008375377.3
XP_008357118.2, XM_008358896.3
XP_008359759.2, XM_008361537.3
XP_028951144.1, XM_029095311.1
XP_008339548.1, XM_008341326.3
XP_008389211.3, XM_008390989.3
NP_001280971.1, NM_001294042.1
XP_008389518.1, XM_008391296.3
XP_017189461.2, XM_017333972.2
XP_028950004.1, XM_029094171.1
XP_028950006.1, XM_029094173.1
XP_008390360.2, XM_008392138.3
