protein, rna
XP_020422739.1, XM_020567150.1
XP_020422740.1, XM_020567151.1
XP_020426479.1, XM_020570890.1
XP_020426484.1, XM_020570895.1
XP_007207151.1, XM_007207089.2
XP_007203645.1, XM_007203583.2
XP_007207448.1, XM_007207386.2
XP_020422807.1, XM_020567218.1
XP_020422808.1, XM_020567219.1
XP_007222310.1, XM_007222248.2
XP_007224581.1, XM_007224519.2
XP_007225050.2, XM_007224988.2
XP_020417338.1, XM_020561749.1
XP_020425719.1, XM_020570130.1
XP_020417377.1, XM_020561788.1
XP_007205045.1, XM_007204983.2
XP_007210919.1, XM_007210857.2
XP_020412332.1, XM_020556743.1
XP_007202525.2, XM_007202463.2
XP_007201206.1, XM_007201144.2
XP_007205941.1, XM_007205879.2
XP_020420629.1, XM_020565040.1
XP_007207903.2, XM_007207841.2
XP_020421951.1, XM_020566362.1
XP_007201707.1, XM_007201645.2
XP_007198991.1, XM_007198929.2
XP_007205953.1, XM_007205891.2
XP_007202248.2, XM_007202186.2
XP_020424776.1, XM_020569187.1
XP_007207964.2, XM_007207902.2
XP_020420818.1, XM_020565229.1
XP_007222744.1, XM_007222682.2
XP_020410007.1, XM_020554418.1
XP_007211402.1, XM_007211340.2
XP_020418614.1, XM_020563025.1
XP_007222754.1, XM_007222692.2
XP_007214445.1, XM_007214383.2
XP_020424698.1, XM_020569109.1
XP_020426059.1, XM_020570470.1
XP_020426065.1, XM_020570476.1
XP_007211521.2, XM_007211459.2
XP_007226351.1, XM_007226289.2
XP_007207430.1, XM_007207368.2
XP_020422931.1, XM_020567342.1
XP_020414899.1, XM_020559310.1
XP_020414900.1, XM_020559311.1
XP_020414902.1, XM_020559313.1
XP_020414903.1, XM_020559314.1
XP_020414904.1, XM_020559315.1
XP_020414905.1, XM_020559316.1
XP_020414906.1, XM_020559317.1
XP_020414907.1, XM_020559318.1
XP_020414908.1, XM_020559319.1
XP_020414909.1, XM_020559320.1
XP_007220913.1, XM_007220851.2
XP_007215300.1, XM_007215238.2
XP_007215301.1, XM_007215239.2
XP_007223226.1, XM_007223164.2
XP_020409833.1, XM_020554244.1
XP_020409834.1, XM_020554245.1
XP_007208451.1, XM_007208389.2
XP_020421205.1, XM_020565616.1
XP_007217066.1, XM_007217004.2
XP_020410030.1, XM_020554441.1
XP_020423853.1, XM_020568264.1
XP_020423858.1, XM_020568269.1
XP_020423863.1, XM_020568274.1
XP_007211021.1, XM_007210959.2
XP_007219189.1, XM_007219127.2
XP_007219456.1, XM_007219394.2
XP_007217377.2, XM_007217315.2
XP_020416566.1, XM_020560977.1
XP_007225424.1, XM_007225362.2
XP_007215073.1, XM_007215011.2
XP_007216958.2, XM_007216896.2
XP_020415937.1, XM_020560348.1
XP_007222561.1, XM_007222499.2
XP_020410215.1, XM_020554626.1
XP_020417588.1, XM_020561999.1
XP_007213902.1, XM_007213840.2
XP_007209978.1, XM_007209916.2
XP_007223246.1, XM_007223184.2
XP_007222752.1, XM_007222690.2
XP_007210346.1, XM_007210284.2
XP_007198946.2, XM_007198884.2
XP_020416413.1, XM_020560824.1
XP_020416414.1, XM_020560825.1
XP_007202617.1, XM_007202555.2
XP_007226238.2, XM_007226176.2
XP_007213439.2, XM_007213377.2
XP_020417232.1, XM_020561643.1
XP_020417233.1, XM_020561644.1
XP_020417234.1, XM_020561645.1
XP_020417235.1, XM_020561646.1
XP_020417236.1, XM_020561647.1
XP_020417237.1, XM_020561648.1
XP_020417238.1, XM_020561649.1
XP_020426397.1, XM_020570808.1
XP_007219314.2, XM_007219252.2
XP_020412585.1, XM_020556996.1
XP_007202171.1, XM_007202109.2
XP_007205249.1, XM_007205187.2
XP_007222340.1, XM_007222278.2
XP_020410000.1, XM_020554411.1
XP_007202398.1, XM_007202336.2
XP_020423962.1, XM_020568373.1
XP_020423963.1, XM_020568374.1
XP_020423964.1, XM_020568375.1
XP_020423965.1, XM_020568376.1
XP_020423966.1, XM_020568377.1
XP_020421870.1, XM_020566281.1
XP_007225705.1, XM_007225643.2
XP_007227717.2, XM_007227655.2
XP_007199359.1, XM_007199297.2
XP_007220495.2, XM_007220433.2
XP_020413714.1, XM_020558125.1
XP_020412481.1, XM_020556892.1
XP_007201305.1, XM_007201243.2
XP_007222372.2, XM_007222310.2
XP_020409891.1, XM_020554302.1
XP_020413664.1, XM_020558075.1
XP_020413665.1, XM_020558076.1
XP_007222508.1, XM_007222446.2
XP_020424060.1, XM_020568471.1
XP_007205198.1, XM_007205136.2
XP_007215467.1, XM_007215405.2
XP_020414781.1, XM_020559192.1
XP_020414782.1, XM_020559193.1
XP_007211109.1, XM_007211047.2
XP_007216880.1, XM_007216818.2
XP_007217691.1, XM_007217629.2
XP_007199874.1, XM_007199812.2
XP_020418898.1, XM_020563309.1
XP_020426129.1, XM_020570540.1
XP_007217753.1, XM_007217691.2
XP_007223524.1, XM_007223462.2
XP_007225434.1, XM_007225372.2
XP_020425112.1, XM_020569523.1
XP_007213675.1, XM_007213613.2
XP_020418188.1, XM_020562599.1
XP_007223600.2, XM_007223538.2
XP_007213366.1, XM_007213304.2
XP_007209338.1, XM_007209276.2
XP_007222721.1, XM_007222659.2
XP_007209151.1, XM_007209089.2
XP_020411554.1, XM_020555965.1
XP_007218370.2, XM_007218308.2
XP_007209965.1, XM_007209903.2
XP_007217359.1, XM_007217297.2
XP_020418662.1, XM_020563073.1
XP_020420173.1, XM_020564584.1
XP_020423204.1, XM_020567615.1
XP_020423205.1, XM_020567616.1
XP_020421858.1, XM_020566269.1
XP_020421859.1, XM_020566270.1
XP_007218735.1, XM_007218673.2
XP_007211900.2, XM_007211838.2
XP_007205530.1, XM_007205468.2
XP_020422724.1, XM_020567135.1
XP_007202272.1, XM_007202210.2
XP_007216527.2, XM_007216465.2
XP_020414449.1, XM_020558860.1
XP_020414450.1, XM_020558861.1
XP_020422489.1, XM_020566900.1
XP_020422490.1, XM_020566901.1
XP_007200313.2, XM_007200251.2
XP_020409431.1, XM_020553842.1
XP_007205682.1, XM_007205620.2
XP_007215812.1, XM_007215750.2
XP_007210359.1, XM_007210297.2
XP_020423725.1, XM_020568136.1
XP_020423726.1, XM_020568137.1
XP_020423727.1, XM_020568138.1
XP_020423728.1, XM_020568139.1
XP_007208089.1, XM_007208027.2
XP_007203531.1, XM_007203469.2
XP_020410768.1, XM_020555179.1
XP_020410769.1, XM_020555180.1
XP_007207462.1, XM_007207400.2
XP_007215674.1, XM_007215612.2
XP_007202836.1, XM_007202774.2
XP_007203853.2, XM_007203791.2
XP_007215930.1, XM_007215868.2
XP_007205242.1, XM_007205180.2
XP_020421977.1, XM_020566388.1
XP_020421978.1, XM_020566389.1
XP_007220285.1, XM_007220223.2
XP_020413105.1, XM_020557516.1
XP_020413106.1, XM_020557517.1
XP_007225787.1, XM_007225725.2
XP_020415679.1, XM_020560090.1
XP_020415708.1, XM_020560119.1
XP_020415759.1, XM_020560170.1
XP_007210889.1, XM_007210827.2
XP_020419707.1, XM_020564118.1
XP_020419710.1, XM_020564121.1
XP_007202037.1, XM_007201975.2
XP_007209332.1, XM_007209270.2
XP_007201711.1, XM_007201649.2
XP_020417526.1, XM_020561937.1
XP_020417527.1, XM_020561938.1
XP_020417528.1, XM_020561939.1
XP_020418406.1, XM_020562817.1
XP_007216903.2, XM_007216841.2
XP_007202050.1, XM_007201988.2
XP_007204099.1, XM_007204037.2
XP_007223412.1, XM_007223350.2
XP_020412137.1, XM_020556548.1
XP_020412138.1, XM_020556549.1
XP_007212939.1, XM_007212877.2
XP_007204376.1, XM_007204314.2
XP_007209430.1, XM_007209368.2
XP_020420282.1, XM_020564693.1
XP_007204597.1, XM_007204535.2
XP_007201727.1, XM_007201665.2
XP_020425571.1, XM_020569982.1
XP_020425572.1, XM_020569983.1
XP_020425327.1, XM_020569738.1
XP_020425331.1, XM_020569742.1
XP_020425333.1, XM_020569744.1
XP_020425337.1, XM_020569748.1
XP_020411541.1, XM_020555952.1
XP_020411542.1, XM_020555953.1
XP_007211446.1, XM_007211384.2
XP_007208916.1, XM_007208854.2
XP_007222192.1, XM_007222130.2
XP_020410996.1, XM_020555407.1
XP_020411169.1, XM_020555580.1
XP_007226988.1, XM_007226926.2
XP_020410725.1, XM_020555136.1
XP_007213693.2, XM_007213631.2
XP_007217627.1, XM_007217565.2
XP_007211670.1, XM_007211608.2
XP_007212766.1, XM_007212704.2
XP_007213810.1, XM_007213748.2
XP_020417795.1, XM_020562206.1
XP_007213295.1, XM_007213233.2
XP_020418699.1, XM_020563110.1
XP_007200813.2, XM_007200751.2
XP_020426268.1, XM_020570679.1
XP_007223186.1, XM_007223124.2
XP_020417734.1, XM_020562145.1
XP_020417735.1, XM_020562146.1
XP_007218835.1, XM_007218773.2
XP_020412551.1, XM_020556962.1
XP_020412552.1, XM_020556963.1
XP_020412553.1, XM_020556964.1
XP_007222098.1, XM_007222036.2
XP_020411132.1, XM_020555543.1
XP_007209549.1, XM_007209487.2
XP_020418934.1, XM_020563345.1
XP_007220283.1, XM_007220221.2
XP_020412584.1, XM_020556995.1
XP_020423207.1, XM_020567618.1
XP_020425166.1, XM_020569577.1
XP_020425167.1, XM_020569578.1
XP_007209725.1, XM_007209663.2
XP_007225975.1, XM_007225913.2
XP_020409407.1, XM_020553818.1
XP_020421696.1, XM_020566107.1
XP_007223744.1, XM_007223682.2
XP_007202040.1, XM_007201978.2
XP_007222836.1, XM_007222774.2
XP_007223770.1, XM_007223708.2
XP_020411093.1, XM_020555504.1
XP_020411215.1, XM_020555626.1
XP_007199736.1, XM_007199674.2
XP_020425133.1, XM_020569544.1
XP_020424288.1, XM_020568699.1
XP_020424289.1, XM_020568700.1
XP_007215688.2, XM_007215626.2
XP_020416498.1, XM_020560909.1
XP_020425302.1, XM_020569713.1
XP_007211591.1, XM_007211529.2
XP_020416780.1, XM_020561191.1
XP_020417120.1, XM_020561531.1
XP_007216708.2, XM_007216646.2
XP_007202604.1, XM_007202542.2
XP_007202521.1, XM_007202459.2
XP_020417512.1, XM_020561923.1
XP_020417513.1, XM_020561924.1
XP_020417514.1, XM_020561925.1
XP_020417515.1, XM_020561926.1
XP_020417516.1, XM_020561927.1
XP_007215827.1, XM_007215765.2
XP_007203845.2, XM_007203783.2
XP_020425261.1, XM_020569672.1
XP_007211896.1, XM_007211834.2
XP_007201723.1, XM_007201661.2
XP_007199729.1, XM_007199667.2
XP_007210295.1, XM_007210233.2
XP_007202234.1, XM_007202172.2
XP_007202235.1, XM_007202173.2
XP_020424418.1, XM_020568829.1
XP_007208421.1, XM_007208359.2
XP_007198888.1, XM_007198826.2
XP_007213108.1, XM_007213046.2
XP_020418450.1, XM_020562861.1
XP_007202485.1, XM_007202423.2
XP_007204499.1, XM_007204437.2
XP_020424852.1, XM_020569263.1
XP_020424853.1, XM_020569264.1
XP_020424854.1, XM_020569265.1
XP_020424855.1, XM_020569266.1
XP_020424856.1, XM_020569267.1
XP_020424857.1, XM_020569268.1
XP_007215636.1, XM_007215574.2
XP_020414762.1, XM_020559173.1
XP_007219297.2, XM_007219235.2
XP_007223154.1, XM_007223092.2
XP_007208341.1, XM_007208279.2
XP_007220271.1, XM_007220209.2
XP_007216011.1, XM_007215949.2
XP_007212713.2, XM_007212651.2
XP_007209334.1, XM_007209272.2
XP_020420504.1, XM_020564915.1
XP_007199364.1, XM_007199302.2
XP_007217025.1, XM_007216963.2
XP_007201730.1, XM_007201668.2
XP_007204253.2, XM_007204191.2
XP_007218925.1, XM_007218863.2
XP_007221944.2, XM_007221882.2
XP_020409818.1, XM_020554229.1
XP_020426000.1, XM_020570411.1
XP_007220148.1, XM_007220086.2
XP_007223712.1, XM_007223650.2
XP_007205717.1, XM_007205655.2
XP_007209196.1, XM_007209134.2
XP_007213727.1, XM_007213665.2
XP_007220996.1, XM_007220934.2
XP_007209320.1, XM_007209258.2
XP_007208569.2, XM_007208507.2
XP_007212122.1, XM_007212060.2
XP_020419101.1, XM_020563512.1
XP_007225850.1, XM_007225788.2
XP_007215534.1, XM_007215472.2
XP_020416184.1, XM_020560595.1
XP_020416185.1, XM_020560596.1
XP_007204299.1, XM_007204237.2
XP_007210904.1, XM_007210842.2
XP_007201696.1, XM_007201634.2
XP_020423651.1, XM_020568062.1
XP_020423652.1, XM_020568063.1
XP_007214664.1, XM_007214602.2
XP_020417762.1, XM_020562173.1
XP_020417764.1, XM_020562175.1
XP_020412628.1, XM_020557039.1
XP_020412629.1, XM_020557040.1
XP_007218756.1, XM_007218694.2
XP_007203099.2, XM_007203037.2
XP_020416203.1, XM_020560614.1
XP_020425095.1, XM_020569506.1
XP_007210882.1, XM_007210820.2
XP_020418975.1, XM_020563386.1
XP_007209130.1, XM_007209068.2
XP_020420010.1, XM_020564421.1
XP_020420011.1, XM_020564422.1
XP_007203057.1, XM_007202995.2
XP_007208021.1, XM_007207959.2
XP_007225856.1, XM_007225794.2
XP_020413140.1, XM_020557551.1
XP_007218600.2, XM_007218538.2
XP_007223300.1, XM_007223238.2
XP_007199477.1, XM_007199415.2
XP_007206127.1, XM_007206065.2
XP_007217933.2, XM_007217871.2
XP_007216985.2, XM_007216923.2
XP_007218020.1, XM_007217958.2
XP_020413204.1, XM_020557615.1
XP_020413205.1, XM_020557616.1
XP_020413206.1, XM_020557617.1
XP_007200323.1, XM_007200261.2
XP_007214916.1, XM_007214854.2
XP_007202383.1, XM_007202321.2
XP_020424913.1, XM_020569324.1
XP_007214799.1, XM_007214737.2
XP_020424364.1, XM_020568775.1
XP_020424381.1, XM_020568792.1
XP_020419732.1, XM_020564143.1
XP_020419733.1, XM_020564144.1
XP_007222523.2, XM_007222461.2
XP_020411390.1, XM_020555801.1
XP_020411391.1, XM_020555802.1
XP_020411392.1, XM_020555803.1
XP_020411393.1, XM_020555804.1
XP_007220303.2, XM_007220241.2
XP_007200359.1, XM_007200297.2
XP_020421879.1, XM_020566290.1
XP_007220915.1, XM_007220853.2
XP_007223845.1, XM_007223783.2
XP_007218458.1, XM_007218396.2
XP_007219328.2, XM_007219266.2
XP_020413957.1, XM_020558368.1
XP_020413958.1, XM_020558369.1
XP_020417403.1, XM_020561814.1
XP_020425229.1, XM_020569640.1
XP_020425230.1, XM_020569641.1
XP_007208356.1, XM_007208294.2
XP_020422008.1, XM_020566419.1
XP_020412895.1, XM_020557306.1
XP_007218004.1, XM_007217942.2
XP_020413284.1, XM_020557695.1
XP_007223460.1, XM_007223398.2
XP_020417084.1, XM_020561495.1
XP_007211713.1, XM_007211651.2
XP_007213820.1, XM_007213758.2
XP_020418452.1, XM_020562863.1
XP_007215581.1, XM_007215519.2
XP_007218009.1, XM_007217947.2
XP_007210145.2, XM_007210083.2
XP_020420219.1, XM_020564630.1
XP_020420220.1, XM_020564631.1
XP_007205586.1, XM_007205524.2
XP_007223803.1, XM_007223741.2
XP_007214715.2, XM_007214653.2
XP_007222698.1, XM_007222636.2
XP_007222699.1, XM_007222637.2
XP_007210314.1, XM_007210252.2
XP_007210281.1, XM_007210219.2
XP_007217778.2, XM_007217716.2
XP_007202330.2, XM_007202268.2
XP_020424275.1, XM_020568686.1
XP_007215974.2, XM_007215912.2
XP_007217265.1, XM_007217203.2
XP_007218526.2, XM_007218464.2
XP_007221303.1, XM_007221241.2
XP_007221309.2, XM_007221247.2
XP_007226401.1, XM_007226339.2
XP_020418961.1, XM_020563372.1
XP_007223204.1, XM_007223142.2
XP_007205200.1, XM_007205138.2
XP_020422777.1, XM_020567188.1
XP_007206718.1, XM_007206656.2
XP_020421674.1, XM_020566085.1
XP_020414581.1, XM_020558992.1
XP_020414582.1, XM_020558993.1
XP_020414692.1, XM_020559103.1
XP_020415002.1, XM_020559413.1
XP_020415003.1, XM_020559414.1
XP_020415004.1, XM_020559415.1
XP_020415005.1, XM_020559416.1
XP_020415743.1, XM_020560154.1
XP_020415748.1, XM_020560159.1
XP_020415749.1, XM_020560160.1
XP_020415750.1, XM_020560161.1
XP_020415751.1, XM_020560162.1
XP_020420780.1, XM_020565191.1
XP_007200322.1, XM_007200260.2
XP_020425313.1, XM_020569724.1
XP_020425314.1, XM_020569725.1
XP_020425315.1, XM_020569726.1
XP_007204358.1, XM_007204296.2
XP_020422600.1, XM_020567011.1
XP_020421456.1, XM_020565867.1
XP_007208882.2, XM_007208820.2
XP_020417891.1, XM_020562302.1
XP_007217883.1, XM_007217821.2
XP_007211281.1, XM_007211219.2
XP_007225685.1, XM_007225623.2
XP_007222349.1, XM_007222287.2
XP_007200380.1, XM_007200318.2
XP_020424887.1, XM_020569298.1
XP_020424890.1, XM_020569301.1
XP_007227259.1, XM_007227197.2
XP_007215887.2, XM_007215825.2
XP_020416460.1, XM_020560871.1
XP_020423348.1, XM_020567759.1
XP_007225678.1, XM_007225616.2
XP_007220301.1, XM_007220239.2
XP_020412657.1, XM_020557068.1
XP_020411573.1, XM_020555984.1
XP_020411574.1, XM_020555985.1
XP_007208875.2, XM_007208813.2
XP_007199176.2, XM_007199114.2
XP_020426042.1, XM_020570453.1
XP_020426043.1, XM_020570454.1
XP_020426044.1, XM_020570455.1
XP_007215552.2, XM_007215490.2
XP_020418248.1, XM_020562659.1
XP_020418252.1, XM_020562663.1
XP_007198928.1, XM_007198866.2
XP_020413729.1, XM_020558140.1
XP_007208067.1, XM_007208005.2
XP_020421875.1, XM_020566286.1
XP_007211972.1, XM_007211910.2
XP_007211973.1, XM_007211911.2
XP_007223893.1, XM_007223831.2
XP_020410214.1, XM_020554625.1
XP_020418618.1, XM_020563029.1
XP_020410553.1, XM_020554964.1
XP_007222100.1, XM_007222038.2
XP_020411394.1, XM_020555805.1
XP_007202687.1, XM_007202625.2
XP_007203621.1, XM_007203559.2
XP_007204197.1, XM_007204135.2
XP_020423229.1, XM_020567640.1
XP_020423536.1, XM_020567947.1
XP_020410409.1, XM_020554820.1
XP_020410410.1, XM_020554821.1
XP_007202744.1, XM_007202682.2
XP_007215799.1, XM_007215737.2
XP_020422039.1, XM_020566450.1
XP_020422040.1, XM_020566451.1
XP_007217168.1, XM_007217106.2
XP_020416655.1, XM_020561066.1
XP_020420844.1, XM_020565255.1
XP_007211634.1, XM_007211572.2
XP_007199347.1, XM_007199285.2
XP_020425393.1, XM_020569804.1
XP_020425394.1, XM_020569805.1
XP_020425395.1, XM_020569806.1
XP_007208145.2, XM_007208083.2
XP_020420943.1, XM_020565354.1
XP_020420944.1, XM_020565355.1
XP_007201448.1, XM_007201386.2
XP_007201449.1, XM_007201387.2
XP_020426190.1, XM_020570601.1
XP_020426191.1, XM_020570602.1
XP_007207323.1, XM_007207261.2
XP_020418334.1, XM_020562745.1
XP_020418335.1, XM_020562746.1
XP_020423311.1, XM_020567722.1
XP_020423312.1, XM_020567723.1
XP_007217961.1, XM_007217899.2
XP_020411712.1, XM_020556123.1
XP_020411713.1, XM_020556124.1
XP_007213289.1, XM_007213227.2
XP_020417149.1, XM_020561560.1
XP_020417150.1, XM_020561561.1
XP_007221376.1, XM_007221314.2
XP_020423137.1, XM_020567548.1
XP_007202678.1, XM_007202616.2
XP_007221113.1, XM_007221051.2
XP_020414287.1, XM_020558698.1
XP_007220567.1, XM_007220505.2
XP_020415282.1, XM_020559693.1
XP_020415283.1, XM_020559694.1
XP_007221552.1, XM_007221490.2
XP_020414817.1, XM_020559228.1
XP_007209154.1, XM_007209092.2
XP_020419696.1, XM_020564107.1
XP_007207329.1, XM_007207267.2
XP_007220499.1, XM_007220437.2
XP_020414177.1, XM_020558588.1
XP_007209160.1, XM_007209098.2
XP_020419243.1, XM_020563654.1
XP_020425323.1, XM_020569734.1
XP_007215030.1, XM_007214968.2
XP_020416375.1, XM_020560786.1
XP_007209328.1, XM_007209266.2
XP_020419854.1, XM_020564265.1
XP_007221853.1, XM_007221791.2
XP_007217520.1, XM_007217458.2
XP_007224601.1, XM_007224539.2
XP_007210582.2, XM_007210520.2
XP_007211192.1, XM_007211130.2
XP_007200563.1, XM_007200501.2
XP_020425656.1, XM_020570067.1
XP_020410298.1, XM_020554709.1
XP_020410299.1, XM_020554710.1
XP_020410300.1, XM_020554711.1
XP_007222904.1, XM_007222842.2
XP_020409898.1, XM_020554309.1
XP_020409899.1, XM_020554310.1
XP_007225665.1, XM_007225603.2
XP_020419734.1, XM_020564145.1
XP_007211295.1, XM_007211233.2
XP_007207373.1, XM_007207311.2
XP_020423021.1, XM_020567432.1
XP_020423022.1, XM_020567433.1
XP_007199662.2, XM_007199600.2
XP_020418342.1, XM_020562753.1
XP_020418616.1, XM_020563027.1
XP_007222939.1, XM_007222877.2
XP_007200340.1, XM_007200278.2
XP_020421739.1, XM_020566150.1
XP_007207471.1, XM_007207409.2
XP_007213986.1, XM_007213924.2
XP_007222978.1, XM_007222916.2
XP_007223646.2, XM_007223584.2
XP_007199873.1, XM_007199811.2
XP_007222378.1, XM_007222316.2
XP_007222297.1, XM_007222235.2
XP_020422769.1, XM_020567180.1
XP_007223432.1, XM_007223370.2
XP_007225282.1, XM_007225220.2
XP_020411901.1, XM_020556312.1
XP_007214611.1, XM_007214549.2
XP_007215180.1, XM_007215118.2
XP_007204234.1, XM_007204172.2
XP_007199192.2, XM_007199130.2
XP_007215380.2, XM_007215318.2
XP_007201261.1, XM_007201199.2
XP_007201421.1, XM_007201359.2
XP_007212247.1, XM_007212185.2
XP_007222893.2, XM_007222831.2
XP_007224635.2, XM_007224573.2
XP_020410079.1, XM_020554490.1
XP_020410083.1, XM_020554494.1
XP_007204380.1, XM_007204318.2
XP_007223052.1, XM_007222990.2
XP_007206701.2, XM_007206639.2
XP_007226131.2, XM_007226069.2
XP_007216260.2, XM_007216198.2
XP_020416697.1, XM_020561108.1
XP_020416508.1, XM_020560919.1
XP_020416513.1, XM_020560924.1
XP_020416518.1, XM_020560929.1
XP_007211447.1, XM_007211385.2
XP_007214399.1, XM_007214337.2
XP_007202024.1, XM_007201962.2
XP_020413245.1, XM_020557656.1
XP_020416132.1, XM_020560543.1
XP_007217728.1, XM_007217666.2
XP_020415267.1, XM_020559678.1
XP_007202618.1, XM_007202556.2
XP_007226094.1, XM_007226032.2
XP_007205958.1, XM_007205896.2
XP_007218499.1, XM_007218437.2
XP_007208076.1, XM_007208014.2
XP_020422659.1, XM_020567070.1
XP_007205049.1, XM_007204987.2
XP_020419876.1, XM_020564287.1
XP_007209894.1, XM_007209832.2
XP_007218152.1, XM_007218090.2
XP_007202146.1, XM_007202084.2
XP_007199396.1, XM_007199334.2
XP_007201336.1, XM_007201274.2
XP_007223426.1, XM_007223364.2
XP_007199922.2, XM_007199860.2
XP_007201556.2, XM_007201494.2
XP_020425701.1, XM_020570112.1
XP_020425702.1, XM_020570113.1
XP_020419289.1, XM_020563700.1
XP_007209374.1, XM_007209312.2
XP_007225919.1, XM_007225857.2
XP_020416859.1, XM_020561270.1
XP_020417746.1, XM_020562157.1
XP_020417747.1, XM_020562158.1
XP_007200949.1, XM_007200887.2
XP_007217078.1, XM_007217016.2
XP_007217029.1, XM_007216967.2
XP_007223006.1, XM_007222944.2
XP_007211631.1, XM_007211569.2
XP_020422064.1, XM_020566475.1
XP_020422065.1, XM_020566476.1
XP_007203214.2, XM_007203152.2
XP_007217882.1, XM_007217820.2
XP_020415440.1, XM_020559851.1
XP_007202838.1, XM_007202776.2
XP_007227310.1, XM_007227248.2
XP_007218095.1, XM_007218033.2
XP_007215388.2, XM_007215326.2
XP_007202418.1, XM_007202356.2
XP_007203871.1, XM_007203809.2
XP_007200541.1, XM_007200479.2
XP_007202611.1, XM_007202549.2
XP_020409435.1, XM_020553846.1
XP_007208088.1, XM_007208026.2
XP_020411493.1, XM_020555904.1
XP_007224690.1, XM_007224628.2
XP_020411010.1, XM_020555421.1
XP_020411011.1, XM_020555422.1
XP_007222298.1, XM_007222236.2
XP_007217080.2, XM_007217018.2
XP_007218679.1, XM_007218617.2
XP_020415085.1, XM_020559496.1
XP_007219054.1, XM_007218992.2
XP_020412218.1, XM_020556629.1
XP_007223859.2, XM_007223797.2
XP_020411147.1, XM_020555558.1
XP_020411148.1, XM_020555559.1
XP_007218802.2, XM_007218740.2
XP_007207764.1, XM_007207702.2
XP_007219080.2, XM_007219018.2
XP_007199720.1, XM_007199658.2
XP_007209473.1, XM_007209411.2
XP_007209355.1, XM_007209293.2
XP_007209525.2, XM_007209463.2
XP_007208691.2, XM_007208629.2
XP_007225614.1, XM_007225552.2
XP_020410945.1, XM_020555356.1
XP_007213955.2, XM_007213893.2
XP_007226217.1, XM_007226155.2
XP_007206773.2, XM_007206711.2
XP_020422578.1, XM_020566989.1
XP_007220204.2, XM_007220142.2
XP_020419275.1, XM_020563686.1
XP_007210426.1, XM_007210364.2
XP_020421232.1, XM_020565643.1
XP_020421237.1, XM_020565648.1
XP_007220441.1, XM_007220379.2
XP_020413066.1, XM_020557477.1
XP_007211822.1, XM_007211760.2
XP_007223400.1, XM_007223338.2
XP_007211633.1, XM_007211571.2
XP_007212913.1, XM_007212851.2
XP_007211880.1, XM_007211818.2
XP_007215516.1, XM_007215454.2
XP_007210429.1, XM_007210367.2
XP_020422655.1, XM_020567066.1
XP_020422657.1, XM_020567068.1
XP_020422658.1, XM_020567069.1
XP_007213605.1, XM_007213543.2
XP_007200388.1, XM_007200326.2
XP_007202220.1, XM_007202158.2
XP_020417438.1, XM_020561849.1
XP_020417439.1, XM_020561850.1
XP_007223547.1, XM_007223485.2
XP_007212762.2, XM_007212700.2
XP_007213014.2, XM_007212952.2
XP_020416926.1, XM_020561337.1
XP_020416927.1, XM_020561338.1
XP_020416928.1, XM_020561339.1
XP_020418632.1, XM_020563043.1
XP_007225274.1, XM_007225212.2
XP_007214942.1, XM_007214880.2
XP_020413774.1, XM_020558185.1
XP_007227468.1, XM_007227406.2
XP_007211503.1, XM_007211441.2
XP_007211786.1, XM_007211724.2
XP_007214418.1, XM_007214356.2
XP_020417425.1, XM_020561836.1
XP_007225870.2, XM_007225808.2
XP_007225442.1, XM_007225380.2
XP_007211381.1, XM_007211319.2
XP_020421554.1, XM_020565965.1
XP_020422495.1, XM_020566906.1
XP_020422496.1, XM_020566907.1
XP_007207922.2, XM_007207860.2
XP_007219274.2, XM_007219212.2
XP_007202476.2, XM_007202414.2
XP_020423394.1, XM_020567805.1
XP_007206018.1, XM_007205956.2
XP_007215464.1, XM_007215402.2
XP_007199737.1, XM_007199675.2
XP_020426026.1, XM_020570437.1
XP_020426027.1, XM_020570438.1
XP_007202688.1, XM_007202626.2
XP_007218511.1, XM_007218449.2
XP_020417282.1, XM_020561693.1
XP_020417804.1, XM_020562215.1
XP_007226767.1, XM_007226705.2
XP_020416020.1, XM_020560431.1
XP_007223078.1, XM_007223016.2
XP_020411985.1, XM_020556396.1
XP_007209639.1, XM_007209577.2
XP_020421191.1, XM_020565602.1
XP_007223149.1, XM_007223087.2
XP_020410020.1, XM_020554431.1
XP_007222126.1, XM_007222064.2
XP_007218445.1, XM_007218383.2
XP_007218446.1, XM_007218384.2
XP_007219540.1, XM_007219478.2
XP_020413567.1, XM_020557978.1
XP_007222826.2, XM_007222764.2
XP_007222905.1, XM_007222843.2
XP_007210893.1, XM_007210831.2
XP_020418789.1, XM_020563200.1
XP_007202333.1, XM_007202271.2
XP_020423993.1, XM_020568404.1
XP_020423994.1, XM_020568405.1
XP_007219039.1, XM_007218977.2
XP_007215513.1, XM_007215451.2
XP_007226677.1, XM_007226615.2
XP_020415334.1, XM_020559745.1
XP_007205769.1, XM_007205707.2
XP_007205413.1, XM_007205351.2
XP_007225732.1, XM_007225670.2
XP_020409247.1, XM_020553658.1
XP_007209475.1, XM_007209413.2
XP_007204592.1, XM_007204530.2
XP_020424220.1, XM_020568631.1
XP_020424221.1, XM_020568632.1
XP_007222778.1, XM_007222716.2
XP_007220988.1, XM_007220926.2
XP_007222879.1, XM_007222817.2
