protein, rna
XP_002884024.1, XM_002883978.2
XP_020886229.1, XM_021030570.1
XP_002880853.1, XM_002880807.2
XP_002877921.1, XM_002877875.2
XP_020883957.1, XM_021028298.1
XP_002876886.1, XM_002876840.2
XP_002890030.2, XM_002889984.2
XP_002876127.1, XM_002876081.2
XP_020880636.1, XM_021024977.1
XP_002875021.1, XM_002874975.2
XP_002874481.1, XM_002874435.2
XP_020870878.1, XM_021015219.1
XP_020870879.1, XM_021015220.1
XP_002873628.1, XM_002873582.2
XP_002871886.2, XM_002871840.2
XP_002871887.1, XM_002871841.2
XP_020879400.1, XM_021023741.1
XP_020879401.1, XM_021023742.1
XP_020879402.1, XM_021023743.1
XP_020879403.1, XM_021023744.1
XP_002870697.1, XM_002870651.2
XP_020880902.1, XM_021025243.1
XP_002870646.1, XM_002870600.2
XP_002869202.1, XM_002869156.2
XP_020873950.1, XM_021018291.1
XP_002867343.2, XM_002867297.2
XP_002866363.1, XM_002866317.2
XP_002865847.1, XM_002865801.2
XP_002865780.1, XM_002865734.2
XP_002867645.1, XM_002867599.2
XP_002865753.1, XM_002865707.2
XP_002867672.1, XM_002867626.2
XP_002864104.1, XM_002864058.2
XP_020889659.1, XM_021034000.1
XP_020889660.1, XM_021034001.1
XP_020889661.1, XM_021034002.1
XP_002864020.1, XM_002863974.2
XP_020873323.1, XM_021017664.1
XP_002863965.1, XM_002863919.2
XP_002868317.1, XM_002868271.2
XP_020872430.1, XM_021016771.1
XP_002863930.1, XM_002863884.2
XP_020885932.1, XM_021030273.1
XP_002863522.1, XM_002863476.2
XP_020882644.1, XM_021026985.1
XP_020882646.1, XM_021026987.1
XP_020891635.1, XM_021035976.1
XP_020891636.1, XM_021035977.1
XP_020891332.1, XM_021035673.1
XP_020890147.1, XM_021034488.1
XP_020889090.1, XM_021033431.1
XP_020888955.1, XM_021033296.1
XP_020888108.1, XM_021032449.1
XP_020889885.1, XM_021034226.1
XP_020887325.1, XM_021031666.1
XP_020887216.1, XM_021031557.1
XP_020887217.1, XM_021031558.1
XP_020887218.1, XM_021031559.1
XP_020887169.1, XM_021031510.1
XP_020887170.1, XM_021031511.1
XP_020886562.1, XM_021030903.1
XP_020886563.1, XM_021030904.1
XP_020884199.1, XM_021028540.1
XP_020884200.1, XM_021028541.1
XP_020882924.1, XM_021027265.1
XP_020880194.1, XM_021024535.1
XP_020880182.1, XM_021024523.1
XP_020879916.1, XM_021024257.1
XP_020879917.1, XM_021024258.1
XP_020879918.1, XM_021024259.1
XP_020879919.1, XM_021024260.1
XP_020879768.1, XM_021024109.1
XP_020878958.1, XM_021023299.1
XP_020878959.1, XM_021023300.1
XP_020878961.1, XM_021023302.1
XP_020878871.1, XM_021023212.1
XP_020887889.1, XM_021032230.1
XP_020887890.1, XM_021032231.1
XP_020888173.1, XM_021032514.1
XP_020888175.1, XM_021032516.1
XP_020878392.1, XM_021022733.1
XP_020878394.1, XM_021022735.1
XP_020878073.1, XM_021022414.1
XP_020890986.1, XM_021035327.1
XP_020877731.1, XM_021022072.1
XP_020877738.1, XM_021022079.1
XP_020877578.1, XM_021021919.1
XP_020876685.1, XM_021021026.1
XP_020876687.1, XM_021021028.1
XP_020876300.1, XM_021020641.1
XP_020876301.1, XM_021020642.1
XP_020876287.1, XM_021020628.1
XP_020876286.1, XM_021020627.1
YP_009357301.1, 
XP_020875314.1, XM_021019655.1
XP_020874847.1, XM_021019188.1
XP_020874596.1, XM_021018937.1
XP_020874597.1, XM_021018938.1
XP_020884389.1, XM_021028730.1
XP_020884390.1, XM_021028731.1
XP_020874270.1, XM_021018611.1
XP_020885721.1, XM_021030062.1
XP_020885722.1, XM_021030063.1
XP_020873892.1, XM_021018233.1
XP_020873670.1, XM_021018011.1
XP_020877714.1, XM_021022055.1
XP_020877715.1, XM_021022056.1
XP_020877716.1, XM_021022057.1
XP_020870612.1, XM_021014953.1
XP_020887395.1, XM_021031736.1
XP_020870019.1, XM_021014360.1
XP_020870020.1, XM_021014361.1
XP_020870021.1, XM_021014362.1
XP_020869793.1, XM_021014134.1
XP_020869794.1, XM_021014135.1
XP_020869795.1, XM_021014136.1
XP_020869796.1, XM_021014137.1
XP_020869063.1, XM_021013404.1
XP_020869067.1, XM_021013408.1
XP_020882595.1, XM_021026936.1
XP_020868740.1, XM_021013081.1
XP_020889156.1, XM_021033497.1
XP_020867923.1, XM_021012264.1
XP_020867454.1, XM_021011795.1
XP_020866995.1, XM_021011336.1
XP_020866996.1, XM_021011337.1
XP_020866997.1, XM_021011338.1
XP_020866976.1, XM_021011317.1
XP_020866451.1, XM_021010792.1
XP_020878329.1, XM_021022670.1
XP_020888763.1, XM_021033104.1
XP_020866351.1, XM_021010692.1
XP_020866352.1, XM_021010693.1
XP_020866353.1, XM_021010694.1
XP_020866354.1, XM_021010695.1
XP_020866360.1, XM_021010701.1
XP_020866227.1, XM_021010568.1
XP_020868679.1, XM_021013020.1
XP_020866188.1, XM_021010529.1
XP_020889709.1, XM_021034050.1
XP_020889710.1, XM_021034051.1
XP_020889711.1, XM_021034052.1
XP_002894326.1, XM_002894280.2
XP_020887651.1, XM_021031992.1
XP_002893385.1, XM_002893339.2
XP_020885719.1, XM_021030060.1
XP_020885724.1, XM_021030065.1
XP_002890977.1, XM_002890931.2
XP_020889456.1, XM_021033797.1
XP_002890016.1, XM_002889970.2
XP_002889712.1, XM_002889666.2
XP_020870199.1, XM_021014540.1
XP_020870200.1, XM_021014541.1
XP_020870201.1, XM_021014542.1
XP_002888465.1, XM_002888419.2
XP_002888405.1, XM_002888359.2
XP_002887108.1, XM_002887062.2
XP_002885456.1, XM_002885410.2
XP_002885065.1, XM_002885019.2
XP_002884975.1, XM_002884929.2
XP_002884698.1, XM_002884652.2
XP_002884292.1, XM_002884246.2
XP_020877608.1, XM_021021949.1
XP_002882947.1, XM_002882901.2
XP_002894409.1, XM_002894363.2
XP_020874358.1, XM_021018699.1
XP_002882666.1, XM_002882620.2
XP_002882413.2, XM_002882367.2
XP_020876868.1, XM_021021209.1
XP_020876869.1, XM_021021210.1
XP_002882316.1, XM_002882270.2
XP_020878196.1, XM_021022537.1
XP_002880921.1, XM_002880875.2
XP_002880180.1, XM_002880134.2
XP_020881142.1, XM_021025483.1
XP_020881143.1, XM_021025484.1
XP_002880057.1, XM_002880011.2
XP_020883636.1, XM_021027977.1
XP_002879449.1, XM_002879403.2
XP_020874429.1, XM_021018770.1
XP_002879409.1, XM_002879363.2
XP_002889525.1, XM_002889479.2
XP_002876821.1, XM_002876775.2
XP_002873822.1, XM_002873776.2
XP_002884366.1, XM_002884320.2
XP_002873633.1, XM_002873587.2
XP_020871317.1, XM_021015658.1
XP_002872722.1, XM_002872676.2
XP_020874758.1, XM_021019099.1
XP_002872612.1, XM_002872566.2
XP_002872619.1, XM_002872573.2
XP_002871786.1, XM_002871740.2
XP_020877788.1, XM_021022129.1
XP_002871180.1, XM_002871134.2
XP_020888290.1, XM_021032631.1
XP_002871024.1, XM_002870978.2
XP_002890223.1, XM_002890177.2
XP_020888372.1, XM_021032713.1
XP_002870956.1, XM_002870910.2
XP_002870057.1, XM_002870011.2
XP_020871123.1, XM_021015464.1
XP_002868307.1, XM_002868261.2
XP_020889002.1, XM_021033343.1
XP_002867194.1, XM_002867148.2
XP_002866910.1, XM_002866864.2
XP_002866428.1, XM_002866382.2
XP_020866528.1, XM_021010869.1
XP_002865836.1, XM_002865790.2
XP_002864814.1, XM_002864768.2
XP_002864523.1, XM_002864477.2
XP_002864429.1, XM_002864383.2
XP_002886967.1, XM_002886921.2
XP_002888517.1, XM_002888471.2
XP_020890203.1, XM_021034544.1
XP_020890204.1, XM_021034545.1
XP_020891549.1, XM_021035890.1
XP_020891550.1, XM_021035891.1
XP_002863434.1, XM_002863388.2
XP_002862673.1, XM_002862627.2
XP_020886038.1, XM_021030379.1
XP_002862427.2, XM_002862381.2
XP_002871329.1, XM_002871283.2
XP_020878128.1, XM_021022469.1
XP_020878129.1, XM_021022470.1
XP_020878130.1, XM_021022471.1
XP_020879426.1, XM_021023767.1
XP_002862350.2, XM_002862304.2
XP_020886755.1, XM_021031096.1
XP_020891436.1, XM_021035777.1
XP_020891410.1, XM_021035751.1
XP_020891411.1, XM_021035752.1
XP_020890634.1, XM_021034975.1
XP_020890499.1, XM_021034840.1
XP_020890500.1, XM_021034841.1
XP_020890501.1, XM_021034842.1
XP_020889016.1, XM_021033357.1
XP_020889231.1, XM_021033572.1
XP_020887526.1, XM_021031867.1
XP_020883817.1, XM_021028158.1
XP_020883693.1, XM_021028034.1
XP_020883694.1, XM_021028035.1
XP_020883695.1, XM_021028036.1
XP_020883023.1, XM_021027364.1
XP_020882689.1, XM_021027030.1
XP_020882529.1, XM_021026870.1
XP_020880126.1, XM_021024467.1
XP_020880127.1, XM_021024468.1
XP_020880024.1, XM_021024365.1
XP_020880025.1, XM_021024366.1
XP_020879660.1, XM_021024001.1
XP_020878820.1, XM_021023161.1
XP_020886537.1, XM_021030878.1
XP_020878620.1, XM_021022961.1
XP_020878463.1, XM_021022804.1
XP_020877838.1, XM_021022179.1
XP_020887677.1, XM_021032018.1
XP_020877562.1, XM_021021903.1
XP_020874031.1, XM_021018372.1
XP_020874032.1, XM_021018373.1
XP_020873257.1, XM_021017598.1
XP_020873253.1, XM_021017594.1
XP_020873254.1, XM_021017595.1
XP_020872814.1, XM_021017155.1
XP_020872316.1, XM_021016657.1
XP_020869264.1, XM_021013605.1
XP_020890988.1, XM_021035329.1
XP_020868730.1, XM_021013071.1
XP_020891365.1, XM_021035706.1
XP_020868197.1, XM_021012538.1
XP_020868198.1, XM_021012539.1
XP_020868199.1, XM_021012540.1
XP_020867190.1, XM_021011531.1
XP_020866973.1, XM_021011314.1
XP_020866974.1, XM_021011315.1
XP_020866937.1, XM_021011278.1
XP_020866938.1, XM_021011279.1
XP_020866797.1, XM_021011138.1
XP_020865933.1, XM_021010274.1
XP_020865861.1, XM_021010202.1
XP_002894239.1, XM_002894193.2
XP_020869325.1, XM_021013666.1
XP_020869326.1, XM_021013667.1
XP_020869327.1, XM_021013668.1
XP_020887206.1, XM_021031547.1
XP_002893460.1, XM_002893414.2
XP_020867732.1, XM_021012073.1
XP_002893419.1, XM_002893373.2
XP_020891130.1, XM_021035471.1
XP_020891131.1, XM_021035472.1
XP_002892819.1, XM_002892773.2
XP_002891561.1, XM_002891515.2
XP_020869324.1, XM_021013665.1
XP_002890105.1, XM_002890059.2
XP_020867819.1, XM_021012160.1
XP_020887649.1, XM_021031990.1
XP_002888901.1, XM_002888855.2
XP_020889953.1, XM_021034294.1
XP_020889954.1, XM_021034295.1
XP_020889955.1, XM_021034296.1
XP_002888075.1, XM_002888029.2
XP_002887072.1, XM_002887026.2
XP_020872128.1, XM_021016469.1
XP_002886720.1, XM_002886674.2
XP_002888265.1, XM_002888219.2
XP_020890596.1, XM_021034937.1
XP_020890597.1, XM_021034938.1
XP_020890598.1, XM_021034939.1
XP_020891104.1, XM_021035445.1
XP_002886405.1, XM_002886359.2
XP_002886412.1, XM_002886366.2
XP_002886415.1, XM_002886369.2
XP_020890362.1, XM_021034703.1
XP_020890363.1, XM_021034704.1
XP_020890364.1, XM_021034705.1
XP_020890365.1, XM_021034706.1
XP_020890366.1, XM_021034707.1
XP_020890367.1, XM_021034708.1
XP_020890368.1, XM_021034709.1
XP_002884900.1, XM_002884854.2
XP_002882222.1, XM_002882176.2
XP_020876571.1, XM_021020912.1
XP_002882161.1, XM_002882115.2
XP_002881149.1, XM_002881103.2
XP_020883333.1, XM_021027674.1
XP_020883334.1, XM_021027675.1
XP_020885121.1, XM_021029462.1
XP_002880550.1, XM_002880504.2
XP_020872120.1, XM_021016461.1
XP_002880339.1, XM_002880293.2
XP_002879512.1, XM_002879466.2
XP_002879120.2, XM_002879074.2
XP_020883684.1, XM_021028025.1
XP_002878329.1, XM_002878283.2
XP_002881988.1, XM_002881942.2
XP_020880134.1, XM_021024475.1
XP_002878165.1, XM_002878119.2
XP_020881228.1, XM_021025569.1
XP_002877070.1, XM_002877024.2
XP_020885902.1, XM_021030243.1
XP_002876531.1, XM_002876485.2
XP_002880090.1, XM_002880044.2
XP_020882003.1, XM_021026344.1
XP_020882985.1, XM_021027326.1
XP_002876097.2, XM_002876051.2
XP_002879749.2, XM_002879703.2
XP_002875404.2, XM_002875358.2
XP_002875405.1, XM_002875359.2
XP_002875406.1, XM_002875360.2
XP_002874726.1, XM_002874680.2
XP_002874372.1, XM_002874326.2
XP_020889042.1, XM_021033383.1
XP_002873277.1, XM_002873231.2
XP_002872959.1, XM_002872913.2
XP_002872902.1, XM_002872856.2
XP_020866488.1, XM_021010829.1
XP_020866490.1, XM_021010831.1
XP_020877971.1, XM_021022312.1
XP_020877972.1, XM_021022313.1
XP_020878724.1, XM_021023065.1
XP_002871844.1, XM_002871798.2
XP_020878234.1, XM_021022575.1
XP_020878235.1, XM_021022576.1
XP_002871499.1, XM_002871453.2
XP_002870967.1, XM_002870921.2
XP_002870395.1, XM_002870349.2
XP_002887249.1, XM_002887203.2
XP_020891350.1, XM_021035691.1
XP_002869881.1, XM_002869835.2
XP_020873648.1, XM_021017989.1
XP_002869457.2, XM_002869411.2
XP_002868930.1, XM_002868884.2
XP_002880437.1, XM_002880391.2
XP_020878391.1, XM_021022732.1
XP_002867679.1, XM_002867633.2
XP_002870609.1, XM_002870563.2
XP_002894187.2, XM_002894141.2
XP_002867650.2, XM_002867604.2
XP_020871335.1, XM_021015676.1
XP_020873693.1, XM_021018034.1
XP_020873694.1, XM_021018035.1
XP_020873695.1, XM_021018036.1
XP_020873696.1, XM_021018037.1
XP_002867595.1, XM_002867549.2
XP_002866976.1, XM_002866930.2
XP_002888438.1, XM_002888392.2
XP_002865122.1, XM_002865076.2
XP_002864839.1, XM_002864793.2
XP_002864548.1, XM_002864502.2
XP_002864240.1, XM_002864194.2
XP_020872317.1, XM_021016658.1
XP_002864089.1, XM_002864043.2
XP_020890868.1, XM_021035209.1
XP_020889580.1, XM_021033921.1
XP_020889581.1, XM_021033922.1
XP_020887693.1, XM_021032034.1
XP_020886383.1, XM_021030724.1
XP_020886384.1, XM_021030725.1
XP_020884736.1, XM_021029077.1
XP_020887270.1, XM_021031611.1
XP_020884272.1, XM_021028613.1
XP_020883848.1, XM_021028189.1
XP_020883849.1, XM_021028190.1
XP_020883656.1, XM_021027997.1
XP_020883657.1, XM_021027998.1
XP_020882822.1, XM_021027163.1
XP_020882795.1, XM_021027136.1
XP_020881317.1, XM_021025658.1
XP_020880765.1, XM_021025106.1
XP_020880766.1, XM_021025107.1
XP_020880705.1, XM_021025046.1
XP_020880523.1, XM_021024864.1
XP_020884243.1, XM_021028584.1
XP_020880353.1, XM_021024694.1
XP_020879637.1, XM_021023978.1
XP_020878790.1, XM_021023131.1
XP_020878461.1, XM_021022802.1
XP_020878465.1, XM_021022806.1
XP_020878471.1, XM_021022812.1
XP_020878477.1, XM_021022818.1
XP_020878203.1, XM_021022544.1
XP_020878204.1, XM_021022545.1
XP_020886851.1, XM_021031192.1
XP_020877817.1, XM_021022158.1
XP_020877467.1, XM_021021808.1
XP_020876548.1, XM_021020889.1
XP_020873890.1, XM_021018231.1
XP_020873891.1, XM_021018232.1
XP_020873793.1, XM_021018134.1
XP_020873636.1, XM_021017977.1
XP_020882751.1, XM_021027092.1
XP_020882752.1, XM_021027093.1
XP_020884751.1, XM_021029092.1
XP_020873008.1, XM_021017349.1
XP_020885186.1, XM_021029527.1
XP_020885187.1, XM_021029528.1
XP_020872348.1, XM_021016689.1
XP_020871599.1, XM_021015940.1
XP_020870869.1, XM_021015210.1
XP_020889590.1, XM_021033931.1
XP_020869573.1, XM_021013914.1
XP_020869561.1, XM_021013902.1
XP_020883807.1, XM_021028148.1
XP_020869333.1, XM_021013674.1
XP_020869334.1, XM_021013675.1
XP_020868930.1, XM_021013271.1
XP_020868931.1, XM_021013272.1
XP_020891320.1, XM_021035661.1
XP_020868418.1, XM_021012759.1
XP_020868045.1, XM_021012386.1
XP_020867346.1, XM_021011687.1
XP_020867316.1, XM_021011657.1
XP_020867317.1, XM_021011658.1
XP_020866955.1, XM_021011296.1
XP_020866956.1, XM_021011297.1
XP_020891593.1, XM_021035934.1
XP_020891594.1, XM_021035935.1
XP_020866418.1, XM_021010759.1
XP_020866350.1, XM_021010691.1
XP_020876854.1, XM_021021195.1
XP_002894467.1, XM_002894421.2
XP_020867403.1, XM_021011744.1
XP_020889074.1, XM_021033415.1
XP_002894323.1, XM_002894277.2
XP_020888988.1, XM_021033329.1
XP_002893453.1, XM_002893407.2
XP_020876945.1, XM_021021286.1
XP_002893259.1, XM_002893213.2
XP_002892457.1, XM_002892411.2
XP_002890723.1, XM_002890677.2
XP_002890537.1, XM_002890491.2
XP_020879136.1, XM_021023477.1
XP_002890224.1, XM_002890178.2
XP_020890236.1, XM_021034577.1
XP_002889174.1, XM_002889128.2
XP_002887967.1, XM_002887921.2
XP_002887382.1, XM_002887336.2
XP_002882515.1, XM_002882469.2
XP_020871929.1, XM_021016270.1
XP_020871930.1, XM_021016271.1
XP_002882379.1, XM_002882333.2
XP_002881680.1, XM_002881634.2
XP_020885114.1, XM_021029455.1
XP_002881296.1, XM_002881250.2
XP_002893508.2, XM_002893462.2
XP_020866787.1, XM_021011128.1
XP_002880999.1, XM_002880953.2
XP_020870227.1, XM_021014568.1
XP_002880320.1, XM_002880274.2
XP_020881151.1, XM_021025492.1
XP_002880139.1, XM_002880093.2
XP_002879743.1, XM_002879697.2
XP_002884701.1, XM_002884655.2
XP_020888080.1, XM_021032421.1
XP_002877895.1, XM_002877849.2
XP_002881452.1, XM_002881406.2
XP_002877230.1, XM_002877184.2
XP_020875111.1, XM_021019452.1
XP_002876540.1, XM_002876494.2
XP_020884935.1, XM_021029276.1
XP_002876016.1, XM_002875970.2
XP_020875970.1, XM_021020311.1
XP_020881754.1, XM_021026095.1
XP_002875180.1, XM_002875134.2
XP_002892794.1, XM_002892748.2
XP_020868748.1, XM_021013089.1
XP_002873820.2, XM_002873774.2
XP_002873086.1, XM_002873040.2
XP_020880458.1, XM_021024799.1
XP_020883839.1, XM_021028180.1
XP_002872352.1, XM_002872306.2
XP_020879149.1, XM_021023490.1
XP_002872281.1, XM_002872235.2
XP_002893455.1, XM_002893409.2
XP_020876880.1, XM_021021221.1
XP_020876881.1, XM_021021222.1
XP_002872231.1, XM_002872185.2
XP_020879591.1, XM_021023932.1
XP_020879592.1, XM_021023933.1
XP_002872108.1, XM_002872062.2
XP_020877411.1, XM_021021752.1
XP_020877412.1, XM_021021753.1
XP_020877413.1, XM_021021754.1
XP_002871999.2, XM_002871953.2
XP_020877990.1, XM_021022331.1
XP_002869630.1, XM_002869584.2
XP_020872507.1, XM_021016848.1
XP_002869199.1, XM_002869153.2
XP_002883832.1, XM_002883786.2
XP_020872691.1, XM_021017032.1
XP_002867439.1, XM_002867393.2
XP_020869740.1, XM_021014081.1
XP_002867255.1, XM_002867209.2
XP_020875894.1, XM_021020235.1
XP_002866772.1, XM_002866726.2
XP_020871819.1, XM_021016160.1
XP_002865999.1, XM_002865953.2
XP_020884353.1, XM_021028694.1
XP_002864892.1, XM_002864846.2
XP_002871372.2, XM_002871326.2
XP_002864831.1, XM_002864785.2
XP_002864375.1, XM_002864329.2
XP_020873480.1, XM_021017821.1
XP_002864361.1, XM_002864315.2
XP_002867528.1, XM_002867482.2
XP_002863460.1, XM_002863414.2
XP_020871002.1, XM_021015343.1
XP_020875080.1, XM_021019421.1
XP_002863129.1, XM_002863083.2
XP_002863022.1, XM_002862976.2
XP_002864488.1, XM_002864442.2
XP_002867110.1, XM_002867064.2
XP_020874232.1, XM_021018573.1
XP_002862929.1, XM_002862883.2
XP_002880935.1, XM_002880889.2
XP_020891216.1, XM_021035557.1
XP_020891217.1, XM_021035558.1
XP_020889299.1, XM_021033640.1
XP_020885601.1, XM_021029942.1
XP_020885033.1, XM_021029374.1
XP_020884433.1, XM_021028774.1
XP_020884434.1, XM_021028775.1
XP_020884435.1, XM_021028776.1
XP_020884436.1, XM_021028777.1
XP_020884437.1, XM_021028778.1
XP_020884438.1, XM_021028779.1
XP_020884312.1, XM_021028653.1
XP_020884313.1, XM_021028654.1
XP_020884314.1, XM_021028655.1
XP_020883265.1, XM_021027606.1
XP_020882928.1, XM_021027269.1
XP_020881762.1, XM_021026103.1
XP_020881071.1, XM_021025412.1
XP_020880637.1, XM_021024978.1
XP_020880638.1, XM_021024979.1
XP_020880415.1, XM_021024756.1
XP_020880416.1, XM_021024757.1
XP_020880269.1, XM_021024610.1
XP_020880271.1, XM_021024612.1
XP_020879251.1, XM_021023592.1
XP_020878248.1, XM_021022589.1
XP_020878181.1, XM_021022522.1
XP_020877661.1, XM_021022002.1
XP_020876961.1, XM_021021302.1
XP_020886363.1, XM_021030704.1
XP_020875822.1, XM_021020163.1
XP_020874424.1, XM_021018765.1
XP_020874426.1, XM_021018767.1
XP_020888561.1, XM_021032902.1
XP_020872190.1, XM_021016531.1
XP_020872074.1, XM_021016415.1
XP_020871739.1, XM_021016080.1
XP_020871740.1, XM_021016081.1
XP_020871741.1, XM_021016082.1
XP_020871616.1, XM_021015957.1
XP_020871617.1, XM_021015958.1
XP_020870996.1, XM_021015337.1
XP_020870997.1, XM_021015338.1
XP_020870896.1, XM_021015237.1
XP_020870897.1, XM_021015238.1
XP_020870898.1, XM_021015239.1
XP_020870899.1, XM_021015240.1
XP_020870725.1, XM_021015066.1
XP_020868853.1, XM_021013194.1
XP_020871046.1, XM_021015387.1
XP_020874933.1, XM_021019274.1
XP_020868590.1, XM_021012931.1
XP_020867627.1, XM_021011968.1
XP_020873634.1, XM_021017975.1
XP_020873635.1, XM_021017976.1
XP_020877708.1, XM_021022049.1
XP_020866807.1, XM_021011148.1
XP_020872742.1, XM_021017083.1
XP_020872743.1, XM_021017084.1
XP_020889060.1, XM_021033401.1
XP_020866110.1, XM_021010451.1
XP_020866114.1, XM_021010455.1
XP_020866119.1, XM_021010460.1
XP_020866125.1, XM_021010466.1
XP_002892724.1, XM_002892678.2
XP_020879622.1, XM_021023963.1
XP_002892665.1, XM_002892619.2
XP_020865662.1, XM_021010003.1
XP_002892615.1, XM_002892569.2
XP_020870126.1, XM_021014467.1
XP_002890807.1, XM_002890761.2
XP_002889710.1, XM_002889664.2
XP_020869694.1, XM_021014035.1
XP_020869695.1, XM_021014036.1
XP_020869696.1, XM_021014037.1
XP_002889530.1, XM_002889484.2
XP_020868759.1, XM_021013100.1
XP_002889259.1, XM_002889213.2
XP_002886604.2, XM_002886558.2
XP_020869791.1, XM_021014132.1
XP_002885714.1, XM_002885668.2
XP_002892818.1, XM_002892772.2
XP_020880649.1, XM_021024990.1
XP_002885656.1, XM_002885610.2
XP_002884545.1, XM_002884499.2
XP_020878691.1, XM_021023032.1
XP_020888191.1, XM_021032532.1
XP_002884517.1, XM_002884471.2
XP_020876957.1, XM_021021298.1
XP_002880717.1, XM_002880671.2
XP_002883519.1, XM_002883473.2
XP_002880467.1, XM_002880421.2
XP_002883959.1, XM_002883913.2
XP_020872398.1, XM_021016739.1
XP_002879883.1, XM_002879837.2
XP_002879382.1, XM_002879336.2
XP_002878340.1, XM_002878294.2
XP_020869822.1, XM_021014163.1
XP_002877692.2, XM_002877646.2
XP_002878438.1, XM_002878392.2
XP_020881996.1, XM_021026337.1
XP_002877068.1, XM_002877022.2
XP_002876286.1, XM_002876240.2
XP_002879794.1, XM_002879748.2
XP_020883748.1, XM_021028089.1
XP_020883749.1, XM_021028090.1
XP_020884011.1, XM_021028352.1
XP_002875764.1, XM_002875718.2
XP_020871499.1, XM_021015840.1
XP_020879631.1, XM_021023972.1
XP_020879632.1, XM_021023973.1
XP_020879633.1, XM_021023974.1
XP_002874745.1, XM_002874699.2
XP_020873701.1, XM_021018042.1
XP_002874434.1, XM_002874388.2
XP_002884459.1, XM_002884413.2
XP_002874213.1, XM_002874167.2
XP_002874214.1, XM_002874168.2
XP_002877684.2, XM_002877638.2
XP_020881246.1, XM_021025587.1
XP_002873670.2, XM_002873624.2
XP_002884273.2, XM_002884227.2
XP_020878606.1, XM_021022947.1
XP_020878607.1, XM_021022948.1
XP_020888155.1, XM_021032496.1
XP_002871858.2, XM_002871812.2
XP_020889250.1, XM_021033591.1
XP_002870962.1, XM_002870916.2
XP_002870721.1, XM_002870675.2
XP_020881928.1, XM_021026269.1
XP_002870356.1, XM_002870310.2
XP_020867336.1, XM_021011677.1
XP_020867337.1, XM_021011678.1
XP_002870036.1, XM_002869990.2
XP_020873061.1, XM_021017402.1
XP_020880197.1, XM_021024538.1
XP_002869768.1, XM_002869722.2
XP_020878288.1, XM_021022629.1
XP_002869460.1, XM_002869414.2
XP_020874785.1, XM_021019126.1
XP_002867858.1, XM_002867812.2
XP_020876448.1, XM_021020789.1
XP_002867795.1, XM_002867749.2
XP_002892663.1, XM_002892617.2
XP_002893613.1, XM_002893567.2
XP_002867435.1, XM_002867389.2
XP_002886004.1, XM_002885958.2
XP_002866764.1, XM_002866718.2
XP_020889457.1, XM_021033798.1
XP_020889461.1, XM_021033802.1
XP_020889477.1, XM_021033818.1
XP_002866683.1, XM_002866637.2
XP_020873364.1, XM_021017705.1
XP_020876730.1, XM_021021071.1
XP_020880821.1, XM_021025162.1
XP_002866029.2, XM_002865983.2
XP_002885089.1, XM_002885043.2
XP_020891582.1, XM_021035923.1
XP_002863700.1, XM_002863654.2
XP_002876018.2, XM_002875972.2
XP_020871310.1, XM_021015651.1
XP_020879666.1, XM_021024007.1
XP_020890955.1, XM_021035296.1
XP_020889552.1, XM_021033893.1
XP_020889553.1, XM_021033894.1
XP_020888890.1, XM_021033231.1
XP_020887540.1, XM_021031881.1
XP_020886837.1, XM_021031178.1
XP_020886838.1, XM_021031179.1
XP_020886839.1, XM_021031180.1
XP_020886410.1, XM_021030751.1
XP_020886323.1, XM_021030664.1
XP_020884790.1, XM_021029131.1
XP_020884791.1, XM_021029132.1
XP_020884514.1, XM_021028855.1
XP_020884291.1, XM_021028632.1
XP_020885608.1, XM_021029949.1
XP_020883618.1, XM_021027959.1
XP_020883164.1, XM_021027505.1
XP_020884710.1, XM_021029051.1
XP_020885749.1, XM_021030090.1
XP_020882586.1, XM_021026927.1
XP_020881381.1, XM_021025722.1
XP_020880635.1, XM_021024976.1
XP_020878887.1, XM_021023228.1
XP_020878247.1, XM_021022588.1
XP_020877237.1, XM_021021578.1
XP_020876025.1, XM_021020366.1
XP_020875932.1, XM_021020273.1
XP_020875933.1, XM_021020274.1
XP_020888217.1, XM_021032558.1
XP_020890125.1, XM_021034466.1
XP_020875576.1, XM_021019917.1
XP_020875577.1, XM_021019918.1
XP_020885303.1, XM_021029644.1
XP_020885304.1, XM_021029645.1
XP_020885305.1, XM_021029646.1
XP_020885306.1, XM_021029647.1
XP_020874702.1, XM_021019043.1
XP_020874703.1, XM_021019044.1
XP_020874704.1, XM_021019045.1
XP_020874461.1, XM_021018802.1
XP_020889259.1, XM_021033600.1
XP_020873889.1, XM_021018230.1
XP_020885271.1, XM_021029612.1
XP_020885272.1, XM_021029613.1
XP_020873211.1, XM_021017552.1
XP_020872881.1, XM_021017222.1
XP_020872882.1, XM_021017223.1
XP_020872883.1, XM_021017224.1
XP_020872884.1, XM_021017225.1
XP_020872885.1, XM_021017226.1
XP_020883253.1, XM_021027594.1
XP_020872842.1, XM_021017183.1
XP_020872843.1, XM_021017184.1
XP_020872844.1, XM_021017185.1
XP_020871538.1, XM_021015879.1
XP_020877442.1, XM_021021783.1
XP_020869234.1, XM_021013575.1
XP_020869235.1, XM_021013576.1
XP_020869228.1, XM_021013569.1
XP_020868050.1, XM_021012391.1
XP_020867759.1, XM_021012100.1
